epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2
0,train,0,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",0.5761168599128723,0.2119415551424026,0.2119415551424026,0.0,0.0,0.0
0,train,1,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",0.5761168599128723,0.2119415551424026,0.2119415551424026,0.0,0.0,0.0
0,val,0,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",0.5764744877815247,0.2117455154657364,0.2117799967527389,0.0005589248612523,0.0003526832151692,0.0003412674413993
0,val,1,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",0.5736653804779053,0.2131616324186325,0.2131729871034622,2.407645297353156e-05,1.4860132068861276e-05,1.5876872566877864e-05
0,test,0,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",0.5764744877815247,0.2117455154657364,0.2117799967527389,0.0005589248612523,0.0003526832151692,0.0003412674413993
0,test,1,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",0.5736653804779053,0.2131616324186325,0.2131729871034622,2.407645297353156e-05,1.4860132068861276e-05,1.5876872566877864e-05
50,train,0,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",0.7242920994758606,0.142792597413063,0.1329152733087539,0.0082536721602082,0.0038334422279149,0.0045498707331717
50,train,1,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",0.6790140867233276,0.1734246760606765,0.1475612074136734,0.0112200304865837,0.0054083736613392,0.0075371954590082
50,val,0,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",0.7274667620658875,0.1412348598241806,0.1312983483076095,0.0083625093102455,0.0038947029970586,0.0045958231203258
50,val,1,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",0.6820424199104309,0.1720994561910629,0.1458581089973449,0.0085466532036662,0.0042784349061548,0.0058274995535612
50,test,0,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",0.7274667620658875,0.1412348598241806,0.1312983483076095,0.0083625093102455,0.0038947029970586,0.0045958231203258
50,test,1,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",0.6820424199104309,0.1720994561910629,0.1458581089973449,0.0085466532036662,0.0042784349061548,0.0058274995535612
100,train,0,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",0.8459680080413818,0.0801367908716201,0.0738951563835144,0.0089752050116658,0.0042053661309182,0.0048191794194281
100,train,1,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",0.7409034967422485,0.1561890244483947,0.1029074117541313,0.031745471060276,0.0257012583315372,0.0175104867666959
100,val,0,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",0.8474571704864502,0.0793221518397331,0.0732207372784614,0.0089370897039771,0.0041894987225532,0.004796186927706
100,val,1,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",0.740828812122345,0.1566284596920013,0.1025427356362342,0.0230563431978225,0.0200723595917224,0.0125887310132384
100,test,0,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",0.8474571704864502,0.0793221518397331,0.0732207372784614,0.0089370897039771,0.0041894987225532,0.004796186927706
100,test,1,3,,,,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",0.740828812122345,0.1566284596920013,0.1025427356362342,0.0230563431978225,0.0200723595917224,0.0125887310132384
