epoch,train_loss,val_loss,test_loss,train_metric,val_metric,test_metric,lr,best_val_metric,best_test_metric,best_epoch,metric_name,metric_direction,run_mode,seed
0,1.098357915878296,6.822556972503662,6.472149848937988,0.3774104683195592,0.3314917127071823,0.3432483474976393,0.05,0.3314917127071823,0.3432483474976393,0,Accuracy,higher,final,42
1,7.70365571975708,1.0674505233764648,1.071517825126648,0.3650137741046832,0.4198895027624309,0.3975448536355052,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
2,1.0776047706604004,1.4103083610534668,1.4367914199829102,0.3002754820936639,0.3812154696132597,0.34277620396600567,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
3,1.5264204740524292,1.1723721027374268,1.1857285499572754,0.29476584022038566,0.36464088397790057,0.3380547686496695,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
4,1.2173774242401123,1.169557809829712,1.1348975896835327,0.3774104683195592,0.3314917127071823,0.3432483474976393,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
5,1.163465142250061,1.2988510131835938,1.2565522193908691,0.3774104683195592,0.3314917127071823,0.3432483474976393,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
6,1.3203051090240479,1.2365355491638184,1.2065602540969849,0.3774104683195592,0.3314917127071823,0.3432483474976393,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
7,1.2059391736984253,1.1693669557571411,1.1496635675430298,0.3774104683195592,0.3314917127071823,0.3432483474976393,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
8,1.1271361112594604,1.1339638233184814,1.1224297285079956,0.3278236914600551,0.30386740331491713,0.31964117091595845,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
9,1.1099159717559814,1.108912706375122,1.10598886013031,0.3278236914600551,0.30386740331491713,0.31964117091595845,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
10,1.107459545135498,1.0954513549804688,1.0999107360839844,0.29476584022038566,0.36464088397790057,0.3380547686496695,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
11,1.1097570657730103,1.092605471611023,1.1008754968643188,0.29476584022038566,0.36464088397790057,0.3371104815864023,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
12,1.1278138160705566,1.0897701978683472,1.0954468250274658,0.29476584022038566,0.36464088397790057,0.3371104815864023,0.05,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
13,1.117781400680542,1.0898998975753784,1.092621088027954,0.3760330578512397,0.3425414364640884,0.34466477809254015,0.03,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
14,1.095997929573059,1.0934993028640747,1.0932713747024536,0.3774104683195592,0.3314917127071823,0.3437204910292729,0.03,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
15,1.0839214324951172,1.0999531745910645,1.0973021984100342,0.3774104683195592,0.3314917127071823,0.3437204910292729,0.03,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
16,1.0871623754501343,1.1073802709579468,1.1030364036560059,0.3774104683195592,0.3314917127071823,0.3437204910292729,0.03,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
17,1.088196873664856,1.11397123336792,1.1085071563720703,0.3774104683195592,0.3314917127071823,0.3437204910292729,0.03,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
18,1.0839884281158447,1.118363380432129,1.1123067140579224,0.3774104683195592,0.3314917127071823,0.3437204910292729,0.03,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
19,1.0888299942016602,1.1194934844970703,1.1134179830551147,0.3774104683195592,0.3314917127071823,0.3437204910292729,0.03,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
20,1.090687870979309,1.1173310279846191,1.1117979288101196,0.3774104683195592,0.3314917127071823,0.3437204910292729,0.03,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
21,1.0840524435043335,1.1128780841827393,1.1082745790481567,0.3774104683195592,0.3314917127071823,0.3437204910292729,0.03,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
22,1.0840164422988892,1.1067745685577393,1.10325026512146,0.3774104683195592,0.3314917127071823,0.34466477809254015,0.03,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
23,1.0803169012069702,1.0994062423706055,1.0966994762420654,0.3774104683195592,0.3314917127071823,0.34466477809254015,0.03,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
24,1.070401668548584,1.0942984819412231,1.0919392108917236,0.3787878787878788,0.3314917127071823,0.34513692162417375,0.018,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
25,1.0532195568084717,1.088008999824524,1.08616042137146,0.38016528925619836,0.3314917127071823,0.34560906515580736,0.018,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
26,1.0640060901641846,1.0805631875991821,1.0793614387512207,0.38154269972451793,0.3314917127071823,0.34844192634560905,0.018,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
27,1.0568963289260864,1.071547031402588,1.070971131324768,0.39118457300275483,0.3425414364640884,0.35363550519357884,0.018,0.4198895027624309,0.3975448536355052,1,Accuracy,higher,final,42
