epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1
0,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.49848124384880066, 0.5063346028327942]",0.4987890720367431,0.0,0.0018506834749132,0.0,0.4984812438488006,0.5063346028327942
0,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.4979812800884247, 0.5058347582817078]",0.4981206059455871,0.0,0.0009259466896764,0.0,0.4979812800884247,0.5058347582817078
0,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.4979812800884247, 0.5058347582817078]",0.4981206059455871,0.0,0.0009259466896764,0.0,0.4979812800884247,0.5058347582817078
50,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5159738659858704, 0.500390887260437]",0.525100827217102,0.0,0.0049101915210485,0.0,0.5159738659858704,0.500390887260437
50,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5164931416511536, 0.500353217124939]",0.5256367325782776,0.0,0.001832976588048,0.0,0.5164931416511536,0.500353217124939
50,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5164931416511536, 0.500353217124939]",0.5256367325782776,0.0,0.001832976588048,0.0,0.5164931416511536,0.500353217124939
100,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5359673500061035, 0.49998754262924194]",0.549053966999054,0.0,0.0076938737183809,0.0,0.5359673500061035,0.4999875426292419
100,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5361763834953308, 0.4999855160713196]",0.5493263006210327,0.0,0.0032094509806483,0.0,0.5361763834953308,0.4999855160713196
100,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5361763834953308, 0.4999855160713196]",0.5493263006210327,0.0,0.0032094509806483,0.0,0.5361763834953308,0.4999855160713196
150,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5406313538551331, 0.5000015497207642]",0.5539441704750061,0.0,0.0080740507692098,0.0,0.5406313538551331,0.5000015497207642
150,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5406585335731506, 0.5000014901161194]",0.5538914799690247,0.0,0.0034050485119223,0.0,0.5406585335731506,0.5000014901161194
150,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5406585335731506, 0.5000014901161194]",0.5538914799690247,0.0,0.0034050485119223,0.0,0.5406585335731506,0.5000014901161194
200,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5411165952682495, 0.5000008344650269]",0.5545938014984131,0.0,0.0082365684211254,0.0,0.5411165952682495,0.5000008344650269
200,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5411188006401062, 0.5000008344650269]",0.554349958896637,0.0,0.0034214574843645,0.0,0.5411188006401062,0.5000008344650269
200,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5411188006401062, 0.5000008344650269]",0.554349958896637,0.0,0.0034214574843645,0.0,0.5411188006401062,0.5000008344650269
250,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5412130951881409, 0.5000007152557373]",0.5545608997344971,0.0,0.0082767140120267,0.0,0.5412130951881409,0.5000007152557373
250,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5412149429321289, 0.5000007152557373]",0.5544446110725403,0.0,0.0034247024450451,0.0,0.5412149429321289,0.5000007152557373
250,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5412149429321289, 0.5000007152557373]",0.5544446110725403,0.0,0.0034247024450451,0.0,0.5412149429321289,0.5000007152557373
300,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5413128733634949, 0.5000005960464478]",0.5545217990875244,0.0,0.0081644486635923,0.0,0.5413128733634949,0.5000005960464478
300,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5413150787353516, 0.5000005960464478]",0.5545449256896973,0.0,0.0034282603301107,0.0,0.5413150787353516,0.5000005960464478
300,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5413150787353516, 0.5000005960464478]",0.5545449256896973,0.0,0.0034282603301107,0.0,0.5413150787353516,0.5000005960464478
350,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5414198637008667, 0.500000536441803]",0.5544763207435608,0.0,0.0081601738929748,0.0,0.5414198637008667,0.500000536441803
350,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5414218902587891, 0.500000536441803]",0.5546544790267944,0.0,0.0034326335880905,0.0,0.5414218902587891,0.500000536441803
350,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5414218902587891, 0.500000536441803]",0.5546544790267944,0.0,0.0034326335880905,0.0,0.5414218902587891,0.500000536441803
400,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 32]","[false, true]","[0.5415228605270386, 0.5000004172325134]",0.5545858144760132,0.0,0.0083428798243403,0.0,0.5415228605270386,0.5000004172325134
