event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1
forward,0,train,0,0.005,2,"[183, 2]","[183, 2]",,"[183, 2, 64]","[false, false]",,,,0,,,0.7310582995414734,0.26894158124923706,0.0,0.0,,,,,,,,
forward,0,train,1,0.005,2,"[183, 2]","[183, 2]",,"[183, 2, 64]","[false, false]",,,,0,,,0.7310582995414734,0.26894158124923706,0.0,0.0,,,,,,,,
forward,0,train,2,0.005,2,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",,,,0,,,0.7310582995414734,0.26894158124923706,0.0,0.0,,,,,,,,
backward,0,train,0,0.005,2,,,,,,,,,0,0.9131244250102517,,,,,,,,,,,,,
backward,0,train,1,0.005,2,,,,,,,,,0,0.7550748251069914,,,,,,,,,,,,,
backward,0,train,2,0.005,2,,,,,,,,,0,1.007444412795458,,,,,,,,,,,,,
forward,0,val,0,0.005,2,"[183, 2]","[183, 2]",,"[183, 2, 64]","[false, false]",,,,0,,,0.6823210716247559,0.317678838968277,0.04277082905173302,0.04277082905173302,,,,,,,,
forward,0,val,1,0.005,2,"[183, 2]","[183, 2]",,"[183, 2, 64]","[false, false]",,,,0,,,0.7503054141998291,0.2496945708990097,0.004602932836860418,0.004602931439876556,,,,,,,,
forward,0,val,2,0.005,2,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",,,,0,,,0.7177648544311523,0.2822350859642029,0.0036856539081782103,0.0036856569349765778,,,,,,,,
forward,0,test,0,0.005,2,"[183, 2]","[183, 2]",,"[183, 2, 64]","[false, false]",,,,0,,,0.6823210716247559,0.317678838968277,0.04277082905173302,0.04277082905173302,,,,,,,,
forward,0,test,1,0.005,2,"[183, 2]","[183, 2]",,"[183, 2, 64]","[false, false]",,,,0,,,0.7503054141998291,0.2496945708990097,0.004602932836860418,0.004602931905537844,,,,,,,,
forward,0,test,2,0.005,2,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",,,,0,,,0.7177648544311523,0.2822350859642029,0.0036856543738394976,0.0036856564693152905,,,,,,,,
forward,50,train,0,0.0018,2,"[183, 2]","[183, 2]",,"[183, 2, 64]","[false, false]",,,,0,,,0.8942188620567322,0.10578121989965439,0.13874399662017822,0.13874399662017822,,,,,,,,
forward,50,train,1,0.0018,2,"[183, 2]","[183, 2]",,"[183, 2, 64]","[false, false]",,,,0,,,0.7410885691642761,0.2589113414287567,0.06797242909669876,0.06797242164611816,,,,,,,,
forward,50,train,2,0.0018,2,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",,,,0,,,0.6017196774482727,0.39828023314476013,0.05893140658736229,0.058931395411491394,,,,,,,,
