epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3
0,train,0,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.5075543522834778, 0.5069478750228882, 0.5064970850944519, 0.5031282901763916]",0.5086948871612549,0.5060197114944458,0.5058302283287048,0.5043222904205322,0.0025727374013513,0.0027759133372455,0.0025262983981519,0.002495948690921,0.5075543522834778,0.5069478750228882,0.5064970850944519,0.5031282901763916
0,train,1,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 5]","[false, false, false, false]","[0.49721747636795044, 0.48968884348869324, 0.5103657245635986, 0.49263057112693787]",0.3656984269618988,0.3816803991794586,0.5674514174461365,0.5752390623092651,0.0682172253727912,0.0625344142317771,0.0660372525453567,0.0745636075735092,0.4972174763679504,0.4896888434886932,0.5103657245635986,0.4926305711269378
0,val,0,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.5088040232658386, 0.505698025226593, 0.5052472949028015, 0.5043782591819763]",0.5110110640525818,0.5037669539451599,0.5036017298698425,0.5055387020111084,0.0023976492229849,0.0025743283331394,0.0023433191236108,0.0020894212648272,0.5088040232658386,0.505698025226593,0.5052472949028015,0.5043782591819763
0,val,1,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 5]","[false, false, false, false]","[0.4959675073623657, 0.4884394705295563, 0.5091162323951721, 0.491380900144577]",0.4581610262393951,0.2733081877231598,0.1708811819553375,0.1370785981416702,0.0790625289082527,0.0762082710862159,0.0398395471274852,0.0330749787390232,0.4959675073623657,0.4884394705295563,0.5091162323951721,0.491380900144577
0,test,0,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.5088040232658386, 0.505698025226593, 0.5052472949028015, 0.5043782591819763]",0.5110110640525818,0.5037669539451599,0.5036017298698425,0.5055387020111084,0.0023976492229849,0.0025743283331394,0.0023433191236108,0.0020894212648272,0.5088040232658386,0.505698025226593,0.5052472949028015,0.5043782591819763
0,test,1,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 5]","[false, false, false, false]","[0.4959675073623657, 0.4884394705295563, 0.5091162323951721, 0.491380900144577]",0.4581610262393951,0.2733081877231598,0.1708811819553375,0.1370785981416702,0.0790625214576721,0.0762082710862159,0.0398395471274852,0.0330749787390232,0.4959675073623657,0.4884394705295563,0.5091162323951721,0.491380900144577
50,train,0,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.5155953764915466, 0.5113271474838257, 0.4974123239517212, 0.49824509024620056]",0.5213780999183655,0.5130918622016907,0.4928881227970123,0.495264858007431,0.0034644603729248,0.0021562702022492,0.0035215495154261,0.0019724932499229,0.5155953764915466,0.5113271474838257,0.4974123239517212,0.4982450902462005
50,train,1,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 5]","[false, false, false, false]","[0.49051621556282043, 0.482177734375, 0.5022802352905273, 0.48442235589027405]",0.0896494463086128,0.0008433008915744,0.0003397658583708,0.001254303031601,0.0375400520861148,0.0007065250538289,0.0006672964664176,0.0017947034211829,0.4905162155628204,0.482177734375,0.5022802352905273,0.484422355890274
50,val,0,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.515615701675415, 0.5112985372543335, 0.4973817467689514, 0.498251736164093]",0.5213963389396667,0.5130361914634705,0.4928417801856994,0.4953042268753052,0.0031980730127543,0.0019930868875235,0.0033709504641592,0.001851953798905,0.515615701675415,0.5112985372543335,0.4973817467689514,0.498251736164093
50,val,1,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 5]","[false, false, false, false]","[0.4905392527580261, 0.4821748435497284, 0.5022768378257751, 0.4844200909137726]",0.0987605452537536,0.0007852907874621,0.0003099039313383,0.001182927750051,0.0336087346076965,0.0004819337336812,0.0004236493259668,0.0013538334751501,0.4905392527580261,0.4821748435497284,0.5022768378257751,0.4844200909137726
50,test,0,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.515615701675415, 0.5112985372543335, 0.4973817467689514, 0.498251736164093]",0.5213963389396667,0.5130361914634705,0.4928417801856994,0.4953042268753052,0.0031980730127543,0.0019930868875235,0.0033709504641592,0.001851953798905,0.515615701675415,0.5112985372543335,0.4973817467689514,0.498251736164093
50,test,1,4,,,,"[7600, 4]",3.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]",,"[7600, 4, 5]","[false, false, false, false]","[0.4905392527580261, 0.4821748435497284, 0.5022768378257751, 0.4844200909137726]",0.0987605452537536,0.0007852908456698,0.0003099039313383,0.001182927750051,0.0336087346076965,0.0004819337336812,0.0004236493259668,0.0013538333587348,0.4905392527580261,0.4821748435497284,0.5022768378257751,0.4844200909137726
