launch_id,dataset_name,model_name,trial_id,seed,params,best_val_metric,final_test_metric,best_epoch,metric_name,metric_direction,run_dir
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,1,1,"{""alpha"": 0.1, ""dropout"": 0.5, ""heads"": 4, ""hidden_channels"": 32, ""max_hops"": 3, ""norm"": ""none"", ""num_edges"": 25000, ""num_layers"": 2}",0.722,0.705,199,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_001/seed_1/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,2,2,"{""alpha"": 0.75, ""dropout"": 0.5, ""heads"": 4, ""hidden_channels"": 64, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 50000, ""num_layers"": 2}",0.706,0.663,2,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_002/seed_2/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,3,3,"{""alpha"": 0.03, ""dropout"": 0.3, ""heads"": 8, ""hidden_channels"": 64, ""max_hops"": 2, ""norm"": ""none"", ""num_edges"": 25000, ""num_layers"": 3}",0.572,0.343,4,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_003/seed_3/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,4,4,"{""alpha"": 1.0, ""dropout"": 0.5, ""heads"": 8, ""hidden_channels"": 64, ""max_hops"": 2, ""norm"": ""none"", ""num_edges"": 50000, ""num_layers"": 2}",0.73,0.703,137,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_004/seed_4/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,5,5,"{""alpha"": 0.03, ""dropout"": 0.5, ""heads"": 4, ""hidden_channels"": 64, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 10000, ""num_layers"": 2}",0.678,0.662,25,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_005/seed_5/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,6,6,"{""alpha"": 0.75, ""dropout"": 0.5, ""heads"": 4, ""hidden_channels"": 32, ""max_hops"": 3, ""norm"": ""none"", ""num_edges"": 10000, ""num_layers"": 3}",0.628,0.611,115,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_006/seed_6/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,7,7,"{""alpha"": 0.3, ""dropout"": 0.3, ""heads"": 4, ""hidden_channels"": 64, ""max_hops"": 2, ""norm"": ""none"", ""num_edges"": 25000, ""num_layers"": 2}",0.734,0.686,54,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_007/seed_7/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,8,8,"{""alpha"": 0.3, ""dropout"": 0.5, ""heads"": 8, ""hidden_channels"": 64, ""max_hops"": 3, ""norm"": ""none"", ""num_edges"": 10000, ""num_layers"": 3}",0.676,0.36,3,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_008/seed_8/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,9,9,"{""alpha"": 0.5, ""dropout"": 0.7, ""heads"": 4, ""hidden_channels"": 64, ""max_hops"": 2, ""norm"": ""none"", ""num_edges"": 75000, ""num_layers"": 3}",0.664,0.647,142,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_009/seed_9/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,10,10,"{""alpha"": 0.03, ""dropout"": 0.3, ""heads"": 8, ""hidden_channels"": 32, ""max_hops"": 3, ""norm"": ""none"", ""num_edges"": 25000, ""num_layers"": 3}",0.58,0.397,6,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_010/seed_10/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,11,11,"{""alpha"": 0.05, ""dropout"": 0.5, ""heads"": 8, ""hidden_channels"": 64, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 10000, ""num_layers"": 3}",0.69,0.675,19,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_011/seed_11/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,12,12,"{""alpha"": 0.3, ""dropout"": 0.3, ""heads"": 8, ""hidden_channels"": 64, ""max_hops"": 3, ""norm"": ""layernorm"", ""num_edges"": 25000, ""num_layers"": 3}",0.704,0.63,5,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_012/seed_12/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,13,13,"{""alpha"": 0.05, ""dropout"": 0.5, ""heads"": 8, ""hidden_channels"": 32, ""max_hops"": 2, ""norm"": ""none"", ""num_edges"": 75000, ""num_layers"": 2}",0.716,0.717,147,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_013/seed_13/run_0
20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant,Citeseer,GLANT_v1,14,14,"{""alpha"": 1.0, ""dropout"": 0.7, ""heads"": 4, ""hidden_channels"": 32, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 75000, ""num_layers"": 3}",0.668,0.653,14,Accuracy,higher,results/launches/20260429T062912_hpo_cora-citeseer-texas-aifb-imdb-acm_glant/raw/Citeseer/GLANT_v1/hpo_trial_014/seed_14/run_0
