epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_mean_hop_4,weights_mean_hop_5,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,weights_std_hop_4,weights_std_hop_5,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3,hop_scalar_hop_4,hop_scalar_hop_5
150,val,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4887959659099579, 0.4995633661746979, 0.4970170557498932, 0.4939436912536621, 0.5026563405990601, 0.49590346217155457]",0.347268283367157,0.5556036233901978,0.4930092990398407,0.5247560739517212,0.5154328942298889,0.4170523881912231,0.0964264795184135,0.074950061738491,0.0840747579932212,0.1094350963830947,0.0780656486749649,0.0922457575798034,0.4887959659099579,0.4995633661746979,0.4970170557498932,0.4939436912536621,0.5026563405990601,0.4959034621715545
150,test,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4887959659099579, 0.4995633661746979, 0.4970170557498932, 0.4939436912536621, 0.5026563405990601, 0.49590346217155457]",0.347268283367157,0.5556036233901978,0.4930092990398407,0.5247560739517212,0.5154328942298889,0.4170523881912231,0.0964264795184135,0.074950061738491,0.0840747579932212,0.1094350963830947,0.0780656486749649,0.0922457575798034,0.4887959659099579,0.4995633661746979,0.4970170557498932,0.4939436912536621,0.5026563405990601,0.4959034621715545
200,train,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48875707387924194, 0.49949517846107483, 0.4970141649246216, 0.4939664900302887, 0.5026006698608398, 0.4958844780921936]",0.3409328460693359,0.5456609129905701,0.5003851652145386,0.520524263381958,0.5166629552841187,0.4151822626590729,0.1173631101846695,0.093549259006977,0.1005718410015106,0.1235726922750473,0.100953996181488,0.1102115958929061,0.4887570738792419,0.4994951784610748,0.4970141649246216,0.4939664900302887,0.5026006698608398,0.4958844780921936
200,val,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4887562692165375, 0.49949339032173157, 0.4970138669013977, 0.49396759271621704, 0.5025991797447205, 0.49588435888290405]",0.3464438021183014,0.5540298819541931,0.4930713772773742,0.5255977511405945,0.5146437883377075,0.4169470071792602,0.0965732932090759,0.0749842897057533,0.0842734277248382,0.1096931472420692,0.0783156082034111,0.0924176052212715,0.4887562692165375,0.4994933903217315,0.4970138669013977,0.493967592716217,0.5025991797447205,0.495884358882904
200,test,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4887562692165375, 0.49949339032173157, 0.4970138669013977, 0.49396759271621704, 0.5025991797447205, 0.49588435888290405]",0.3464438021183014,0.5540298819541931,0.4930713772773742,0.5255977511405945,0.5146437883377075,0.4169470071792602,0.0965732932090759,0.0749842897057533,0.0842734277248382,0.1096931472420692,0.0783156082034111,0.0924176052212715,0.4887562692165375,0.4994933903217315,0.4970138669013977,0.493967592716217,0.5025991797447205,0.495884358882904
250,train,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4887145161628723, 0.49942588806152344, 0.4970151484012604, 0.49400749802589417, 0.5025296807289124, 0.49584731459617615]",0.3417995274066925,0.5483337044715881,0.4932993054389953,0.5281657576560974,0.5233249664306641,0.4311930239200592,0.1088558807969093,0.09041628241539,0.101520150899887,0.1176231354475021,0.0981996431946754,0.1096393540501594,0.4887145161628723,0.4994258880615234,0.4970151484012604,0.4940074980258941,0.5025296807289124,0.4958473145961761
250,val,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4887141287326813, 0.4994245767593384, 0.49701470136642456, 0.4940076172351837, 0.5025281310081482, 0.49584659934043884]",0.3456448912620544,0.5525688529014587,0.4931525886058807,0.5265025496482849,0.5136768221855164,0.4165186285972595,0.0967439338564872,0.075035274028778,0.0844405740499496,0.1099175438284874,0.078566089272499,0.0926385596394538,0.4887141287326813,0.4994245767593384,0.4970147013664245,0.4940076172351837,0.5025281310081482,0.4958465993404388
250,test,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4887141287326813, 0.4994245767593384, 0.49701470136642456, 0.4940076172351837, 0.5025281310081482, 0.49584659934043884]",0.3456448912620544,0.5525688529014587,0.4931525886058807,0.5265025496482849,0.5136768221855164,0.4165186285972595,0.0967439338564872,0.075035274028778,0.0844405740499496,0.1099175438284874,0.078566089272499,0.0926385596394538,0.4887141287326813,0.4994245767593384,0.4970147013664245,0.4940076172351837,0.5025281310081482,0.4958465993404388
300,train,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4886668622493744, 0.4993506669998169, 0.4970026910305023, 0.49401068687438965, 0.5024864673614502, 0.49584245681762695]",0.3515505492687225,0.5504794120788574,0.496981680393219,0.5267795920372009,0.5134369134902954,0.4142271280288696,0.1193379387259483,0.0896193906664848,0.1052614971995353,0.1310750991106033,0.1066130772233009,0.1085354760289192,0.4886668622493744,0.4993506669998169,0.4970026910305023,0.4940106868743896,0.5024864673614502,0.4958424568176269
300,val,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4886660873889923, 0.49934911727905273, 0.4970020353794098, 0.4940110445022583, 0.5024849772453308, 0.49584251642227173]",0.3446776270866394,0.5507451295852661,0.4932528138160705,0.5270064473152161,0.5132153034210205,0.4166927337646484,0.0969153195619583,0.0750772655010223,0.0846404358744621,0.110166884958744,0.0788036659359932,0.0928337350487709,0.4886660873889923,0.4993491172790527,0.4970020353794098,0.4940110445022583,0.5024849772453308,0.4958425164222717
300,test,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4886660873889923, 0.49934911727905273, 0.4970020353794098, 0.4940110445022583, 0.5024849772453308, 0.49584251642227173]",0.3446776270866394,0.5507451295852661,0.4932528138160705,0.5270064473152161,0.5132153034210205,0.4166927337646484,0.0969153195619583,0.0750772655010223,0.0846404358744621,0.110166884958744,0.0788036659359932,0.0928337350487709,0.4886660873889923,0.4993491172790527,0.4970020353794098,0.4940110445022583,0.5024849772453308,0.4958425164222717
350,train,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48863112926483154, 0.49926093220710754, 0.4969923198223114, 0.49406343698501587, 0.5024265646934509, 0.4957837760448456]",0.3496986627578735,0.5553552508354187,0.4968323707580566,0.5301543474197388,0.5098984241485596,0.4123440086841583,0.1097737997770309,0.0924339145421981,0.1078524440526962,0.1187773197889328,0.0933280661702156,0.1078458800911903,0.4886311292648315,0.4992609322071075,0.4969923198223114,0.4940634369850158,0.5024265646934509,0.4957837760448456
350,val,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4886305034160614, 0.49925926327705383, 0.49699166417121887, 0.4940636456012726, 0.5024262070655823, 0.4957829713821411]",0.3440000712871551,0.5486572980880737,0.4931958615779876,0.5283070802688599,0.5125031471252441,0.4159065186977386,0.0970946624875068,0.0750834494829177,0.0848014429211616,0.1104066371917724,0.0790969654917717,0.0930386632680893,0.4886305034160614,0.4992592632770538,0.4969916641712188,0.4940636456012726,0.5024262070655823,0.4957829713821411
350,test,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4886305034160614, 0.49925926327705383, 0.49699166417121887, 0.4940636456012726, 0.5024262070655823, 0.4957829713821411]",0.3440000712871551,0.5486572980880737,0.4931958615779876,0.5283070802688599,0.5125031471252441,0.4159065186977386,0.0970946624875068,0.0750834494829177,0.0848014429211616,0.1104066371917724,0.0790969654917717,0.0930386632680893,0.4886305034160614,0.4992592632770538,0.4969916641712188,0.4940636456012726,0.5024262070655823,0.4957829713821411
400,train,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4886140525341034, 0.49917072057724, 0.49696704745292664, 0.4940709173679352, 0.5023702383041382, 0.49575576186180115]",0.3395804762840271,0.546846866607666,0.5010859370231628,0.52065110206604,0.5168076157569885,0.4178304970264435,0.1183054745197296,0.0935675203800201,0.107452742755413,0.1225717216730117,0.0991607159376144,0.1085580065846443,0.4886140525341034,0.49917072057724,0.4969670474529266,0.4940709173679352,0.5023702383041382,0.4957557618618011
400,val,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4886133074760437, 0.4991695284843445, 0.49696651101112366, 0.4940713346004486, 0.5023684501647949, 0.4957558214664459]",0.3437995016574859,0.5464585423469543,0.4926995933055877,0.528803825378418,0.5115783214569092,0.4156006276607513,0.0973223075270652,0.0750895217061042,0.0849125608801841,0.1106222793459892,0.0794210284948349,0.0932607203722,0.4886133074760437,0.4991695284843445,0.4969665110111236,0.4940713346004486,0.5023684501647949,0.4957558214664459
400,test,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4886133074760437, 0.4991695284843445, 0.49696651101112366, 0.4940713346004486, 0.5023684501647949, 0.4957558214664459]",0.3437995016574859,0.5464585423469543,0.4926995933055877,0.528803825378418,0.5115783214569092,0.4156006276607513,0.0973223075270652,0.0750895217061042,0.0849125608801841,0.1106222793459892,0.0794210284948349,0.0932607203722,0.4886133074760437,0.4991695284843445,0.4969665110111236,0.4940713346004486,0.5023684501647949,0.4957558214664459
450,train,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48855963349342346, 0.49908632040023804, 0.4969651699066162, 0.4940889775753021, 0.5023408532142639, 0.49573713541030884]",0.3433268666267395,0.5468931198120117,0.4818260669708252,0.5256974101066589,0.515488862991333,0.4187741279602051,0.1133551225066185,0.0973047614097595,0.101916916668415,0.1282345503568649,0.10004922747612,0.1094265058636665,0.4885596334934234,0.499086320400238,0.4969651699066162,0.4940889775753021,0.5023408532142639,0.4957371354103088
450,val,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48855793476104736, 0.4990848898887634, 0.49696603417396545, 0.49408915638923645, 0.5023403167724609, 0.4957369565963745]",0.3428573310375213,0.5446338057518005,0.4927478730678558,0.5294334292411804,0.5111596584320068,0.4155526161193847,0.0974810048937797,0.0751342102885246,0.0850547179579734,0.1108852550387382,0.0796910598874092,0.0934171974658966,0.4885579347610473,0.4990848898887634,0.4969660341739654,0.4940891563892364,0.5023403167724609,0.4957369565963745
450,test,0,6,,,,"[183, 6]",6.0,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48855793476104736, 0.4990848898887634, 0.49696603417396545, 0.49408915638923645, 0.5023403167724609, 0.4957369565963745]",0.3428573310375213,0.5446338057518005,0.4927478730678558,0.5294334292411804,0.5111596584320068,0.4155526161193847,0.0974810048937797,0.0751342102885246,0.0850547179579734,0.1108852550387382,0.0796910598874092,0.0934171974658966,0.4885579347610473,0.4990848898887634,0.4969660341739654,0.4940891563892364,0.5023403167724609,0.4957369565963745
