epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1
0,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49535107612609863, 0.49549245834350586]",0.4949877262115478,0.4954302906990051,0.0015908345812931,0.0015863324515521,0.4953510761260986,0.4954924583435058
0,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49674132466316223, 0.511246383190155]",0.4961167275905609,0.5109282732009888,0.0021214042790234,0.0025643049739301,0.4967413246631622,0.511246383190155
0,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49410125613212585, 0.4967423975467682]",0.4935771822929382,0.4968182146549225,0.0008277815650217,0.0007769075455144,0.4941012561321258,0.4967423975467682
0,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4954914152622223, 0.5124955773353577]",0.4945454001426697,0.5123430490493774,0.0003760713152587,0.0005856634234078,0.4954914152622223,0.5124955773353577
0,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49410125613212585, 0.4967423975467682]",0.4935771822929382,0.4968182146549225,0.0008277815650217,0.0007769075455144,0.4941012561321258,0.4967423975467682
0,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4954914152622223, 0.5124955773353577]",0.4945454001426697,0.5123430490493774,0.0003760713443625,0.0005856634234078,0.4954914152622223,0.5124955773353577
50,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5670431852340698, 0.5693192481994629]",0.5936368107795715,0.5856038928031921,0.0121569084003567,0.0097303763031959,0.5670431852340698,0.5693192481994629
50,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5633795857429504, 0.5794712901115417]",0.864709734916687,0.8311493396759033,0.041063617914915,0.0416216328740119,0.5633795857429504,0.5794712901115417
50,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.56894451379776, 0.5710917711257935]",0.596921443939209,0.588178277015686,0.0061440039426088,0.0060537732206285,0.56894451379776,0.5710917711257935
50,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5650162100791931, 0.5809609889984131]",0.8798106908798218,0.8449202179908752,0.0246855169534683,0.0272905603051185,0.5650162100791931,0.5809609889984131
50,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.56894451379776, 0.5710917711257935]",0.596921443939209,0.588178277015686,0.0061440039426088,0.0060537732206285,0.56894451379776,0.5710917711257935
50,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5650162100791931, 0.5809609889984131]",0.8798106908798218,0.8449202179908752,0.0246855169534683,0.0272905584424734,0.5650162100791931,0.5809609889984131
100,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.6555076241493225, 0.6480395793914795]",0.7154776453971863,0.6776536107063293,0.0247746109962463,0.0171289164572954,0.6555076241493225,0.6480395793914795
100,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6120734810829163, 0.6259235739707947]",0.9745410084724426,0.9609373211860656,0.0191623121500015,0.0235761553049087,0.6120734810829163,0.6259235739707947
100,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.6569597721099854, 0.6492174863815308]",0.7173961400985718,0.6789897084236145,0.0110604455694556,0.0098991366103291,0.6569597721099854,0.6492174863815308
