epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1
0,train,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.7310582995414734,0.268941581249237,0.0,0.0
0,train,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.7310582995414734,0.268941581249237,0.0,0.0
0,train,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.7310582995414734,0.268941581249237,0.0,0.0
0,val,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.7387742400169373,0.2612257301807403,0.0554506778717041,0.0554506815969944
0,val,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.7294268608093262,0.2705730199813843,0.0007576318457722,0.0007576434873044
0,val,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.731989860534668,0.2680101096630096,0.0003447883937042,0.0003447548951953
0,test,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.7387742400169373,0.2612257301807403,0.0554506778717041,0.0554506815969944
0,test,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.7294268608093262,0.2705730199813843,0.0007576318457722,0.0007576434873044
0,test,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.731989860534668,0.2680101096630096,0.000344788073562,0.0003447548951953
50,train,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9943902492523192,0.0056097023189067,0.024102859199047,0.0241028517484664
50,train,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9716115593910216,0.0283883828669786,0.0291298869997262,0.0291298944503068
50,train,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.9032452702522278,0.096754714846611,0.0654530674219131,0.0654530897736549
50,val,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9947218298912048,0.0052779871039092,0.021847890689969,0.0218478888273239
50,val,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9770059585571288,0.0229939110577106,0.0190827865153551,0.0190827865153551
50,val,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.9040707349777222,0.0959292724728584,0.0687368363142013,0.0687368363142013
50,test,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9947218298912048,0.0052779871039092,0.021847890689969,0.0218478888273239
50,test,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9770059585571288,0.0229939110577106,0.0190827865153551,0.0190827865153551
50,test,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.9040707349777222,0.0959292724728584,0.0687368363142013,0.0687368437647819
100,train,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9963015913963318,0.0036984693724662,0.01375721860677,0.0137572158128023
100,train,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9713147878646852,0.0286852102726697,0.0324651561677455,0.0324651636183261
100,train,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.8997832536697388,0.100216656923294,0.0824170261621475,0.0824170187115669
100,val,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9963043332099916,0.0036957224365323,0.0137332621961832,0.0137332575395703
100,val,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.978312373161316,0.0216876007616519,0.0182673037052154,0.0182673055678606
100,val,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.9101170897483826,0.089882768690586,0.0667684078216552,0.0667684078216552
100,test,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9963043332099916,0.0036957224365323,0.0137332621961832,0.0137332575395703
100,test,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.978312373161316,0.0216876007616519,0.0182673037052154,0.0182673055678606
100,test,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.9101170897483826,0.089882768690586,0.0667684078216552,0.0667684078216552
150,train,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9963333606719972,0.0036666337400674,0.0135276624932885,0.0135276662185788
150,train,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9739895462989808,0.02601033821702,0.0301658324897289,0.0301658269017934
150,train,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.903808891773224,0.0961912050843238,0.0768893361091613,0.0768893435597419
150,val,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9963335394859314,0.0036664591170847,0.0135263381525874,0.0135263418778777
150,val,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9787006378173828,0.0212992951273918,0.0180734917521476,0.0180734880268573
150,val,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.911748468875885,0.0882515460252761,0.0658201202750206,0.0658201277256012
150,test,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9963335394859314,0.0036664591170847,0.0135263381525874,0.0135263418778777
150,test,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9787006378173828,0.0212992951273918,0.0180734917521476,0.0180734880268573
150,test,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.911748468875885,0.0882515460252761,0.0658201202750206,0.0658201277256012
200,train,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9963387846946716,0.0036612097173929,0.0134984720498323,0.0134984664618968
200,train,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9754573106765748,0.0245425272732973,0.0237762238830328,0.0237762220203876
200,train,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.8997134566307068,0.1002864688634872,0.0822972431778907,0.0822972282767295
200,val,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.996338427066803,0.0036614669952541,0.0135018657892942,0.0135018629953265
200,val,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9787390828132628,0.021261028945446,0.0180409830063581,0.0180409867316484
200,val,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.911651611328125,0.0883482694625854,0.0661159232258796,0.0661159455776214
200,test,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.996338427066803,0.0036614669952541,0.0135018657892942,0.0135018629953265
200,test,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9787390828132628,0.021261028945446,0.0180409830063581,0.0180409867316484
200,test,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.911651611328125,0.0883482694625854,0.0661159232258796,0.0661159455776214
250,train,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9963410496711732,0.0036589864175766,0.0134992087259888,0.0134991994127631
250,train,1,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.9741799235343932,0.0258200541138649,0.0266171842813491,0.0266171935945749
250,train,2,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 5]","[false, false]",0.9068164825439452,0.0931834802031517,0.0710096135735511,0.0710095986723899
250,val,0,2,,,,"[183, 2]","[183, 2]",,"[183, 2, 32]","[false, false]",0.996341586112976,0.0036583531182259,0.0134941479191184,0.0134941367432475
