event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_std_hop_0,hop_scalar_hop_0,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0
forward,0,train,0,0.05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
backward,0,train,0,0.05,1,,,,,,,,,,,,0,,,,,,,,,
forward,0,val,0,0.05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.999977171421051,nan,nan,nan
forward,0,test,0,0.05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.999977171421051,nan,nan,nan
forward,50,train,0,0.010799999999999999,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
backward,50,train,0,0.010799999999999999,1,,,,,,,,,,,,0,,,,,,,,,
forward,50,val,0,0.010799999999999999,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,1.0,0.0011660445015877485,0.021093428134918213,0.9999752044677734
forward,50,test,0,0.010799999999999999,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,1.0,0.0011660445015877485,0.021093428134918213,0.9999751448631287
forward,100,train,0,0.0008398079999999998,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
backward,100,train,0,0.0008398079999999998,1,,,,,,,,,,,,0,,,,,,,,,
forward,100,val,0,0.0008398079999999998,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,1.0,0.0011693701380863786,0.021207571029663086,0.9999768137931824
forward,100,test,0,0.0008398079999999998,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,1.0,0.0011693702545017004,0.021207571029663086,0.9999768137931824
forward,150,train,0,6.530347007999997e-05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
backward,150,train,0,6.530347007999997e-05,1,,,,,,,,,,,,0,,,,,,,,,
forward,150,val,0,6.530347007999997e-05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,1.0,0.0011693887645378709,0.021215111017227173,0.9999771118164062
forward,150,test,0,6.530347007999997e-05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,1.0,0.001169388648122549,0.021215111017227173,0.9999771118164062
forward,200,train,0,1e-05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
backward,200,train,0,1e-05,1,,,,,,,,,,,,0,,,,,,,,,
forward,200,val,0,1e-05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,1.0,0.0011693567503243685,0.0212152898311615,0.9999769926071167
forward,200,test,0,1e-05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,1.0,0.0011693567503243685,0.0212152898311615,0.9999769926071167
forward,250,train,0,1e-05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
backward,250,train,0,1e-05,1,,,,,,,,,,,,0,,,,,,,,,
forward,250,val,0,1e-05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,1.0,0.0011693540727719665,0.02121567726135254,0.9999769926071167
forward,250,test,0,1e-05,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 32]",[false],[1.0],,,,0,,,1.0,0.0,1.0,1.0,0.0011693540727719665,0.02121567726135254,0.9999769926071167
