event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2,attention_norm_entropy_mean_hop_3,attention_mae_from_baseline_hop_3,attention_max_abs_diff_from_baseline_hop_3,attention_cosine_to_baseline_hop_3
forward,0,train,0,0.005,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.49538448452949524, 0.5025492906570435, 0.5062660574913025, 0.4956522583961487]",,,,0,,,0.4975714385509491,0.5025065541267395,0.5060106515884399,0.4953317940235138,0.002848378848284483,0.0029594015795737505,0.0026465619448572397,0.002144028665497899,0.49538448452949524,0.5025492906570435,0.5062660574913025,0.4956522583961487,,,,,,,,,,,,,,,,
backward,0,train,0,0.005,4,,,,,,,,,,,,0,0.03506313911366074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.005,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.4966343939304352, 0.5012993812561035, 0.5050162076950073, 0.49440237879753113]",,,,0,,,0.49987995624542236,0.5015177130699158,0.5038537979125977,0.4931405186653137,0.0024790752213448286,0.0026658480055630207,0.0022082270588725805,0.0019127273699268699,0.4966343939304352,0.5012993812561035,0.5050162076950073,0.49440237879753113,,,,,0.999925434589386,nan,nan,nan,0.9999378323554993,nan,nan,nan,0.9999502301216125,nan,nan,nan
forward,0,test,0,0.005,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.4966343939304352, 0.5012993812561035, 0.5050162076950073, 0.49440237879753113]",,,,0,,,0.49987995624542236,0.5015177130699158,0.5038537979125977,0.4931405186653137,0.0024790752213448286,0.0026658480055630207,0.0022082270588725805,0.0019127273699268699,0.4966343939304352,0.5012993812561035,0.5050162076950073,0.49440237879753113,,,,,0.999925434589386,nan,nan,nan,0.9999378323554993,nan,nan,nan,0.9999502301216125,nan,nan,nan
forward,50,train,0,0.00108,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.5119559168815613, 0.498782753944397, 0.4890606105327606, 0.4810967445373535]",,,,0,,,0.5202691555023193,0.5007293820381165,0.48135122656822205,0.47448182106018066,0.006699846126139164,0.005868359003216028,0.005905380938202143,0.004633424337953329,0.5119559168815613,0.498782753944397,0.4890606105327606,0.4810967445373535,,,,,,,,,,,,,,,,
backward,50,train,0,0.00108,4,,,,,,,,,,,,0,0.0227797469400807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.00108,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.5118510723114014, 0.4986998438835144, 0.4892578125, 0.481320858001709]",,,,0,,,0.5200590491294861,0.5006346702575684,0.481700599193573,0.474863201379776,0.005743815563619137,0.005180222913622856,0.004863572306931019,0.0036652570124715567,0.5118510723114014,0.4986998438835144,0.4892578125,0.481320858001709,,,,,0.9999628067016602,0.0011841258965432644,0.026491522789001465,0.9999787211418152,0.9999781250953674,0.0007445968221873045,0.027325034141540527,0.9999499320983887,0.9999815225601196,0.000917338824365288,0.017731845378875732,0.9999403357505798
forward,50,test,0,0.00108,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.5118510723114014, 0.4986998438835144, 0.4892578125, 0.481320858001709]",,,,0,,,0.5200590491294861,0.5006346702575684,0.481700599193573,0.474863201379776,0.005743815563619137,0.005180222913622856,0.004863572306931019,0.0036652570124715567,0.5118510723114014,0.4986998438835144,0.4892578125,0.481320858001709,,,,,0.9999628067016602,0.0011841258965432644,0.026491522789001465,0.9999787211418152,0.9999781250953674,0.0007445968221873045,0.027325034141540527,0.9999499320983887,0.9999815225601196,0.0009173389989882708,0.017731845378875732,0.9999403357505798
forward,100,train,0,8.39808e-05,4,3,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3""]","[7600, 4]","[7600, 4]",,"[7600, 4, 128]","[false, false, false, false]","[0.5101773738861084, 0.49713143706321716, 0.49331602454185486, 0.48559561371803284]",,,,0,,,0.5161044001579285,0.4987450838088989,0.48886755108833313,0.4822821021080017,0.0070889233611524105,0.005782955326139927,0.005610834341496229,0.003735037287697196,0.5101773738861084,0.49713143706321716,0.49331602454185486,0.48559561371803284,,,,,,,,,,,,,,,,
backward,100,train,0,8.39808e-05,4,,,,,,,,,,,,0,0.018835816204693254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
