event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2
forward,0,train,0,0.005,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.576116681098938,0.21194162964820862,0.21194162964820862,0.0,0.0,0.0,,,,,,,,,,,,
forward,0,train,1,0.005,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.576116681098938,0.21194162964820862,0.21194162964820862,0.0,0.0,0.0,,,,,,,,,,,,
forward,0,train,2,0.005,3,"[183, 3]","[183, 3]",,"[183, 3, 5]","[false, false, false]",,,,0,,,0.576116681098938,0.21194162964820862,0.21194162964820862,0.0,0.0,0.0,,,,,,,,,,,,
backward,0,train,0,0.005,3,,,,,,,,,0,0.11515041147449218,,,,,,,,,,,,,,,,,,,
backward,0,train,1,0.005,3,,,,,,,,,0,0.21168109047176986,,,,,,,,,,,,,,,,,,,
backward,0,train,2,0.005,3,,,,,,,,,0,0.6982643246812418,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.005,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.5293076038360596,0.23920075595378876,0.23149167001247406,0.04658104106783867,0.02661457657814026,0.04839701950550079,,,,,,,,,,,,
forward,0,val,1,0.005,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.5597760677337646,0.2163294553756714,0.2238943725824356,0.0027124055195599794,0.001126892981119454,0.0018770353635773063,,,,,,,,,,,,
forward,0,val,2,0.005,3,"[183, 3]","[183, 3]",,"[183, 3, 5]","[false, false, false]",,,,0,,,0.5714118480682373,0.21602477133274078,0.21256335079669952,0.0024505830369889736,0.0013468904653564095,0.001157280639745295,,,,,,,,,,,,
forward,0,test,0,0.005,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.5293076038360596,0.23920075595378876,0.23149167001247406,0.04658104106783867,0.02661457657814026,0.04839701950550079,,,,,,,,,,,,
forward,0,test,1,0.005,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.5597760677337646,0.2163294553756714,0.2238943725824356,0.0027124055195599794,0.001126892981119454,0.0018770353635773063,,,,,,,,,,,,
forward,0,test,2,0.005,3,"[183, 3]","[183, 3]",,"[183, 3, 5]","[false, false, false]",,,,0,,,0.5714118480682373,0.21602477133274078,0.21256335079669952,0.00245058280415833,0.0013468903489410877,0.0011572807561606169,,,,,,,,,,,,
forward,50,train,0,0.0018,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.8274584412574768,0.11529979854822159,0.05724171921610832,0.20244424045085907,0.14454956352710724,0.13846366107463837,,,,,,,,,,,,
forward,50,train,1,0.0018,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.9201444983482361,0.03961082920432091,0.040244705975055695,0.040642816573381424,0.02036762423813343,0.021389083936810493,,,,,,,,,,,,
forward,50,train,2,0.0018,3,"[183, 3]","[183, 3]",,"[183, 3, 5]","[false, false, false]",,,,0,,,0.807586133480072,0.14023451507091522,0.05217929184436798,0.0972231775522232,0.06654023379087448,0.03671947121620178,,,,,,,,,,,,
backward,50,train,0,0.0018,3,,,,,,,,,0,0.047360297189656356,,,,,,,,,,,,,,,,,,,
backward,50,train,1,0.0018,3,,,,,,,,,0,0.03192238265981004,,,,,,,,,,,,,,,,,,,
backward,50,train,2,0.0018,3,,,,,,,,,0,0.12998747503619582,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.0018,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.8272291421890259,0.11486417800188065,0.057906679809093475,0.20297881960868835,0.14499299228191376,0.13896645605564117,,,,,,,,,,,,
forward,50,val,1,0.0018,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.9229586124420166,0.03860245645046234,0.03843897208571434,0.021780725568532944,0.012484624050557613,0.01056321058422327,,,,,,,,,,,,
forward,50,val,2,0.0018,3,"[183, 3]","[183, 3]",,"[183, 3, 5]","[false, false, false]",,,,0,,,0.8154661059379578,0.13765384256839752,0.04688001796603203,0.08128704130649567,0.059698786586523056,0.027080915868282318,,,,,,,,,,,,
forward,50,test,0,0.0018,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.8272291421890259,0.11486417800188065,0.057906679809093475,0.20297881960868835,0.14499299228191376,0.13896645605564117,,,,,,,,,,,,
forward,50,test,1,0.0018,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.9229586124420166,0.03860245645046234,0.03843897208571434,0.021780725568532944,0.012484624050557613,0.01056321058422327,,,,,,,,,,,,
forward,50,test,2,0.0018,3,"[183, 3]","[183, 3]",,"[183, 3, 5]","[false, false, false]",,,,0,,,0.8154661059379578,0.13765384256839752,0.04688001796603203,0.08128704130649567,0.059698790311813354,0.027080915868282318,,,,,,,,,,,,
forward,100,train,0,0.000139968,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.8404914140701294,0.10550791770219803,0.05400052294135094,0.20966367423534393,0.15319305658340454,0.14461499452590942,,,,,,,,,,,,
forward,100,train,1,0.000139968,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.8839688301086426,0.058101970702409744,0.0579291470348835,0.04990457743406296,0.026975426822900772,0.025852300226688385,,,,,,,,,,,,
forward,100,train,2,0.000139968,3,"[183, 3]","[183, 3]",,"[183, 3, 5]","[false, false, false]",,,,0,,,0.7735463976860046,0.16803133487701416,0.05842224508523941,0.13506150245666504,0.10089822858572006,0.049038343131542206,,,,,,,,,,,,
backward,100,train,0,0.000139968,3,,,,,,,,,0,0.03206232349343531,,,,,,,,,,,,,,,,,,,
backward,100,train,1,0.000139968,3,,,,,,,,,0,0.054375570191055704,,,,,,,,,,,,,,,,,,,
backward,100,train,2,0.000139968,3,,,,,,,,,0,0.1214725022403586,,,,,,,,,,,,,,,,,,,
forward,100,val,0,0.000139968,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.8405581116676331,0.10557729005813599,0.05386458337306976,0.20963944494724274,0.15326440334320068,0.1445036083459854,,,,,,,,,,,,
forward,100,val,1,0.000139968,3,"[183, 3]","[183, 3]",,"[183, 3, 32]","[false, false, false]",,,,0,,,0.8903366327285767,0.05477844551205635,0.054884910583496094,0.0317121222615242,0.019360698759555817,0.015393715351819992,,,,,,,,,,,,
