event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1
forward,0,train,0,0.002,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 32]","[false, false]","[0.49848124384880066, 0.5063346028327942]",,,,0,,,0.49878907203674316,0.5064294934272766,0.0018506834749132395,0.0018971421523019671,0.49848124384880066,0.5063346028327942,,,,,,,,
backward,0,train,0,0.002,2,,,,,,,,,,,,0,0.044193230088186555,,,,,,,,,,,,,,,
forward,0,val,0,0.002,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 32]","[false, false]","[0.4979812800884247, 0.5058346390724182]",,,,0,,,0.49816709756851196,0.5058138370513916,0.0009286257554776967,0.000949059845879674,0.4979812800884247,0.5058346390724182,0.9999852776527405,nan,nan,nan,0.9999851584434509,nan,nan,nan
forward,0,test,0,0.002,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 32]","[false, false]","[0.4979812800884247, 0.5058346390724182]",,,,0,,,0.49816709756851196,0.5058138370513916,0.0009286257554776967,0.000949059845879674,0.4979812800884247,0.5058346390724182,0.9999852776527405,nan,nan,nan,0.9999851584434509,nan,nan,nan
forward,50,train,0,0.002,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 32]","[false, false]","[0.5154137015342712, 0.5230004191398621]",,,,0,,,0.5206843018531799,0.5275842547416687,0.003284627106040716,0.0032768112141638994,0.5154137015342712,0.5230004191398621,,,,,,,,
backward,50,train,0,0.002,2,,,,,,,,,,,,0,0.036905364483493804,,,,,,,,,,,,,,,
forward,50,val,0,0.002,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 32]","[false, false]","[0.5158605575561523, 0.5234103202819824]",,,,0,,,0.5212103724479675,0.5280536413192749,0.001580718089826405,0.001434967154636979,0.5158605575561523,0.5234103202819824,0.9999927878379822,0.0007810008246451616,0.011850446462631226,0.999988853931427,0.9999929070472717,0.0006987505475990474,0.013068556785583496,0.9999883770942688
forward,50,test,0,0.002,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 32]","[false, false]","[0.5158605575561523, 0.5234103202819824]",,,,0,,,0.5212103724479675,0.5280536413192749,0.001580718089826405,0.001434967154636979,0.5158605575561523,0.5234103202819824,0.9999927878379822,0.0007810008246451616,0.011850446462631226,0.999988853931427,0.9999929070472717,0.0006987505475990474,0.013068556785583496,0.9999883770942688
forward,100,train,0,0.00043199999999999993,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 32]","[false, false]","[0.5270158648490906, 0.5340934991836548]",,,,0,,,0.533444881439209,0.5397724509239197,0.004374485928565264,0.004127659369260073,0.5270158648490906,0.5340934991836548,,,,,,,,
backward,100,train,0,0.00043199999999999993,2,,,,,,,,,,,,0,0.03038592328902774,,,,,,,,,,,,,,,
forward,100,val,0,0.00043199999999999993,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 32]","[false, false]","[0.5270872116088867, 0.5341628789901733]",,,,0,,,0.5335663557052612,0.5399177074432373,0.001891817431896925,0.0018471538787707686,0.5270872116088867,0.5341628789901733,0.9999963641166687,0.0008224812336266041,0.01297307014465332,0.9999873042106628,0.9999963641166687,0.0007485797978006303,0.015469580888748169,0.9999855160713196
