epoch,train_loss,val_loss,test_loss,train_metric,val_metric,test_metric,lr,best_val_metric,best_test_metric,best_epoch,metric_name,metric_direction,run_mode,seed
0,1.103482723236084,1.3378723859786987,1.282152771949768,0.3774104683195592,0.3314917127071823,0.3432483474976393,0.01,0.3314917127071823,0.3432483474976393,0,Accuracy,higher,final,2
1,1.1879136562347412,0.9362637996673584,0.9314538240432739,0.7079889807162535,0.585635359116022,0.5797922568460812,0.01,0.585635359116022,0.5797922568460812,1,Accuracy,higher,final,2
2,0.8902283310890198,0.7984187602996826,0.8182381987571716,0.6239669421487604,0.5911602209944752,0.5486307837582625,0.01,0.5911602209944752,0.5486307837582625,2,Accuracy,higher,final,2
3,0.7750391960144043,0.6531612277030945,0.6442714929580688,0.940771349862259,0.7845303867403315,0.8413597733711048,0.01,0.7845303867403315,0.8413597733711048,3,Accuracy,higher,final,2
4,0.5476400256156921,0.64400315284729,0.5934501886367798,0.8292011019283747,0.6685082872928176,0.71671388101983,0.01,0.7845303867403315,0.8413597733711048,3,Accuracy,higher,final,2
5,0.46325305104255676,0.525482714176178,0.4799485504627228,0.931129476584022,0.7679558011049724,0.826251180358829,0.01,0.7845303867403315,0.8413597733711048,3,Accuracy,higher,final,2
6,0.37152162194252014,0.3885943293571472,0.37532752752304077,0.9793388429752066,0.8839779005524862,0.8876298394711992,0.01,0.8839779005524862,0.8876298394711992,6,Accuracy,higher,final,2
7,0.2825621962547302,0.3427773714065552,0.34905532002449036,0.9752066115702479,0.8839779005524862,0.876770538243626,0.01,0.8839779005524862,0.8876298394711992,6,Accuracy,higher,final,2
8,0.2544400990009308,0.3370994031429291,0.3300561308860779,0.9834710743801653,0.861878453038674,0.884324834749764,0.01,0.8839779005524862,0.8876298394711992,6,Accuracy,higher,final,2
9,0.20608234405517578,0.3858322203159332,0.3528256416320801,0.9752066115702479,0.8397790055248618,0.8640226628895185,0.01,0.8839779005524862,0.8876298394711992,6,Accuracy,higher,final,2
10,0.17301329970359802,0.39956703782081604,0.3546610474586487,0.9807162534435262,0.8342541436464088,0.8663833805476865,0.01,0.8839779005524862,0.8876298394711992,6,Accuracy,higher,final,2
11,0.15024349093437195,0.3468971848487854,0.3146471679210663,0.9889807162534435,0.850828729281768,0.8857412653446648,0.01,0.8839779005524862,0.8876298394711992,6,Accuracy,higher,final,2
12,0.11918392032384872,0.29827579855918884,0.2865769565105438,0.9931129476584022,0.8895027624309392,0.8951841359773371,0.01,0.8895027624309392,0.8951841359773371,12,Accuracy,higher,final,2
13,0.10162842273712158,0.28025317192077637,0.2805914580821991,0.9944903581267218,0.8895027624309392,0.8970727101038716,0.01,0.8895027624309392,0.8951841359773371,12,Accuracy,higher,final,2
14,0.10807260870933533,0.28490641713142395,0.2841588854789734,0.9944903581267218,0.8895027624309392,0.8994334277620396,0.01,0.8895027624309392,0.8951841359773371,12,Accuracy,higher,final,2
15,0.08298389613628387,0.30933308601379395,0.30115455389022827,0.9972451790633609,0.8729281767955801,0.8956562795089708,0.01,0.8895027624309392,0.8951841359773371,12,Accuracy,higher,final,2
16,0.06360986828804016,0.35566699504852295,0.3385821282863617,1.0,0.8784530386740331,0.886685552407932,0.01,0.8895027624309392,0.8951841359773371,12,Accuracy,higher,final,2
17,0.06559713929891586,0.38768190145492554,0.3672323226928711,1.0,0.8784530386740331,0.8838526912181303,0.01,0.8895027624309392,0.8951841359773371,12,Accuracy,higher,final,2
18,0.06444130092859268,0.3952678143978119,0.37689337134361267,1.0,0.8784530386740331,0.8833805476864967,0.01,0.8895027624309392,0.8951841359773371,12,Accuracy,higher,final,2
19,0.06352299451828003,0.3641892671585083,0.3538029193878174,1.0,0.8895027624309392,0.886685552407932,0.01,0.8895027624309392,0.8951841359773371,12,Accuracy,higher,final,2
20,0.044381070882081985,0.3325067460536957,0.32907959818840027,1.0,0.8895027624309392,0.8947119924457035,0.01,0.8895027624309392,0.8951841359773371,12,Accuracy,higher,final,2
21,0.034214530140161514,0.3153786063194275,0.31743842363357544,1.0,0.8950276243093923,0.8923512747875354,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
22,0.05514472723007202,0.31569355726242065,0.3176411986351013,1.0,0.8950276243093923,0.892823418319169,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
23,0.03984736651182175,0.33626678586006165,0.32779964804649353,1.0,0.8950276243093923,0.8932955618508026,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
24,0.043643079698085785,0.364470899105072,0.3455788791179657,1.0,0.8950276243093923,0.8932955618508026,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
25,0.03968742862343788,0.3983435332775116,0.3712732195854187,1.0,0.8839779005524862,0.8899905571293674,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
26,0.03597324714064598,0.4081479609012604,0.37970706820487976,1.0,0.8839779005524862,0.8876298394711992,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
27,0.036421068012714386,0.4045959413051605,0.37603890895843506,1.0,0.8839779005524862,0.8885741265344664,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
28,0.030034329742193222,0.3905523419380188,0.36599719524383545,1.0,0.8839779005524862,0.8881019830028328,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
29,0.030296044424176216,0.3794715106487274,0.3567509651184082,1.0,0.8839779005524862,0.886685552407932,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
30,0.05066252127289772,0.365239679813385,0.34600886702537537,1.0,0.8950276243093923,0.8885741265344664,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
31,0.034988950937986374,0.34648364782333374,0.3336647152900696,1.0,0.8950276243093923,0.8899905571293674,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
32,0.03313857316970825,0.33595237135887146,0.326018750667572,1.0,0.8950276243093923,0.892823418319169,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
33,0.042104579508304596,0.3392583131790161,0.3252425491809845,1.0,0.8895027624309392,0.8909348441926346,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
34,0.03844432905316353,0.342912882566452,0.324341744184494,1.0,0.8839779005524862,0.8937677053824362,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
35,0.0360589362680912,0.346512109041214,0.3237319588661194,1.0,0.8784530386740331,0.8932955618508026,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
36,0.02955443039536476,0.3578728139400482,0.3289257884025574,1.0,0.8784530386740331,0.8951841359773371,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
37,0.04174361750483513,0.36712706089019775,0.3347426950931549,1.0,0.8839779005524862,0.896600566572238,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
38,0.030800001695752144,0.37869367003440857,0.34225010871887207,1.0,0.8895027624309392,0.8937677053824362,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
39,0.03451037406921387,0.3651822805404663,0.33154556155204773,1.0,0.8839779005524862,0.8951841359773371,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
40,0.0343945138156414,0.3481198847293854,0.3185923397541046,1.0,0.8839779005524862,0.8947119924457035,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
41,0.028077712282538414,0.34515267610549927,0.31633687019348145,1.0,0.8895027624309392,0.8961284230406044,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
42,0.02710323967039585,0.3381253182888031,0.3112390637397766,1.0,0.8950276243093923,0.8942398489140698,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
43,0.02970442734658718,0.34182077646255493,0.31191733479499817,1.0,0.8895027624309392,0.8947119924457035,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
44,0.03609752655029297,0.350718230009079,0.3154079020023346,1.0,0.8895027624309392,0.8947119924457035,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
45,0.03719150647521019,0.36632436513900757,0.32509952783584595,1.0,0.8839779005524862,0.8947119924457035,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
46,0.02956206165254116,0.372781902551651,0.3309609591960907,1.0,0.8839779005524862,0.8947119924457035,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
47,0.04319779947400093,0.385123074054718,0.34314200282096863,1.0,0.8895027624309392,0.8890462700661,0.01,0.8950276243093923,0.8923512747875354,21,Accuracy,higher,final,2
48,0.04903123900294304,0.3647075295448303,0.33226242661476135,1.0,0.9005524861878453,0.8914069877242682,0.01,0.9005524861878453,0.8914069877242682,48,Accuracy,higher,final,2
49,0.03649080544710159,0.342593252658844,0.3188371956348419,1.0,0.9060773480662984,0.8932955618508026,0.01,0.9060773480662984,0.8932955618508026,49,Accuracy,higher,final,2
50,0.04057127982378006,0.34384432435035706,0.31607192754745483,1.0,0.9005524861878453,0.890462700661001,0.01,0.9060773480662984,0.8932955618508026,49,Accuracy,higher,final,2
51,0.03206242248415947,0.3585564196109772,0.31966039538383484,1.0,0.8950276243093923,0.8956562795089708,0.01,0.9060773480662984,0.8932955618508026,49,Accuracy,higher,final,2
52,0.026887262240052223,0.38526150584220886,0.33433768153190613,1.0,0.8895027624309392,0.8918791312559018,0.01,0.9060773480662984,0.8932955618508026,49,Accuracy,higher,final,2
53,0.043255846947431564,0.4030732214450836,0.34573832154273987,1.0,0.8839779005524862,0.8932955618508026,0.01,0.9060773480662984,0.8932955618508026,49,Accuracy,higher,final,2
54,0.04314742982387543,0.3873656988143921,0.334485799074173,1.0,0.8895027624309392,0.8956562795089708,0.01,0.9060773480662984,0.8932955618508026,49,Accuracy,higher,final,2
55,0.044095881283283234,0.3578540086746216,0.31610676646232605,1.0,0.8895027624309392,0.8956562795089708,0.01,0.9060773480662984,0.8932955618508026,49,Accuracy,higher,final,2
