event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1
forward,0,train,0,0.005,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7310585975646973,0.2689414322376251,0.0,0.0,,,,,,,,
forward,0,train,1,0.005,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7310585975646973,0.2689414322376251,0.0,0.0,,,,,,,,
forward,0,train,2,0.005,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 3]","[false, false]",,,,0,,,0.7310585975646973,0.2689414322376251,0.0,0.0,,,,,,,,
backward,0,train,0,0.005,2,,,,,,,,,0,0.017106302932200286,,,,,,,,,,,,,
backward,0,train,1,0.005,2,,,,,,,,,0,0.034335570033671076,,,,,,,,,,,,,
backward,0,train,2,0.005,2,,,,,,,,,0,0.7568168676556879,,,,,,,,,,,,,
forward,0,val,0,0.005,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7374609112739563,0.2625391185283661,0.005783291533589363,0.005783292930573225,,,,,,,,
forward,0,val,1,0.005,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7310084700584412,0.26899147033691406,0.006795791443437338,0.0067957923747599125,,,,,,,,
forward,0,val,2,0.005,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 3]","[false, false]",,,,0,,,0.7146907448768616,0.2853092551231384,0.006192984990775585,0.006192983128130436,,,,,,,,
forward,0,test,0,0.005,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7374609112739563,0.2625391185283661,0.005783291533589363,0.005783292930573225,,,,,,,,
forward,0,test,1,0.005,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7310084700584412,0.26899147033691406,0.006795791443437338,0.0067957923747599125,,,,,,,,
forward,0,test,2,0.005,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 3]","[false, false]",,,,0,,,0.7146907448768616,0.2853092551231384,0.006192984525114298,0.006192983128130436,,,,,,,,
forward,50,train,0,0.00108,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7210689187049866,0.2789310812950134,0.025071773678064346,0.025071773678064346,,,,,,,,
forward,50,train,1,0.00108,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.8193009495735168,0.18069908022880554,0.06293632090091705,0.06293632090091705,,,,,,,,
forward,50,train,2,0.00108,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 3]","[false, false]",,,,0,,,0.8593572974205017,0.1406427025794983,0.08275903016328812,0.08275902271270752,,,,,,,,
backward,50,train,0,0.00108,2,,,,,,,,,0,0.002763512142284555,,,,,,,,,,,,,
backward,50,train,1,0.00108,2,,,,,,,,,0,0.008890285748277141,,,,,,,,,,,,,
backward,50,train,2,0.00108,2,,,,,,,,,0,0.04381007335976952,,,,,,,,,,,,,
forward,50,val,0,0.00108,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7210394144058228,0.27896058559417725,0.025085600093007088,0.025085600093007088,,,,,,,,
forward,50,val,1,0.00108,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.8239123821258545,0.1760876327753067,0.0459907092154026,0.0459907092154026,,,,,,,,
forward,50,val,2,0.00108,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 3]","[false, false]",,,,0,,,0.8752053380012512,0.12479471415281296,0.06921487301588058,0.06921487301588058,,,,,,,,
forward,50,test,0,0.00108,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7210394144058228,0.27896058559417725,0.025085600093007088,0.025085600093007088,,,,,,,,
forward,50,test,1,0.00108,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.8239123821258545,0.1760876327753067,0.0459907092154026,0.0459907092154026,,,,,,,,
forward,50,test,2,0.00108,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 3]","[false, false]",,,,0,,,0.8752053380012512,0.12479471415281296,0.06921487301588058,0.06921487301588058,,,,,,,,
forward,100,train,0,8.39808e-05,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7232174873352051,0.2767825424671173,0.02361360564827919,0.02361360378563404,,,,,,,,
forward,100,train,1,8.39808e-05,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.8253224492073059,0.1746775060892105,0.06604700535535812,0.06604700535535812,,,,,,,,
forward,100,train,2,8.39808e-05,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 3]","[false, false]",,,,0,,,0.8709544539451599,0.12904557585716248,0.08482252061367035,0.08482252061367035,,,,,,,,
backward,100,train,0,8.39808e-05,2,,,,,,,,,0,0.003408292807358705,,,,,,,,,,,,,
backward,100,train,1,8.39808e-05,2,,,,,,,,,0,0.07401017284917878,,,,,,,,,,,,,
backward,100,train,2,8.39808e-05,2,,,,,,,,,0,0.03775614091962556,,,,,,,,,,,,,
forward,100,val,0,8.39808e-05,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7232198715209961,0.2767800986766815,0.023611344397068024,0.023611342534422874,,,,,,,,
forward,100,val,1,8.39808e-05,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.8305572271347046,0.16944274306297302,0.047293588519096375,0.04729358106851578,,,,,,,,
forward,100,val,2,8.39808e-05,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 3]","[false, false]",,,,0,,,0.8875852227210999,0.11241482198238373,0.06831089407205582,0.06831089407205582,,,,,,,,
forward,100,test,0,8.39808e-05,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.7232198715209961,0.2767800986766815,0.023611344397068024,0.023611342534422874,,,,,,,,
forward,100,test,1,8.39808e-05,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 32]","[false, false]",,,,0,,,0.8305572271347046,0.16944274306297302,0.047293588519096375,0.047293584793806076,,,,,,,,
forward,100,test,2,8.39808e-05,2,"[11616, 2]","[11616, 2]",,"[11616, 2, 3]","[false, false]",,,,0,,,0.8875852227210999,0.11241482198238373,0.06831089407205582,0.06831089407205582,,,,,,,,
