event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_mean_hop_4,weights_mean_hop_5,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,weights_std_hop_4,weights_std_hop_5,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3,hop_scalar_hop_4,hop_scalar_hop_5,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2,attention_norm_entropy_mean_hop_3,attention_mae_from_baseline_hop_3,attention_max_abs_diff_from_baseline_hop_3,attention_cosine_to_baseline_hop_3,attention_norm_entropy_mean_hop_4,attention_mae_from_baseline_hop_4,attention_max_abs_diff_from_baseline_hop_4,attention_cosine_to_baseline_hop_4,attention_norm_entropy_mean_hop_5,attention_mae_from_baseline_hop_5,attention_max_abs_diff_from_baseline_hop_5,attention_cosine_to_baseline_hop_5
forward,0,train,0,0.002,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4950285255908966, 0.4968843460083008, 0.4985528290271759, 0.49478408694267273, 0.5022015571594238, 0.5016952753067017]",,,,0,,,0.4855389893054962,0.5033911466598511,0.5030477643013,0.5051286220550537,0.49599748849868774,0.5097314119338989,0.051983948796987534,0.05977952852845192,0.05301200598478317,0.052783578634262085,0.05122700706124306,0.0527009591460228,0.4950285255908966,0.4968843460083008,0.4985528290271759,0.49478408694267273,0.5022015571594238,0.5016952753067017,,,,,,,,,,,,,,,,,,,,,,,,
backward,0,train,0,0.002,6,,,,,,,,,,,,0,0.43345177748757163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.002,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.49452856183052063, 0.49738436937332153, 0.49905282258987427, 0.4952840507030487, 0.5017015933990479, 0.5021952390670776]",,,,0,,,0.4653623104095459,0.5131298899650574,0.49671873450279236,0.5187968015670776,0.49981075525283813,0.5122418999671936,0.02987745590507984,0.02407427318394184,0.0236456710845232,0.027736840769648552,0.021770957857370377,0.02683526650071144,0.49452856183052063,0.49738436937332153,0.49905282258987427,0.4952840507030487,0.5017015933990479,0.5021952390670776,0.985995352268219,nan,nan,nan,0.9905322194099426,nan,nan,nan,0.988154947757721,nan,nan,nan,0.9837629795074463,nan,nan,nan,0.983418345451355,nan,nan,nan,0.9863175749778748,nan,nan,nan
forward,0,test,0,0.002,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.49452856183052063, 0.49738436937332153, 0.49905282258987427, 0.4952840507030487, 0.5017015933990479, 0.5021952390670776]",,,,0,,,0.4653623104095459,0.5131298899650574,0.49671873450279236,0.5187968015670776,0.49981075525283813,0.5122418999671936,0.02987745590507984,0.02407427318394184,0.0236456710845232,0.027736840769648552,0.021770957857370377,0.02683526650071144,0.49452856183052063,0.49738436937332153,0.49905282258987427,0.4952840507030487,0.5017015933990479,0.5021952390670776,0.985995352268219,nan,nan,nan,0.9905322194099426,nan,nan,nan,0.988154947757721,nan,nan,nan,0.9837629795074463,nan,nan,nan,0.983418345451355,nan,nan,nan,0.9863175749778748,nan,nan,nan
forward,50,train,0,0.00043199999999999993,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48747894167900085, 0.49336522817611694, 0.49635371565818787, 0.501089870929718, 0.5041778087615967, 0.5003961324691772]",,,,0,,,0.2886343002319336,0.4672471880912781,0.519557774066925,0.564738392829895,0.5741097927093506,0.42404046654701233,0.11477463692426682,0.09666164219379425,0.10232006013393402,0.10624241828918457,0.13159368932247162,0.1438557505607605,0.48747894167900085,0.49336522817611694,0.49635371565818787,0.501089870929718,0.5041778087615967,0.5003961324691772,,,,,,,,,,,,,,,,,,,,,,,,
backward,50,train,0,0.00043199999999999993,6,,,,,,,,,,,,0,0.24682159187055847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.00043199999999999993,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4874475598335266, 0.4933289587497711, 0.4963442385196686, 0.5010650753974915, 0.5041517019271851, 0.5004077553749084]",,,,0,,,0.2813751697540283,0.46792301535606384,0.5238662362098694,0.5717835426330566,0.5735148191452026,0.4247092306613922,0.09531326591968536,0.07690669596195221,0.08267144858837128,0.08674760162830353,0.11977870017290115,0.1279369294643402,0.4874475598335266,0.4933289587497711,0.4963442385196686,0.5010650753974915,0.5041517019271851,0.5004077553749084,0.9439164996147156,0.06350897252559662,0.6271851062774658,0.9754037857055664,0.9637905955314636,0.02206282876431942,0.7158324718475342,0.979354739189148,0.9483823776245117,0.04933065548539162,0.7044661045074463,0.9652456045150757,0.9668875932693481,0.05867748335003853,0.4234725832939148,0.9875069856643677,0.9575325846672058,0.04220767319202423,0.3869219124317169,0.99534672498703,0.9659563302993774,0.004923197440803051,0.12660419940948486,0.9997638463973999
forward,50,test,0,0.00043199999999999993,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4874475598335266, 0.4933289587497711, 0.4963442385196686, 0.5010650753974915, 0.5041517019271851, 0.5004077553749084]",,,,0,,,0.2813751697540283,0.46792301535606384,0.5238662362098694,0.5717835426330566,0.5735148191452026,0.4247092306613922,0.09531326591968536,0.07690669596195221,0.08267144858837128,0.08674760162830353,0.11977870017290115,0.1279369294643402,0.4874475598335266,0.4933289587497711,0.4963442385196686,0.5010650753974915,0.5041517019271851,0.5004077553749084,0.9439164996147156,0.06350897252559662,0.6271851062774658,0.9754037857055664,0.9637905955314636,0.02206282876431942,0.7158324718475342,0.979354739189148,0.9483823776245117,0.04933065548539162,0.7044661045074463,0.9652456045150757,0.9668875932693481,0.05867748335003853,0.4234725832939148,0.9875069856643677,0.9575325846672058,0.04220767319202423,0.3869219124317169,0.99534672498703,0.9659563302993774,0.004923197440803051,0.12660419940948486,0.9997638463973999
forward,100,train,0,5.5987199999999985e-05,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48772117495536804, 0.492194801568985, 0.49636662006378174, 0.5000839829444885, 0.5032473206520081, 0.4995054006576538]",,,,0,,,0.2773645222187042,0.4504515528678894,0.518571138381958,0.5623925924301147,0.5566235184669495,0.41718822717666626,0.10821752995252609,0.09415938705205917,0.10948359221220016,0.10152079910039902,0.15026278793811798,0.15586355328559875,0.48772117495536804,0.492194801568985,0.49636662006378174,0.5000839829444885,0.5032473206520081,0.4995054006576538,,,,,,,,,,,,,,,,,,,,,,,,
backward,100,train,0,5.5987199999999985e-05,6,,,,,,,,,,,,0,0.20646602202781528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,100,val,0,5.5987199999999985e-05,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48771780729293823, 0.4921884536743164, 0.496366411447525, 0.5000799298286438, 0.5032423138618469, 0.4995063543319702]",,,,0,,,0.28244370222091675,0.45217427611351013,0.5199279189109802,0.5499622225761414,0.5593010187149048,0.41412460803985596,0.09836730360984802,0.08045289665460587,0.0845341831445694,0.08896128088235855,0.12440138310194016,0.13185152411460876,0.48771780729293823,0.4921884536743164,0.496366411447525,0.5000799298286438,0.5032423138618469,0.4995063543319702,0.9442715048789978,0.06446899473667145,0.6239582896232605,0.9749917984008789,0.9698758721351624,0.020851457491517067,0.6817541122436523,0.9823761582374573,0.9496476650238037,0.04919619485735893,0.6834527850151062,0.9652814269065857,0.9700198173522949,0.05618422105908394,0.39807504415512085,0.9884001612663269,0.9653257131576538,0.03896544128656387,0.3559052646160126,0.9960474371910095,0.9711797833442688,0.004815302323549986,0.11944544315338135,0.9997950792312622
forward,100,test,0,5.5987199999999985e-05,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48771780729293823, 0.4921884536743164, 0.496366411447525, 0.5000799298286438, 0.5032423138618469, 0.4995063543319702]",,,,0,,,0.28244370222091675,0.45217427611351013,0.5199279189109802,0.5499622225761414,0.5593010187149048,0.41412460803985596,0.09836730360984802,0.08045289665460587,0.0845341831445694,0.08896128088235855,0.12440138310194016,0.13185152411460876,0.48771780729293823,0.4921884536743164,0.496366411447525,0.5000799298286438,0.5032423138618469,0.4995063543319702,0.9442715048789978,0.06446899473667145,0.6239582896232605,0.9749917984008789,0.9698758721351624,0.020851457491517067,0.6817541122436523,0.9823761582374573,0.9496476650238037,0.04919619485735893,0.6834527850151062,0.9652814269065857,0.9700198173522949,0.05618422105908394,0.39807504415512085,0.9884001612663269,0.9653257131576538,0.03896544128656387,0.3559052646160126,0.9960474371910095,0.9711797833442688,0.004815302323549986,0.11944544315338135,0.9997950792312622
forward,150,train,0,1e-05,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48772305250167847, 0.4921029806137085, 0.49634137749671936, 0.49999117851257324, 0.5031084418296814, 0.4994436800479889]",,,,0,,,0.2909044921398163,0.45024409890174866,0.5166823267936707,0.5503318905830383,0.5535504817962646,0.41525864601135254,0.1038547083735466,0.09404084086418152,0.10270209610462189,0.10169588029384613,0.13048967719078064,0.14024826884269714,0.48772305250167847,0.4921029806137085,0.49634137749671936,0.49999117851257324,0.5031084418296814,0.4994436800479889,,,,,,,,,,,,,,,,,,,,,,,,
backward,150,train,0,1e-05,6,,,,,,,,,,,,0,0.15447569153956087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,150,val,0,1e-05,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4877234995365143, 0.4921022951602936, 0.4963407814502716, 0.4999903440475464, 0.5031070113182068, 0.49944213032722473]",,,,0,,,0.282375305891037,0.45141130685806274,0.5189158916473389,0.5479652285575867,0.5572740435600281,0.41323593258857727,0.09860363602638245,0.0806816816329956,0.08466386795043945,0.089046910405159,0.12473578751087189,0.13224853575229645,0.4877234995365143,0.4921022951602936,0.4963407814502716,0.4999903440475464,0.5031070113182068,0.49944213032722473,0.9446488618850708,0.06434120982885361,0.62313312292099,0.9750829339027405,0.970407247543335,0.02072986774146557,0.6755163669586182,0.9826465845108032,0.9499333500862122,0.04909324273467064,0.6797714233398438,0.9654197096824646,0.970375657081604,0.0558803416788578,0.39534294605255127,0.9885396957397461,0.9661945700645447,0.03860145062208176,0.3507147431373596,0.9961260557174683,0.9723040461540222,0.004718180745840073,0.11535787582397461,0.9998048543930054
forward,150,test,0,1e-05,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4877234995365143, 0.4921022951602936, 0.4963407814502716, 0.4999903440475464, 0.5031070113182068, 0.49944213032722473]",,,,0,,,0.282375305891037,0.45141130685806274,0.5189158916473389,0.5479652285575867,0.5572740435600281,0.41323593258857727,0.09860363602638245,0.0806816816329956,0.08466386795043945,0.089046910405159,0.12473578751087189,0.13224853575229645,0.4877234995365143,0.4921022951602936,0.4963407814502716,0.4999903440475464,0.5031070113182068,0.49944213032722473,0.9446488618850708,0.06434120982885361,0.62313312292099,0.9750829339027405,0.970407247543335,0.02072986774146557,0.6755163669586182,0.9826465845108032,0.9499333500862122,0.04909324273467064,0.6797714233398438,0.9654197096824646,0.970375657081604,0.0558803416788578,0.39534294605255127,0.9885396957397461,0.9661945700645447,0.03860145062208176,0.3507147431373596,0.9961260557174683,0.9723040461540222,0.004718180745840073,0.11535787582397461,0.9998048543930054
forward,200,train,0,1e-05,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4877137839794159, 0.4920628070831299, 0.49633127450942993, 0.49995577335357666, 0.5030385851860046, 0.49938148260116577]",,,,0,,,0.28177547454833984,0.4536851644515991,0.5138340592384338,0.5486955046653748,0.5501089692115784,0.4187740087509155,0.11692693084478378,0.10032862424850464,0.10173576325178146,0.10882348567247391,0.14235688745975494,0.14580784738063812,0.4877137839794159,0.4920628070831299,0.49633127450942993,0.49995577335357666,0.5030385851860046,0.49938148260116577,,,,,,,,,,,,,,,,,,,,,,,,
backward,200,train,0,1e-05,6,,,,,,,,,,,,0,0.16286931804656551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,200,val,0,1e-05,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48771339654922485, 0.49206146597862244, 0.4963309168815613, 0.4999556541442871, 0.5030367970466614, 0.49938076734542847]",,,,0,,,0.2822134792804718,0.4512074291706085,0.5184040069580078,0.5470951199531555,0.5562341213226318,0.412346750497818,0.09874500334262848,0.08081580698490143,0.08471337705850601,0.08908342570066452,0.12496133148670197,0.1324341893196106,0.48771339654922485,0.49206146597862244,0.4963309168815613,0.4999556541442871,0.5030367970466614,0.49938076734542847,0.9447393417358398,0.06435593217611313,0.6230649948120117,0.9750854969024658,0.9707052707672119,0.020655358210206032,0.6733174324035645,0.9828118085861206,0.9499915838241577,0.049082811921834946,0.677621603012085,0.9654263257980347,0.9705690145492554,0.055714502930641174,0.39364296197891235,0.9886053800582886,0.9667313694953918,0.03834645077586174,0.3472695052623749,0.996177613735199,0.9727240800857544,0.004676935262978077,0.11373975872993469,0.9998080730438232
