epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_mean_hop_4,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,weights_std_hop_4,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3,hop_scalar_hop_4
0,train,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5029593110084534, 0.5010334253311157, 0.4992620646953583, 0.5021026730537415, 0.4998517334461212]",0.5028489232063293,0.5010541081428528,0.499291181564331,0.5021194219589233,0.4997689723968506,0.0007824772619642,0.0007439054897986,0.0007418472669087,0.0007786534843035,0.0007828491507098,0.5029593110084534,0.5010334253311157,0.4992620646953583,0.5021026730537415,0.4998517334461212
0,val,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5024593472480774, 0.5005334615707397, 0.4987621009349823, 0.5016026496887207, 0.49935173988342285]",0.5022937059402466,0.5004620552062988,0.4987596869468689,0.5016177892684937,0.4992823600769043,0.0003918550501111,0.0003781732229981,0.0003756110963877,0.0003714363556355,0.0003827676700893,0.5024593472480774,0.5005334615707397,0.4987621009349823,0.5016026496887207,0.4993517398834228
0,test,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5024593472480774, 0.5005334615707397, 0.4987621009349823, 0.5016026496887207, 0.49935173988342285]",0.5022937059402466,0.5004620552062988,0.4987596869468689,0.5016177892684937,0.4992823600769043,0.0003918550501111,0.0003781732229981,0.0003756110963877,0.0003714363556355,0.0003827676700893,0.5024593472480774,0.5005334615707397,0.4987621009349823,0.5016026496887207,0.4993517398834228
50,train,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5162596702575684, 0.5190604329109192, 0.5172979831695557, 0.5180972814559937, 0.5011439919471741]",0.519295871257782,0.522358775138855,0.518910825252533,0.5190050601959229,0.5017768144607544,0.0014049601741135,0.0015519291628152,0.001014964422211,0.0007627749000675,0.0005550064379349,0.5162596702575684,0.5190604329109192,0.5172979831695557,0.5180972814559937,0.5011439919471741
50,val,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5163951516151428, 0.5192513465881348, 0.5175232887268066, 0.5183351635932922, 0.5013081431388855]",0.5194271802902222,0.5225616693496704,0.5191434621810913,0.5192385911941528,0.5019556283950806,0.0006976082804612,0.0007775641861371,0.0005474602221511,0.0004181712574791,0.0003113124112132,0.5163951516151428,0.5192513465881348,0.5175232887268066,0.5183351635932922,0.5013081431388855
50,test,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5163951516151428, 0.5192513465881348, 0.5175232887268066, 0.5183351635932922, 0.5013081431388855]",0.5194271802902222,0.5225616693496704,0.5191434621810913,0.5192385911941528,0.5019556283950806,0.0006976082804612,0.0007775641861371,0.0005474602221511,0.0004181712574791,0.0003113124112132,0.5163951516151428,0.5192513465881348,0.5175232887268066,0.5183351635932922,0.5013081431388855
100,train,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5195621252059937, 0.5245753526687622, 0.5233897566795349, 0.5255434513092041, 0.5070197582244873]",0.5217273235321045,0.5274256467819214,0.5246977806091309,0.5264971852302551,0.507759153842926,0.0011236274149268,0.0014639389701187,0.00076881039422,0.0005755298770964,0.0004419308388605,0.5195621252059937,0.5245753526687622,0.5233897566795349,0.5255434513092041,0.5070197582244873
100,val,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5195820927619934, 0.5246124267578125, 0.5234330892562866, 0.5255927443504333, 0.5070623159408569]",0.521722137928009,0.5274235010147095,0.5247185230255127,0.5265318751335144,0.5077942609786987,0.0005681873299181,0.000726627302356,0.0003987954114563,0.0003019051800947,0.0002360030048293,0.5195820927619934,0.5246124267578125,0.5234330892562866,0.5255927443504333,0.5070623159408569
100,test,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5195820927619934, 0.5246124267578125, 0.5234330892562866, 0.5255927443504333, 0.5070623159408569]",0.521722137928009,0.5274235010147095,0.5247185230255127,0.5265318751335144,0.5077942609786987,0.0005681873299181,0.000726627302356,0.0003987954114563,0.0003019051800947,0.0002360030048293,0.5195820927619934,0.5246124267578125,0.5234330892562866,0.5255927443504333,0.5070623159408569
150,train,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.519926905632019, 0.5252705216407776, 0.524207353591919, 0.5265049338340759, 0.5078288316726685]",0.5219930410385132,0.5280553102493286,0.5254867672920227,0.5274477601051331,0.5085633397102356,0.0010855988366529,0.0014234656700864,0.0007482030778191,0.0005647867219522,0.0004308939096517,0.519926905632019,0.5252705216407776,0.524207353591919,0.5265049338340759,0.5078288316726685
150,val,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5199286937713623, 0.525273859500885, 0.524211049079895, 0.5265087485313416, 0.5078325271606445]",0.5219831466674805,0.528041660785675,0.5254873037338257,0.5274560451507568,0.5085719227790833,0.000550530210603,0.0007185694994404,0.0003899516887031,0.0002963957376778,0.0002315149322384,0.5199286937713623,0.525273859500885,0.524211049079895,0.5265087485313416,0.5078325271606445
150,test,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5199286937713623, 0.525273859500885, 0.524211049079895, 0.5265087485313416, 0.5078325271606445]",0.5219831466674805,0.528041660785675,0.5254873037338257,0.5274560451507568,0.5085719227790833,0.000550530210603,0.0007185694994404,0.0003899516887031,0.0002963957376778,0.0002315149322384,0.5199286937713623,0.525273859500885,0.524211049079895,0.5265087485313416,0.5078325271606445
200,train,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5199840664863586, 0.525373637676239, 0.5243260860443115, 0.5266364216804504, 0.5079450011253357]",0.5220422148704529,0.5281426906585693,0.5256134867668152,0.5275914072990417,0.5086918473243713,0.0010798861039802,0.0014234045520424,0.0007569817826151,0.0005737959290854,0.0004403635102789,0.5199840664863586,0.525373637676239,0.5243260860443115,0.5266364216804504,0.5079450011253357
200,val,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5199848413467407, 0.5253754258155823, 0.5243284702301025, 0.5266387462615967, 0.5079470276832581]",0.5220262408256531,0.5281367301940918,0.5256038308143616,0.5275869965553284,0.5086877942085266,0.0005474780336953,0.000717372924555,0.0003884865727741,0.0002955879608634,0.0002311965217813,0.5199848413467407,0.5253754258155823,0.5243284702301025,0.5266387462615967,0.5079470276832581
200,test,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5199848413467407, 0.5253754258155823, 0.5243284702301025, 0.5266387462615967, 0.5079470276832581]",0.5220262408256531,0.5281367301940918,0.5256038308143616,0.5275869965553284,0.5086877942085266,0.0005474780336953,0.000717372924555,0.0003884865727741,0.0002955879608634,0.0002311965217813,0.5199848413467407,0.5253754258155823,0.5243284702301025,0.5266387462615967,0.5079470276832581
250,train,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5200315713882446, 0.5254671573638916, 0.5244356989860535, 0.5267482399940491, 0.5080440044403076]",0.5220618844032288,0.5282194018363953,0.52571040391922,0.5276906490325928,0.508781373500824,0.0010583009570837,0.0014071841724216,0.0007446091040037,0.0005604078178294,0.0004355731944087,0.5200315713882446,0.5254671573638916,0.5244356989860535,0.5267482399940491,0.5080440044403076
250,val,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5200326442718506, 0.5254690647125244, 0.5244374871253967, 0.5267505049705505, 0.5080458521842957]",0.5220614075660706,0.528226375579834,0.5257139205932617,0.5276992321014404,0.508787214756012,0.0005446152645163,0.0007163791451603,0.0003872452653013,0.0002946725289802,0.0002304430672666,0.5200326442718506,0.5254690647125244,0.5244374871253967,0.5267505049705505,0.5080458521842957
250,test,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5200326442718506, 0.5254690647125244, 0.5244374871253967, 0.5267505049705505, 0.5080458521842957]",0.5220614075660706,0.528226375579834,0.5257139205932617,0.5276992321014404,0.508787214756012,0.0005446152645163,0.0007163791451603,0.0003872452653013,0.0002946725289802,0.0002304430672666,0.5200326442718506,0.5254690647125244,0.5244374871253967,0.5267505049705505,0.5080458521842957
300,train,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5200901031494141, 0.5255630612373352, 0.5245343446731567, 0.5268616080284119, 0.5081451535224915]",0.5221213102340698,0.5283253788948059,0.5258150100708008,0.5278080701828003,0.5088939070701599,0.0010353443212807,0.0013814168050885,0.0007434358121827,0.00055533205159,0.0004375335411168,0.5200901031494141,0.5255630612373352,0.5245343446731567,0.5268616080284119,0.5081451535224915
300,val,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.52009117603302, 0.525564968585968, 0.5245365500450134, 0.5268638730049133, 0.5081472992897034]",0.5221078395843506,0.528316080570221,0.5258112549781799,0.5278131365776062,0.5088890790939331,0.0005418484215624,0.0007151145255193,0.0003854970855172,0.0002935189695563,0.0002297797618666,0.52009117603302,0.525564968585968,0.5245365500450134,0.5268638730049133,0.5081472992897034
300,test,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.52009117603302, 0.525564968585968, 0.5245365500450134, 0.5268638730049133, 0.5081472992897034]",0.5221078395843506,0.528316080570221,0.5258112549781799,0.5278131365776062,0.5088890790939331,0.0005418484215624,0.0007151145255193,0.0003854970855172,0.0002935189695563,0.0002297797618666,0.52009117603302,0.525564968585968,0.5245365500450134,0.5268638730049133,0.5081472992897034
350,train,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5201504826545715, 0.525662362575531, 0.5246371030807495, 0.5269737839698792, 0.5082481503486633]",0.5221490263938904,0.5283887982368469,0.5258978009223938,0.5279119610786438,0.508987307548523,0.0010587415890768,0.001411278033629,0.0007304133032448,0.0005530034541152,0.0004277170810382,0.5201504826545715,0.525662362575531,0.5246371030807495,0.5269737839698792,0.5082481503486633
350,val,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5201517939567566, 0.5256644487380981, 0.5246391892433167, 0.5269761085510254, 0.5082502365112305]",0.5221554636955261,0.5284091830253601,0.5259119868278503,0.5279256105422974,0.5089918375015259,0.0005388904246501,0.0007137805223464,0.000383792357752,0.0002924914297182,0.0002291677083121,0.5201517939567566,0.5256644487380981,0.5246391892433167,0.5269761085510254,0.5082502365112305
350,test,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5201517939567566, 0.5256644487380981, 0.5246391892433167, 0.5269761085510254, 0.5082502365112305]",0.5221554636955261,0.5284091830253601,0.5259119868278503,0.5279256105422974,0.5089918375015259,0.0005388904246501,0.0007137805223464,0.000383792357752,0.0002924914297182,0.0002291677083121,0.5201517939567566,0.5256644487380981,0.5246391892433167,0.5269761085510254,0.5082502365112305
400,train,0,5,,,,"[3327, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5202116370201111, 0.5257657170295715, 0.5247445702552795, 0.527088463306427, 0.5083545446395874]",0.5222017168998718,0.5285056829452515,0.5260196328163147,0.528030276298523,0.5090976357460022,0.0010471603600308,0.0014119399711489,0.0007518602651543,0.0005692903068847,0.0004345771158114,0.5202116370201111,0.5257657170295715,0.5247445702552795,0.527088463306427,0.5083545446395874
