event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_mean_hop_4,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,weights_std_hop_4,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3,hop_scalar_hop_4,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2,attention_norm_entropy_mean_hop_3,attention_mae_from_baseline_hop_3,attention_max_abs_diff_from_baseline_hop_3,attention_cosine_to_baseline_hop_3,attention_norm_entropy_mean_hop_4,attention_mae_from_baseline_hop_4,attention_max_abs_diff_from_baseline_hop_4,attention_cosine_to_baseline_hop_4
forward,0,train,0,0.002,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5029593110084534, 0.5010334253311157, 0.4992620646953583, 0.5021026730537415, 0.4998517334461212]",,,,0,,,0.5028489232063293,0.5010541081428528,0.49929118156433105,0.5021194219589233,0.4997689723968506,0.0007824772619642317,0.0007439054897986352,0.000741847266908735,0.0007786534843035042,0.0007828491507098079,0.5029593110084534,0.5010334253311157,0.4992620646953583,0.5021026730537415,0.4998517334461212,,,,,,,,,,,,,,,,,,,,
backward,0,train,0,0.002,5,,,,,,,,,,,,0,0.030176585845742263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.002,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5024593472480774, 0.5005334615707397, 0.4987621009349823, 0.5016026496887207, 0.49935173988342285]",,,,0,,,0.5022937059402466,0.5004620552062988,0.4987596869468689,0.5016177892684937,0.4992823600769043,0.0003918550501111895,0.00037817322299815714,0.00037561109638772905,0.0003714363556355238,0.00038276767008937895,0.5024593472480774,0.5005334615707397,0.4987621009349823,0.5016026496887207,0.49935173988342285,,,,,0.9999967217445374,nan,nan,nan,0.999997615814209,nan,nan,nan,0.9999976754188538,nan,nan,nan,0.9999971985816956,nan,nan,nan
forward,0,test,0,0.002,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5024593472480774, 0.5005334615707397, 0.4987621009349823, 0.5016026496887207, 0.49935173988342285]",,,,0,,,0.5022937059402466,0.5004620552062988,0.4987596869468689,0.5016177892684937,0.4992823600769043,0.0003918550501111895,0.00037817322299815714,0.00037561109638772905,0.0003714363556355238,0.00038276767008937895,0.5024593472480774,0.5005334615707397,0.4987621009349823,0.5016026496887207,0.49935173988342285,,,,,0.9999967217445374,nan,nan,nan,0.999997615814209,nan,nan,nan,0.9999976754188538,nan,nan,nan,0.9999971985816956,nan,nan,nan
forward,50,train,0,0.0012,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5162596702575684, 0.5190604329109192, 0.5172979831695557, 0.5180972814559937, 0.5011439919471741]",,,,0,,,0.519295871257782,0.522358775138855,0.518910825252533,0.5190050601959229,0.5017768144607544,0.001404960174113512,0.0015519291628152132,0.001014964422211051,0.0007627749000675976,0.0005550064379349351,0.5162596702575684,0.5190604329109192,0.5172979831695557,0.5180972814559937,0.5011439919471741,,,,,,,,,,,,,,,,,,,,
backward,50,train,0,0.0012,5,,,,,,,,,,,,0,0.020409979110783308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.0012,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5163951516151428, 0.5192513465881348, 0.5175232887268066, 0.5183351635932922, 0.5013081431388855]",,,,0,,,0.5194271802902222,0.5225616693496704,0.5191434621810913,0.5192385911941528,0.5019556283950806,0.0006976082804612815,0.0007775641861371696,0.0005474602221511304,0.0004181712574791163,0.00031131241121329367,0.5163951516151428,0.5192513465881348,0.5175232887268066,0.5183351635932922,0.5013081431388855,,,,,0.9999984502792358,0.0005266324733383954,0.007523447275161743,0.9999988079071045,0.9999989867210388,0.0003367532917764038,0.003833204507827759,0.9999985098838806,0.9999991655349731,0.00036671600537374616,0.0037737786769866943,0.9999972581863403,0.9999992251396179,0.0004607021692208946,0.005033642053604126,0.999997079372406
forward,50,test,0,0.0012,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5163951516151428, 0.5192513465881348, 0.5175232887268066, 0.5183351635932922, 0.5013081431388855]",,,,0,,,0.5194271802902222,0.5225616693496704,0.5191434621810913,0.5192385911941528,0.5019556283950806,0.0006976082804612815,0.0007775641861371696,0.0005474602221511304,0.0004181712574791163,0.00031131241121329367,0.5163951516151428,0.5192513465881348,0.5175232887268066,0.5183351635932922,0.5013081431388855,,,,,0.9999984502792358,0.0005266324733383954,0.007523447275161743,0.9999988079071045,0.9999989867210388,0.0003367533499840647,0.003833204507827759,0.9999985098838806,0.9999991655349731,0.00036671600537374616,0.0037737786769866943,0.9999972581863403,0.9999992251396179,0.00046070211101323366,0.005033642053604126,0.999997079372406
forward,100,train,0,0.00025919999999999996,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5195621252059937, 0.5245753526687622, 0.5233897566795349, 0.5255434513092041, 0.5070197582244873]",,,,0,,,0.5217273235321045,0.5274256467819214,0.5246977806091309,0.5264971852302551,0.507759153842926,0.0011236274149268866,0.001463938970118761,0.0007688103942200541,0.0005755298770964146,0.0004419308388605714,0.5195621252059937,0.5245753526687622,0.5233897566795349,0.5255434513092041,0.5070197582244873,,,,,,,,,,,,,,,,,,,,
backward,100,train,0,0.00025919999999999996,5,,,,,,,,,,,,0,0.019368460669626712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
