epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3
0,train,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.949999988079071, 0.8999999761581421, 0.699999988079071, 0.44999998807907104]",0.949999988079071,0.9000000357627869,0.7000000476837158,0.4500000178813934,0.0,0.0,0.0,0.0,0.949999988079071,0.8999999761581421,0.699999988079071,0.449999988079071
0,val,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.949522852897644, 0.8990963697433472, 0.697895884513855, 0.45247599482536316]",0.949522852897644,0.8990963101387024,0.697895884513855,0.4524759650230407,0.0,0.0,0.0,0.0,0.949522852897644,0.8990963697433472,0.697895884513855,0.4524759948253631
0,test,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.949522852897644, 0.8990963697433472, 0.697895884513855, 0.45247599482536316]",0.949522852897644,0.8990963101387024,0.697895884513855,0.4524759650230407,0.0,0.0,0.0,0.0,0.949522852897644,0.8990963697433472,0.697895884513855,0.4524759948253631
50,train,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9607133865356445, 0.877112090587616, 0.6360449194908142, 0.4589124619960785]",0.9607133269309998,0.8771121501922607,0.6360449194908142,0.4589124321937561,0.0,0.0,0.0,0.0,0.9607133865356444,0.877112090587616,0.6360449194908142,0.4589124619960785
50,val,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9610046744346619, 0.8760879039764404, 0.6350638270378113, 0.45949363708496094]",0.961004674434662,0.8760879635810852,0.6350638270378113,0.4594936668872833,0.0,0.0,0.0,0.0,0.961004674434662,0.8760879039764404,0.6350638270378113,0.4594936370849609
50,test,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9610046744346619, 0.8760879039764404, 0.6350638270378113, 0.45949363708496094]",0.961004674434662,0.8760879635810852,0.6350638270378113,0.4594936668872833,0.0,0.0,0.0,0.0,0.961004674434662,0.8760879039764404,0.6350638270378113,0.4594936370849609
100,train,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9694318175315857, 0.8114116191864014, 0.5640377402305603, 0.47650226950645447]",0.9694317579269408,0.8114116191864014,0.5640376806259155,0.4765022695064544,0.0,0.0,0.0,0.0,0.9694318175315856,0.8114116191864014,0.5640377402305603,0.4765022695064544
100,val,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9695256352424622, 0.8100254535675049, 0.563288688659668, 0.47712329030036926]",0.9695255160331726,0.8100253939628601,0.563288688659668,0.4771232604980469,0.0,0.0,0.0,0.0,0.9695256352424622,0.8100254535675049,0.563288688659668,0.4771232903003692
100,test,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9695256352424622, 0.8100254535675049, 0.563288688659668, 0.47712329030036926]",0.9695255160331726,0.8100253939628601,0.563288688659668,0.4771232604980469,0.0,0.0,0.0,0.0,0.9695256352424622,0.8100254535675049,0.563288688659668,0.4771232903003692
150,train,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9718044400215149, 0.7415374517440796, 0.5284023284912109, 0.48915979266166687]",0.9718044400215148,0.7415374517440796,0.5284023284912109,0.4891597628593445,0.0,0.0,0.0,0.0,0.9718044400215148,0.7415374517440796,0.5284023284912109,0.4891597926616668
