event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2
forward,0,train,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.5761168599128723,0.21194155514240265,0.21194155514240265,0.0,0.0,0.0,,,,,,,,,,,,
forward,0,train,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.5761168599128723,0.21194155514240265,0.21194155514240265,0.0,0.0,0.0,,,,,,,,,,,,
forward,0,train,2,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5761168599128723,0.21194155514240265,0.21194155514240265,0.0,0.0,0.0,,,,,,,,,,,,
backward,0,train,0,0.005,3,,,,,,,,,0,3.730209828320075e-05,,,,,,,,,,,,,,,,,,,
backward,0,train,1,0.005,3,,,,,,,,,0,7.917869144190649e-05,,,,,,,,,,,,,,,,,,,
backward,0,train,2,0.005,3,,,,,,,,,0,6.664932744855242e-05,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.5748372077941895,0.21372933685779572,0.21143345534801483,0.0005556207033805549,0.0003290838503744453,0.0003511365794111043,,,,,,,,,,,,
forward,0,val,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.5736740827560425,0.21316573023796082,0.21316014230251312,1.675332896411419e-05,1.023667209665291e-05,1.0309766366844997e-05,,,,,,,,,,,,
forward,0,val,2,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5748962759971619,0.21148769557476044,0.2136160135269165,3.819922767434036e-06,2.139134494427708e-06,2.5377030397066846e-06,,,,,,,,,,,,
forward,0,test,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.5748372077941895,0.21372933685779572,0.21143345534801483,0.0005556207033805549,0.0003290838503744453,0.0003511365794111043,,,,,,,,,,,,
forward,0,test,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.5736740827560425,0.21316573023796082,0.21316014230251312,1.675332896411419e-05,1.023667209665291e-05,1.0309766366844997e-05,,,,,,,,,,,,
forward,0,test,2,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5748962759971619,0.21148769557476044,0.2136160135269165,3.819922767434036e-06,2.139134494427708e-06,2.5377030397066846e-06,,,,,,,,,,,,
forward,50,train,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.6910092830657959,0.1638239622116089,0.14516673982143402,0.008200087584555149,0.003928634338080883,0.004383729305118322,,,,,,,,,,,,
forward,50,train,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.6445765495300293,0.1926625669002533,0.1627608984708786,0.01163992378860712,0.006105824373662472,0.00574945192784071,,,,,,,,,,,,
forward,50,train,2,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5919733643531799,0.22197377681732178,0.18605288863182068,0.0342133566737175,0.012002062983810902,0.02482609823346138,,,,,,,,,,,,
backward,50,train,0,0.005,3,,,,,,,,,0,0.020031807810345286,,,,,,,,,,,,,,,,,,,
backward,50,train,1,0.005,3,,,,,,,,,0,0.012892928822113531,,,,,,,,,,,,,,,,,,,
backward,50,train,2,0.005,3,,,,,,,,,0,0.03144581912884583,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.6942235827445984,0.1622006893157959,0.14357566833496094,0.008290414698421955,0.003965897485613823,0.004434855189174414,,,,,,,,,,,,
forward,50,val,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.6467849612236023,0.19183363020420074,0.16138143837451935,0.008954332210123539,0.004732019267976284,0.004292723722755909,,,,,,,,,,,,
forward,50,val,2,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5892925262451172,0.2242053896188736,0.18650206923484802,0.030855100601911545,0.009065615944564342,0.021970702335238457,,,,,,,,,,,,
forward,50,test,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.6942235827445984,0.1622006893157959,0.14357566833496094,0.008290414698421955,0.003965897485613823,0.004434855189174414,,,,,,,,,,,,
forward,50,test,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.6467849612236023,0.19183363020420074,0.16138143837451935,0.008954332210123539,0.004732019267976284,0.004292723722755909,,,,,,,,,,,,
forward,50,test,2,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5892925262451172,0.2242053896188736,0.18650206923484802,0.030855100601911545,0.009065615944564342,0.021970702335238457,,,,,,,,,,,,
forward,100,train,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.7867198586463928,0.12073852121829987,0.09254156798124313,0.007073684595525265,0.003416737075895071,0.0037211482413113117,,,,,,,,,,,,
forward,100,train,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.6760272979736328,0.2121485024690628,0.11182419955730438,0.015573845244944096,0.009908502921462059,0.007572827860713005,,,,,,,,,,,,
forward,100,train,2,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5544384717941284,0.2740994989871979,0.17146196961402893,0.0380304753780365,0.05753891170024872,0.05811868980526924,,,,,,,,,,,,
backward,100,train,0,0.005,3,,,,,,,,,0,0.008748593169035243,,,,,,,,,,,,,,,,,,,
backward,100,train,1,0.005,3,,,,,,,,,0,0.06724108961834037,,,,,,,,,,,,,,,,,,,
backward,100,train,2,0.005,3,,,,,,,,,0,0.11308669267073664,,,,,,,,,,,,,,,,,,,
forward,100,val,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.7880275249481201,0.1201334148645401,0.09183900058269501,0.007017834112048149,0.0033916879910975695,0.0036895431112498045,,,,,,,,,,,,
forward,100,val,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.6754704713821411,0.21333147585391998,0.11119800806045532,0.012395662255585194,0.008133490569889545,0.0056218612007796764,,,,,,,,,,,,
forward,100,val,2,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5566201210021973,0.2746793329715729,0.16870051622390747,0.018076658248901367,0.03966053947806358,0.04440883547067642,,,,,,,,,,,,
forward,100,test,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.7880275249481201,0.1201334148645401,0.09183900058269501,0.007017834112048149,0.0033916879910975695,0.0036895431112498045,,,,,,,,,,,,
forward,100,test,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.6754704713821411,0.21333147585391998,0.11119800806045532,0.012395662255585194,0.008133490569889545,0.0056218612007796764,,,,,,,,,,,,
forward,100,test,2,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5566201210021973,0.2746793329715729,0.16870051622390747,0.018076660111546516,0.03966053947806358,0.04440883547067642,,,,,,,,,,,,
forward,150,train,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.8258545398712158,0.10431764274835587,0.0698278471827507,0.005623096600174904,0.003007926046848297,0.0026925860438495874,,,,,,,,,,,,
forward,150,train,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]",,,,0,,,0.6564972996711731,0.24082450568675995,0.10267817974090576,0.019438361749053,0.01402090024203062,0.008272814564406872,,,,,,,,,,,,
