epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2
0,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8999999761581421, 0.949999988079071, 0.5]",0.9000000357627869,0.9499999284744264,0.5,0.0,0.0,0.0,0.8999999761581421,0.949999988079071,0.5
0,val,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8997296690940857, 0.9498573541641235, 0.49924999475479126]",0.8997296094894409,0.949857234954834,0.4992499947547912,0.0,0.0,0.0,0.8997296690940857,0.9498573541641236,0.4992499947547912
0,test,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8997296690940857, 0.9498573541641235, 0.49924999475479126]",0.8997296094894409,0.949857234954834,0.4992499947547912,0.0,0.0,0.0,0.8997296690940857,0.9498573541641236,0.4992499947547912
50,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8863455057144165, 0.9427588582038879, 0.5017843842506409]",0.8863455057144165,0.9427589178085328,0.5017843246459961,0.0,0.0,0.0,0.8863455057144165,0.942758858203888,0.5017843842506409
50,val,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8860828876495361, 0.9426131844520569, 0.5019446611404419]",0.8860829472541809,0.9426130652427672,0.5019446611404419,0.0,0.0,0.0,0.8860828876495361,0.9426131844520568,0.5019446611404419
50,test,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8860828876495361, 0.9426131844520569, 0.5019446611404419]",0.8860829472541809,0.9426130652427672,0.5019446611404419,0.0,0.0,0.0,0.8860828876495361,0.9426131844520568,0.5019446611404419
100,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8773850202560425, 0.9368175268173218, 0.503439724445343]",0.8773850202560425,0.9368175268173218,0.5034396648406982,0.0,0.0,0.0,0.8773850202560425,0.9368175268173218,0.503439724445343
100,val,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8773011565208435, 0.9367575645446777, 0.5035037398338318]",0.8773010969161987,0.9367576241493224,0.503503680229187,0.0,0.0,0.0,0.8773011565208435,0.9367575645446776,0.5035037398338318
100,test,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8773011565208435, 0.9367575645446777, 0.5035037398338318]",0.8773010969161987,0.9367576241493224,0.503503680229187,0.0,0.0,0.0,0.8773011565208435,0.9367575645446776,0.5035037398338318
150,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8760524392127991, 0.9359473586082458, 0.5037719011306763]",0.8760524392127991,0.9359472990036012,0.5037719011306763,0.0,0.0,0.0,0.8760524392127991,0.9359473586082458,0.5037719011306763
150,val,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.876044511795044, 0.9359430074691772, 0.5037780404090881]",0.8760444521903992,0.9359430074691772,0.5037779211997986,0.0,0.0,0.0,0.876044511795044,0.9359430074691772,0.5037780404090881
150,test,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.876044511795044, 0.9359430074691772, 0.5037780404090881]",0.8760444521903992,0.9359430074691772,0.5037779211997986,0.0,0.0,0.0,0.876044511795044,0.9359430074691772,0.5037780404090881
200,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8759012818336487, 0.935854434967041, 0.503886878490448]",0.8759013414382935,0.9358543753623962,0.503886878490448,0.0,0.0,0.0,0.8759012818336487,0.935854434967041,0.503886878490448
200,val,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.875900149345398, 0.935853898525238, 0.5038877725601196]",0.8759000897407532,0.9358538389205932,0.5038877725601196,0.0,0.0,0.0,0.875900149345398,0.935853898525238,0.5038877725601196
200,test,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.875900149345398, 0.935853898525238, 0.5038877725601196]",0.8759000897407532,0.9358538389205932,0.5038877725601196,0.0,0.0,0.0,0.875900149345398,0.935853898525238,0.5038877725601196
250,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8758612275123596, 0.9358261227607727, 0.5039140582084656]",0.8758611679077148,0.9358261823654176,0.5039140582084656,0.0,0.0,0.0,0.8758612275123596,0.9358261227607728,0.5039140582084656
250,val,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8758602738380432, 0.9358256459236145, 0.5039148330688477]",0.8758602738380432,0.9358256459236144,0.5039148330688477,0.0,0.0,0.0,0.8758602738380432,0.9358256459236144,0.5039148330688477
250,test,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8758602738380432, 0.9358256459236145, 0.5039148330688477]",0.8758602738380432,0.9358256459236144,0.5039148330688477,0.0,0.0,0.0,0.8758602738380432,0.9358256459236144,0.5039148330688477
300,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8758155703544617, 0.9357995986938477, 0.5039371848106384]",0.8758156299591064,0.935799479484558,0.5039371848106384,0.0,0.0,0.0,0.8758155703544617,0.9357995986938475,0.5039371848106384
300,val,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8758145570755005, 0.9357991218566895, 0.5039380192756653]",0.8758145570755005,0.9357991218566896,0.5039380192756653,0.0,0.0,0.0,0.8758145570755005,0.9357991218566896,0.5039380192756653
300,test,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8758145570755005, 0.9357991218566895, 0.5039380192756653]",0.8758145570755005,0.9357991218566896,0.5039380192756653,0.0,0.0,0.0,0.8758145570755005,0.9357991218566896,0.5039380192756653
350,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 32]","[false, false, false]","[0.8757712244987488, 0.935772716999054, 0.5039576292037964]",0.875771164894104,0.9357727766036988,0.5039576292037964,0.0,0.0,0.0,0.8757712244987488,0.935772716999054,0.5039576292037964
