event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2
forward,0,train,0,0.05,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.5044738054275513, 0.49676281213760376]",,,,1,,,,0.5041205883026123,0.0,,0.0015941685996949673,0.0,,0.5044738054275513,0.49676281213760376,,,,,,,,,,,,
forward,0,train,1,0.05,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.504073977470398, 0.4849183261394501]",,,,1,,,,0.5032753348350525,0.0,,0.0016440902836620808,0.0,,0.504073977470398,0.4849183261394501,,,,,,,,,,,,
backward,0,train,0,0.05,2,,,,,,,,,,,,0,6.553282938697671e-05,,,,,,,,,,,,,,,,,,,,,,
backward,0,train,1,0.05,2,,,,,,,,,,,,0,0.00010513145763985633,,,,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.05,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.5169458389282227, 0.5092424154281616]",,,,1,,,,0.5177343487739563,0.0,,0.002550560748204589,0.0,,0.5169458389282227,0.5092424154281616,0.9999892711639404,nan,nan,nan,nan,nan,nan,nan,,,,
forward,0,val,1,0.05,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.5165654420852661, 0.4974096119403839]",,,,1,,,,0.5152789950370789,0.0,,0.00024098576977849007,0.0,,0.5165654420852661,0.4974096119403839,0.9999998211860657,nan,nan,nan,nan,nan,nan,nan,,,,
forward,0,test,0,0.05,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.5169458389282227, 0.5092424154281616]",,,,1,,,,0.5177343487739563,0.0,,0.002550560748204589,0.0,,0.5169458389282227,0.5092424154281616,0.9999892711639404,nan,nan,nan,nan,nan,nan,nan,,,,
forward,0,test,1,0.05,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.5165654420852661, 0.4974096119403839]",,,,1,,,,0.5152789950370789,0.0,,0.0002409859444014728,0.0,,0.5165654420852661,0.4974096119403839,0.9999998211860657,nan,nan,nan,nan,nan,nan,nan,,,,
forward,50,train,0,0.03,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.7544187307357788, 0.5002171397209167]",,,,1,,,,0.7716547250747681,0.0,,0.015127439051866531,0.0,,0.7544187307357788,0.5002171397209167,,,,,,,,,,,,
forward,50,train,1,0.03,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.6911824345588684, 0.5001331567764282]",,,,1,,,,0.7747912406921387,0.0,,0.08940938115119934,0.0,,0.6911824345588684,0.5001331567764282,,,,,,,,,,,,
