event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1
forward,0,train,0,0.002,2,2,"[""hop_1"", ""hop_2""]","[183, 2]","[183, 2]",,"[183, 2, 32]","[false, true]","[0.5058340430259705, 0.505702793598175]",,,,0,,,0.52004474401474,0.0,0.05125022307038307,0.0,0.5058340430259705,0.505702793598175,,,,,,,,
backward,0,train,0,0.002,2,,,,,,,,,,,,0,0.003808810854365087,,,,,,,,,,,,,,,
forward,0,val,0,0.002,2,2,"[""hop_1"", ""hop_2""]","[183, 2]","[183, 2]",,"[183, 2, 32]","[false, true]","[0.5053341388702393, 0.5052029490470886]",,,,0,,,0.4923775792121887,0.0,0.023942967876791954,0.0,0.5053341388702393,0.5052029490470886,0.9866915941238403,nan,nan,nan,nan,nan,nan,nan
forward,0,test,0,0.002,2,2,"[""hop_1"", ""hop_2""]","[183, 2]","[183, 2]",,"[183, 2, 32]","[false, true]","[0.5053341388702393, 0.5052029490470886]",,,,0,,,0.4923775792121887,0.0,0.023942967876791954,0.0,0.5053341388702393,0.5052029490470886,0.9866915941238403,nan,nan,nan,nan,nan,nan,nan
forward,50,train,0,0.0012,2,2,"[""hop_1"", ""hop_2""]","[183, 2]","[183, 2]",,"[183, 2, 32]","[false, true]","[0.4904291331768036, 0.500309407711029]",,,,0,,,0.22727124392986298,0.0,0.10203883051872253,0.0,0.4904291331768036,0.500309407711029,,,,,,,,
backward,50,train,0,0.0012,2,,,,,,,,,,,,0,0.03603862678903357,,,,,,,,,,,,,,,
forward,50,val,0,0.0012,2,2,"[""hop_1"", ""hop_2""]","[183, 2]","[183, 2]",,"[183, 2, 32]","[false, true]","[0.490499347448349, 0.5002727508544922]",,,,0,,,0.21939750015735626,0.0,0.08493012189865112,0.0,0.490499347448349,0.5002727508544922,0.9053576588630676,0.08979422599077225,0.6688753366470337,0.9581836462020874,nan,nan,nan,nan
forward,50,test,0,0.0012,2,2,"[""hop_1"", ""hop_2""]","[183, 2]","[183, 2]",,"[183, 2, 32]","[false, true]","[0.490499347448349, 0.5002727508544922]",,,,0,,,0.21939750015735626,0.0,0.08493012189865112,0.0,0.490499347448349,0.5002727508544922,0.9053576588630676,0.08979422599077225,0.6688753366470337,0.9581836462020874,nan,nan,nan,nan
forward,100,train,0,0.00015551999999999997,2,2,"[""hop_1"", ""hop_2""]","[183, 2]","[183, 2]",,"[183, 2, 32]","[false, true]","[0.49072274565696716, 0.49997204542160034]",,,,0,,,0.24962110817432404,0.0,0.10947438329458237,0.0,0.49072274565696716,0.49997204542160034,,,,,,,,
backward,100,train,0,0.00015551999999999997,2,,,,,,,,,,,,0,0.0475502647782512,,,,,,,,,,,,,,,
