event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1
forward,0,train,0,0.005,2,"[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]",,,,0,,,0.7310585379600525,0.2689414322376251,0.0,0.0,,,,,,,,
forward,0,train,1,0.005,2,"[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]",,,,0,,,0.7310585379600525,0.2689414322376251,0.0,0.0,,,,,,,,
backward,0,train,0,0.005,2,,,,,,,,,0,3.476041930915082e-05,,,,,,,,,,,,,
backward,0,train,1,0.005,2,,,,,,,,,0,7.337494473677326e-05,,,,,,,,,,,,,
forward,0,val,0,0.005,2,"[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]",,,,0,,,0.7310724258422852,0.26892751455307007,0.0005264226347208023,0.0005264205974526703,,,,,,,,
forward,0,val,1,0.005,2,"[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]",,,,0,,,0.7290512919425964,0.2709486782550812,3.755699435714632e-05,3.755605575861409e-05,,,,,,,,
forward,0,test,0,0.005,2,"[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]",,,,0,,,0.7310724258422852,0.26892751455307007,0.0005264226347208023,0.0005264205974526703,,,,,,,,
forward,0,test,1,0.005,2,"[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]",,,,0,,,0.7290512919425964,0.2709486782550812,3.755699435714632e-05,3.755605575861409e-05,,,,,,,,
forward,50,train,0,0.005,2,"[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]",,,,0,,,0.8516796827316284,0.14832034707069397,0.0072630541399121284,0.0072630541399121284,,,,,,,,
forward,50,train,1,0.005,2,"[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]",,,,0,,,0.8229701519012451,0.1770298033952713,0.021797606721520424,0.021797606721520424,,,,,,,,
backward,50,train,0,0.005,2,,,,,,,,,0,0.03423152478476509,,,,,,,,,,,,,
backward,50,train,1,0.005,2,,,,,,,,,0,0.011139369536932132,,,,,,,,,,,,,
forward,50,val,0,0.005,2,"[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]",,,,0,,,0.853879451751709,0.14612045884132385,0.0073232087306678295,0.0073232087306678295,,,,,,,,
