launch_id,dataset_name,model_name,trial_id,seed,params,best_val_metric,final_test_metric,best_epoch,metric_name,metric_direction,run_dir
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,10,0,"{""act"": ""relu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.6, ""heads"": 8, ""hidden_channels"": 32, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 20000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.808,0.816,62,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_010\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,11,0,"{""act"": ""relu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.6, ""heads"": 8, ""hidden_channels"": 32, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 20000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.81,0.811,62,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_011\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,12,0,"{""act"": ""relu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.6, ""heads"": 8, ""hidden_channels"": 32, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 20000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.812,0.815,61,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_012\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,13,0,"{""act"": ""relu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.6, ""heads"": 2, ""hidden_channels"": 32, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 20000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.81,0.816,56,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_013\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,14,0,"{""act"": ""elu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.5, ""heads"": 8, ""hidden_channels"": 32, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 20000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.794,0.807,33,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_014\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,15,0,"{""act"": ""relu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.6, ""heads"": 2, ""hidden_channels"": 32, ""hop_scalar_profile"": ""front_loaded"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 10000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.802,0.809,89,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_015\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,16,0,"{""act"": ""relu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.7, ""heads"": 8, ""hidden_channels"": 96, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 20000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.81,0.814,91,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_016\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,17,0,"{""act"": ""elu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.35, ""heads"": 4, ""hidden_channels"": 32, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 20000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.78,0.792,56,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_017\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,18,0,"{""act"": ""relu"", ""alpha"": 1.0, ""attn_dropout"": 0.65, ""branch_norm"": ""layernorm"", ""dropout"": 0.6, ""heads"": 8, ""hidden_channels"": 32, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.003, ""max_hops"": 3, ""norm"": ""none"", ""num_edges"": 20000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 3, ""weight_decay"": 0.005}",0.802,0.788,177,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_018\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,19,0,"{""act"": ""elu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.5, ""heads"": 2, ""hidden_channels"": 96, ""hop_scalar_profile"": ""front_loaded"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 10000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 1, ""weight_decay"": 0.002}",0.756,0.741,8,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_019\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,20,0,"{""act"": ""elu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.6, ""heads"": 2, ""hidden_channels"": 32, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.01, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 40000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.804,0.818,129,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_020\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,21,0,"{""act"": ""relu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.6, ""heads"": 8, ""hidden_channels"": 32, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 20000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.808,0.815,61,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_021\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,22,0,"{""act"": ""relu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.6, ""heads"": 8, ""hidden_channels"": 32, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 20000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.808,0.815,61,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_022\seed_0\run_0
glant_v7_edge_hop_hpo_cora_fixed_seed0,Cora,GLANT_v7,23,0,"{""act"": ""relu"", ""alpha"": 1.0, ""attn_dropout"": 0.55, ""branch_norm"": ""none"", ""dropout"": 0.6, ""heads"": 8, ""hidden_channels"": 32, ""hop_scalar_profile"": ""one_hop_strong"", ""lr"": 0.003, ""max_hops"": 2, ""norm"": ""layernorm"", ""num_edges"": 20000, ""num_layers"": 2, ""root_scalar_init"": 0.9, ""v7_num_banks"": 2, ""weight_decay"": 0.002}",0.808,0.813,61,Accuracy,higher,results\launches\glant_v7_edge_hop_hpo_cora_fixed_seed0\raw\Cora\GLANT_v7\hpo_trial_023\seed_0\run_0
