epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1
0,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49535107612609863, 0.49549245834350586]",0.4949877262115478,0.4954302906990051,0.0015908345812931,0.0015863324515521,0.4953510761260986,0.4954924583435058
0,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49674132466316223, 0.511246383190155]",0.4961056411266327,0.5109502673149109,0.0020059263333678,0.0023719377350062,0.4967413246631622,0.511246383190155
0,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49660101532936096, 0.4967423975467682]",0.496361494064331,0.49674853682518,0.0008636099519208,0.0008051988552324,0.4966010153293609,0.4967423975467682
0,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4979897141456604, 0.5124956965446472]",0.4977294206619262,0.5130295157432556,0.0003404339659027,0.0003717011713888,0.4979897141456604,0.5124956965446472
0,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49660101532936096, 0.4967423975467682]",0.496361494064331,0.49674853682518,0.0008636099519208,0.0008051988552324,0.4966010153293609,0.4967423975467682
0,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4979897141456604, 0.5124956965446472]",0.4977294206619262,0.5130295157432556,0.0003404341405257,0.0003717011131811,0.4979897141456604,0.5124956965446472
50,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5716972947120667, 0.5713209509849548]",0.6036351323127747,0.5945587754249573,0.0143113452941179,0.0137327937409281,0.5716972947120667,0.5713209509849548
50,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5658949017524719, 0.5830471515655518]",0.908293068408966,0.9108941555023192,0.0321759544312953,0.0310764033347368,0.5658949017524719,0.5830471515655518
50,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5735777020454407, 0.5731731653213501]",0.6064935922622681,0.5972081422805786,0.0061824209988117,0.0080022467300295,0.5735777020454407,0.5731731653213501
50,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5673220753669739, 0.5844518542289734]",0.9212756156921388,0.9233156442642212,0.0151019543409347,0.0145595362409949,0.5673220753669739,0.5844518542289734
50,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5735777020454407, 0.5731731653213501]",0.6064935922622681,0.5972081422805786,0.0061824209988117,0.0080022467300295,0.5735777020454407,0.5731731653213501
50,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5673220753669739, 0.5844518542289734]",0.9212756156921388,0.9233156442642212,0.0151019534096121,0.0145595362409949,0.5673220753669739,0.5844518542289734
100,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.6536394953727722, 0.6489636301994324]",0.7116355299949646,0.6895341873168945,0.0249539613723754,0.0215554442256689,0.6536394953727722,0.6489636301994324
100,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6036654710769653, 0.6188468933105469]",0.976737380027771,0.9746065735816956,0.0181494019925594,0.0190927442163229,0.6036654710769653,0.6188468933105469
