event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1
forward,0,train,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49535107612609863, 0.49549245834350586]",,,,0,,,0.49498772621154785,0.4954302906990051,0.0015908345812931657,0.0015863324515521526,0.49535107612609863,0.49549245834350586,,,,,,,,
forward,0,train,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49674132466316223, 0.511246383190155]",,,,0,,,0.4961056411266327,0.5109502673149109,0.0020059263333678246,0.002371937735006213,0.49674132466316223,0.511246383190155,,,,,,,,
backward,0,train,0,0.005,2,,,,,,,,,,,,0,0.0006679753875676482,,,,,,,,,,,,,,,
backward,0,train,1,0.005,2,,,,,,,,,,,,0,0.0013573813536759084,,,,,,,,,,,,,,,
forward,0,val,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49660101532936096, 0.4967423975467682]",,,,0,,,0.49636149406433105,0.49674853682518005,0.0008636099519208074,0.0008051988552324474,0.49660101532936096,0.4967423975467682,0.9999905228614807,nan,nan,nan,0.9999918937683105,nan,nan,nan
forward,0,val,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4979897141456604, 0.5124956965446472]",,,,0,,,0.49772942066192627,0.5130295157432556,0.0003404339659027755,0.0003717011713888496,0.4979897141456604,0.5124956965446472,0.999997079372406,nan,nan,nan,0.999999463558197,nan,nan,nan
forward,0,test,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49660101532936096, 0.4967423975467682]",,,,0,,,0.49636149406433105,0.49674853682518005,0.0008636099519208074,0.0008051988552324474,0.49660101532936096,0.4967423975467682,0.9999905228614807,nan,nan,nan,0.9999918937683105,nan,nan,nan
forward,0,test,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4979897141456604, 0.5124956965446472]",,,,0,,,0.49772942066192627,0.5130295157432556,0.00034043414052575827,0.0003717011131811887,0.4979897141456604,0.5124956965446472,0.999997079372406,nan,nan,nan,0.999999463558197,nan,nan,nan
forward,50,train,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5716972947120667, 0.5713209509849548]",,,,0,,,0.6036351323127747,0.5945587754249573,0.014311345294117928,0.013732793740928173,0.5716972947120667,0.5713209509849548,,,,,,,,
forward,50,train,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5658949017524719, 0.5830471515655518]",,,,0,,,0.9082930684089661,0.9108941555023193,0.032175954431295395,0.031076403334736824,0.5658949017524719,0.5830471515655518,,,,,,,,
