epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2
0,train,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.5,0.5,,0.0,0.0
0,train,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.5,0.5,,0.0,0.0
0,val,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.5024572610855103,0.4975427091121673,,0.0006850522477179,0.0006850528880022
0,val,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.5025124549865723,0.4974875450134277,,1.956928826984949e-05,1.9569346477510408e-05
0,test,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.5024572610855103,0.4975427091121673,,0.0006850522477179,0.0006850528880022
0,test,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.5025124549865723,0.4974875450134277,,1.956928826984949e-05,1.9569346477510408e-05
50,train,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.5941600799560547,0.4058398604393005,,0.0057130218483507,0.0057130209170281
50,train,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.390455424785614,0.609544575214386,,0.0065894932486116,0.0065894979052245
50,val,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.5974321365356445,0.4025679230690002,,0.0058764489367604,0.0058764475397765
50,val,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.3877015113830566,0.6122984290122986,,0.0067274323664605,0.0067274360917508
50,test,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.5974321365356445,0.4025679230690002,,0.0058764489367604,0.0058764475397765
50,test,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.3877015113830566,0.6122984290122986,,0.0067274323664605,0.0067274360917508
100,train,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.7663440704345703,0.2336558699607849,,0.011001861654222,0.0110018597915768
100,train,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.2575089037418365,0.7424910664558411,,0.0125198103487491,0.0125198122113943
100,val,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.7681594491004944,0.2318405658006668,,0.0110603459179401,0.0110603440552949
100,val,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.2564990520477295,0.7435008883476257,,0.0117597645148634,0.0117597626522183
100,test,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.7681594491004944,0.2318405658006668,,0.0110603459179401,0.0110603440552949
100,test,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.2564990520477295,0.7435008883476257,,0.0117597645148634,0.0117597626522183
150,train,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.8461569547653198,0.1538430005311966,,0.0097919832915067,0.0097919842228293
150,train,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.2267476469278335,0.7732523083686829,,0.041972629725933,0.0419726371765136
150,val,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.8472995758056641,0.1527003347873687,,0.0097388448193669,0.0097388429567217
150,val,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.2266758680343628,0.7733241319656372,,0.0389825403690338,0.0389825440943241
150,test,0,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 64]","[false, false, false]",,0.8472995758056641,0.1527003347873687,,0.0097388448193669,0.0097388429567217
150,test,1,3,1.0,0.0,1.0,"[2708, 2]",,"[2708, 2]","[2708, 2, 7]","[false, false, false]",,0.2266758680343628,0.7733241319656372,,0.0389825403690338,0.0389825440943241
