event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_mean_hop_4,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,weights_std_hop_4,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3,hop_scalar_hop_4,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2,attention_norm_entropy_mean_hop_3,attention_mae_from_baseline_hop_3,attention_max_abs_diff_from_baseline_hop_3,attention_cosine_to_baseline_hop_3,attention_norm_entropy_mean_hop_4,attention_mae_from_baseline_hop_4,attention_max_abs_diff_from_baseline_hop_4,attention_cosine_to_baseline_hop_4
forward,0,train,0,0.002,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.49601852893829346, 0.501254141330719, 0.5036253929138184, 0.49602311849594116, 0.5032116174697876]",,,,0,,,0.4960189163684845,0.5013037323951721,0.5035011768341064,0.49602198600769043,0.5032102465629578,0.0007699748384766281,0.0007824005442671478,0.0007518073543906212,0.0007883557700552046,0.0007670454797334969,0.49601852893829346,0.501254141330719,0.5036253929138184,0.49602311849594116,0.5032116174697876,,,,,,,,,,,,,,,,,,,,
backward,0,train,0,0.002,5,,,,,,,,,,,,0,0.04346899767956913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.002,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.49551862478256226, 0.5007541179656982, 0.5031254291534424, 0.4955231249332428, 0.5027116537094116]",,,,0,,,0.49543827772140503,0.5007818341255188,0.5030086040496826,0.49551451206207275,0.5026747584342957,0.00037754522054456174,0.0003953503037337214,0.0003670451696962118,0.0003944934578612447,0.0003687797870952636,0.49551862478256226,0.5007541179656982,0.5031254291534424,0.4955231249332428,0.5027116537094116,,,,,0.9999969005584717,nan,nan,nan,0.9999974370002747,nan,nan,nan,0.9999973773956299,nan,nan,nan,0.9999974370002747,nan,nan,nan
forward,0,test,0,0.002,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.49551862478256226, 0.5007541179656982, 0.5031254291534424, 0.4955231249332428, 0.5027116537094116]",,,,0,,,0.49543827772140503,0.5007818341255188,0.5030086040496826,0.49551451206207275,0.5026747584342957,0.00037754522054456174,0.0003953503037337214,0.0003670451696962118,0.0003944934578612447,0.0003687797870952636,0.49551862478256226,0.5007541179656982,0.5031254291534424,0.4955231249332428,0.5027116537094116,,,,,0.9999969005584717,nan,nan,nan,0.9999974370002747,nan,nan,nan,0.9999973773956299,nan,nan,nan,0.9999974370002747,nan,nan,nan
forward,50,train,0,0.002,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5099393129348755, 0.519027829170227, 0.5176937580108643, 0.5067746043205261, 0.5112579464912415]",,,,0,,,0.5127285122871399,0.5219929218292236,0.5193936824798584,0.507978618144989,0.5119614601135254,0.0013555967016145587,0.0014912444166839123,0.00094880216056481,0.0008242706535384059,0.0006140827899798751,0.5099393129348755,0.519027829170227,0.5176937580108643,0.5067746043205261,0.5112579464912415,,,,,,,,,,,,,,,,,,,,
backward,50,train,0,0.002,5,,,,,,,,,,,,0,0.021528865686141426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.002,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5102133750915527, 0.5193819999694824, 0.5179763436317444, 0.5070925354957581, 0.5116206407546997]",,,,0,,,0.5129923820495605,0.5223588943481445,0.519677996635437,0.5083206295967102,0.5123482942581177,0.0006849516066722572,0.0007461571367457509,0.0004846914380323142,0.00045802659587934613,0.0003388061886653304,0.5102133750915527,0.5193819999694824,0.5179763436317444,0.5070925354957581,0.5116206407546997,,,,,0.9999987483024597,0.00047770628589205444,0.005334943532943726,0.9999985694885254,0.9999990463256836,0.00034622076782397926,0.0036672353744506836,0.9999984502792358,0.9999991655349731,0.000403556419769302,0.0057607293128967285,0.9999973177909851,0.9999989867210388,0.0004532031889539212,0.0036073923110961914,0.9999975562095642
forward,50,test,0,0.002,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5102133750915527, 0.5193819999694824, 0.5179763436317444, 0.5070925354957581, 0.5116206407546997]",,,,0,,,0.5129923820495605,0.5223588943481445,0.519677996635437,0.5083206295967102,0.5123482942581177,0.0006849516066722572,0.0007461571367457509,0.0004846914380323142,0.00045802659587934613,0.0003388061886653304,0.5102133750915527,0.5193819999694824,0.5179763436317444,0.5070925354957581,0.5116206407546997,,,,,0.9999987483024597,0.00047770628589205444,0.005334943532943726,0.9999985694885254,0.9999990463256836,0.0003462207969278097,0.0036672353744506836,0.9999984502792358,0.9999991655349731,0.000403556419769302,0.0057607293128967285,0.9999973177909851,0.9999989867210388,0.0004532031889539212,0.0036073923110961914,0.9999975562095642
forward,100,train,0,0.0012,5,4,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[3327, 5]","[3327, 5]",,"[3327, 5, 32]","[false, false, false, false, false]","[0.5197415351867676, 0.534159243106842, 0.5311418771743774, 0.5207000970840454, 0.5287670493125916]",,,,0,,,0.5211915373802185,0.5363479852676392,0.5323642492294312,0.5216581225395203,0.5295417308807373,0.0008198239956982434,0.0011864184634760022,0.0006685718544758856,0.0005324596422724426,0.00047843088395893574,0.5197415351867676,0.534159243106842,0.5311418771743774,0.5207000970840454,0.5287670493125916,,,,,,,,,,,,,,,,,,,,
backward,100,train,0,0.0012,5,,,,,,,,,,,,0,0.018987705429255385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
