event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2
forward,0,train,0,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 64]","[false, false, false]",0.25,0.75,0.25,1,,,,0.5,0.5,,0.0,0.0,,,,,,,,,,,,
forward,0,train,1,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 3]","[false, false, false]",0.25,0.75,0.25,1,,,,0.5,0.5,,0.0,0.0,,,,,,,,,,,,
backward,0,train,0,0.005,3,,,,,,0.25,0.75,0.25,0,0.0015654370718786764,,,,,,,,,,,,,,,,,,,
backward,0,train,1,0.005,3,,,,,,0.25,0.75,0.25,0,9.513103466508225e-05,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 64]","[false, false, false]",0.25,0.75,0.25,1,,,,0.6857064962387085,0.31429344415664673,,0.11372128129005432,0.11372128129005432,,,,,,,,,,,,
forward,0,val,1,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 3]","[false, false, false]",0.25,0.75,0.25,1,,,,0.4997197389602661,0.5002802014350891,,0.0012180746998637915,0.0012180752819404006,,,,,,,,,,,,
forward,0,test,0,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 64]","[false, false, false]",0.25,0.75,0.25,1,,,,0.6857064962387085,0.31429344415664673,,0.11372128129005432,0.11372128129005432,,,,,,,,,,,,
forward,0,test,1,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 3]","[false, false, false]",0.25,0.75,0.25,1,,,,0.4997197389602661,0.5002802014350891,,0.0012180746998637915,0.0012180752819404006,,,,,,,,,,,,
forward,50,train,0,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 64]","[false, false, false]",0.25,0.75,0.25,1,,,,0.4646710455417633,0.5353289246559143,,0.17816662788391113,0.17816662788391113,,,,,,,,,,,,
forward,50,train,1,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 3]","[false, false, false]",0.25,0.75,0.25,1,,,,0.49123507738113403,0.508764922618866,,0.3129194974899292,0.3129194676876068,,,,,,,,,,,,
backward,50,train,0,0.005,3,,,,,,0.25,0.75,0.25,0,0.02336863834439168,,,,,,,,,,,,,,,,,,,
backward,50,train,1,0.005,3,,,,,,0.25,0.75,0.25,0,0.012906669168470645,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 64]","[false, false, false]",0.25,0.75,0.25,1,,,,0.4938102662563324,0.5061896443367004,,0.1802733689546585,0.1802733838558197,,,,,,,,,,,,
forward,50,val,1,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 3]","[false, false, false]",0.25,0.75,0.25,1,,,,0.4854496717453003,0.5145502686500549,,0.31884148716926575,0.31884145736694336,,,,,,,,,,,,
forward,50,test,0,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 64]","[false, false, false]",0.25,0.75,0.25,1,,,,0.4938102662563324,0.5061896443367004,,0.1802733689546585,0.1802733838558197,,,,,,,,,,,,
forward,50,test,1,0.005,3,"[10942, 2]",,"[10942, 2]","[10942, 2, 3]","[false, false, false]",0.25,0.75,0.25,1,,,,0.4854496717453003,0.5145502686500549,,0.31884145736694336,0.31884145736694336,,,,,,,,,,,,
