event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_mean_hop_4,weights_mean_hop_5,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,weights_std_hop_4,weights_std_hop_5,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3,hop_scalar_hop_4,hop_scalar_hop_5,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2,attention_norm_entropy_mean_hop_3,attention_mae_from_baseline_hop_3,attention_max_abs_diff_from_baseline_hop_3,attention_cosine_to_baseline_hop_3,attention_norm_entropy_mean_hop_4,attention_mae_from_baseline_hop_4,attention_max_abs_diff_from_baseline_hop_4,attention_cosine_to_baseline_hop_4,attention_norm_entropy_mean_hop_5,attention_mae_from_baseline_hop_5,attention_max_abs_diff_from_baseline_hop_5,attention_cosine_to_baseline_hop_5
forward,0,train,0,0.002,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4950285255908966, 0.4968843460083008, 0.4985528290271759, 0.49478408694267273, 0.5022015571594238, 0.5016952753067017]",,,,0,,,0.4855389893054962,0.5033911466598511,0.5030477643013,0.5051286220550537,0.49599748849868774,0.5097314119338989,0.051983948796987534,0.05977952852845192,0.05301200598478317,0.052783578634262085,0.05122700706124306,0.0527009591460228,0.4950285255908966,0.4968843460083008,0.4985528290271759,0.49478408694267273,0.5022015571594238,0.5016952753067017,,,,,,,,,,,,,,,,,,,,,,,,
backward,0,train,0,0.002,6,,,,,,,,,,,,0,0.45205943261887077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.002,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.49452856183052063, 0.4963843822479248, 0.49905282258987427, 0.4952840507030487, 0.5017015933990479, 0.5011953115463257]",,,,0,,,0.47661519050598145,0.5004546046257019,0.5069572329521179,0.5156892538070679,0.48781532049179077,0.5098147988319397,0.029146825894713402,0.026321569457650185,0.02464287355542183,0.027643421664834023,0.023533301427960396,0.0283065102994442,0.49452856183052063,0.4963843822479248,0.49905282258987427,0.4952840507030487,0.5017015933990479,0.5011953115463257,0.9864252209663391,nan,nan,nan,0.9911565780639648,nan,nan,nan,0.9915646910667419,nan,nan,nan,0.9912406802177429,nan,nan,nan,0.9905080795288086,nan,nan,nan,0.9908212423324585,nan,nan,nan
forward,0,test,0,0.002,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.49452856183052063, 0.4963843822479248, 0.49905282258987427, 0.4952840507030487, 0.5017015933990479, 0.5011953115463257]",,,,0,,,0.47661519050598145,0.5004546046257019,0.5069572329521179,0.5156892538070679,0.48781532049179077,0.5098147988319397,0.029146825894713402,0.026321569457650185,0.02464287355542183,0.027643421664834023,0.023533301427960396,0.0283065102994442,0.49452856183052063,0.4963843822479248,0.49905282258987427,0.4952840507030487,0.5017015933990479,0.5011953115463257,0.9864252209663391,nan,nan,nan,0.9911565780639648,nan,nan,nan,0.9915646910667419,nan,nan,nan,0.9912406802177429,nan,nan,nan,0.9905080795288086,nan,nan,nan,0.9908212423324585,nan,nan,nan
forward,50,train,0,0.00043199999999999993,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48884207010269165, 0.5005666017532349, 0.5004164576530457, 0.4901096522808075, 0.49405354261398315, 0.49658647179603577]",,,,0,,,0.3715772330760956,0.6145511269569397,0.5557356476783752,0.47816595435142517,0.36714598536491394,0.3304344713687897,0.12036556005477905,0.09029629081487656,0.10715711861848831,0.1631685197353363,0.12192384153604507,0.10883480310440063,0.48884207010269165,0.5005666017532349,0.5004164576530457,0.4901096522808075,0.49405354261398315,0.49658647179603577,,,,,,,,,,,,,,,,,,,,,,,,
backward,50,train,0,0.00043199999999999993,6,,,,,,,,,,,,0,0.2076456108950852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.00043199999999999993,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48881834745407104, 0.5004818439483643, 0.5004131197929382, 0.4900567829608917, 0.4940131902694702, 0.49655550718307495]",,,,0,,,0.3736652731895447,0.617917001247406,0.5481896996498108,0.47910353541374207,0.3603159189224243,0.333096444606781,0.09507700055837631,0.07535664737224579,0.09113416820764542,0.14273425936698914,0.10411661863327026,0.09328817576169968,0.48881834745407104,0.5004818439483643,0.5004131197929382,0.4900567829608917,0.4940131902694702,0.49655550718307495,0.936383843421936,0.06690637767314911,0.485723078250885,0.9759918451309204,0.9440146684646606,0.016615165397524834,0.7430270910263062,0.9473482966423035,0.8828750252723694,0.01846994087100029,0.9014379978179932,0.8199029564857483,0.9652748703956604,0.014091524295508862,0.4435568153858185,0.9166368842124939,0.949309229850769,0.017749914899468422,0.5037879943847656,0.892022967338562,0.9493342638015747,0.024312295019626617,0.8219830393791199,0.9113417863845825
forward,50,test,0,0.00043199999999999993,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48881834745407104, 0.5004818439483643, 0.5004131197929382, 0.4900567829608917, 0.4940131902694702, 0.49655550718307495]",,,,0,,,0.3736652731895447,0.617917001247406,0.5481896996498108,0.47910353541374207,0.3603159189224243,0.333096444606781,0.09507700055837631,0.07535664737224579,0.09113416820764542,0.14273425936698914,0.10411661863327026,0.09328817576169968,0.48881834745407104,0.5004818439483643,0.5004131197929382,0.4900567829608917,0.4940131902694702,0.49655550718307495,0.936383843421936,0.06690637767314911,0.485723078250885,0.9759918451309204,0.9440146684646606,0.016615165397524834,0.7430270910263062,0.9473482966423035,0.8828750252723694,0.01846994087100029,0.9014379978179932,0.8199029564857483,0.9652748703956604,0.014091524295508862,0.4435568153858185,0.9166368842124939,0.949309229850769,0.017749914899468422,0.5037879943847656,0.892022967338562,0.9493342638015747,0.024312295019626617,0.8219830393791199,0.9113417863845825
forward,100,train,0,3.359231999999999e-05,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48811036348342896, 0.4988594949245453, 0.5000659227371216, 0.48957961797714233, 0.4930875301361084, 0.4962855875492096]",,,,0,,,0.35953760147094727,0.5871188044548035,0.5338180065155029,0.46845319867134094,0.34845903515815735,0.33548906445503235,0.10944066196680069,0.09528113901615143,0.10889030247926712,0.1658078283071518,0.12785936892032623,0.11168230324983597,0.48811036348342896,0.4988594949245453,0.5000659227371216,0.48957961797714233,0.4930875301361084,0.4962855875492096,,,,,,,,,,,,,,,,,,,,,,,,
backward,100,train,0,3.359231999999999e-05,6,,,,,,,,,,,,0,0.23588898642022957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
