epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1
100,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.615898847579956, 0.6197488307952881]",0.9687352180480956,0.9209800362586976,0.0226484891027212,0.0380128100514411,0.615898847579956,0.6197488307952881
100,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.6587927341461182, 0.6395428776741028]",0.7118450403213501,0.6625242829322815,0.0110937086865305,0.0105548752471804,0.6587927341461182,0.6395428776741028
100,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6167163848876953, 0.6206297278404236]",0.9748832583427428,0.92851585149765,0.007306455168873,0.0252496153116226,0.6167163848876953,0.6206297278404236
100,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.6587927341461182, 0.6395428776741028]",0.7118450403213501,0.6625242829322815,0.0110937086865305,0.0105548752471804,0.6587927341461182,0.6395428776741028
100,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6167163848876953, 0.6206297278404236]",0.9748832583427428,0.92851585149765,0.0073064561001956,0.0252496153116226,0.6167163848876953,0.6206297278404236
150,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7211339473724365, 0.6898667216300964]",0.7765542268753052,0.7108847498893738,0.0246944036334753,0.0153161277994513,0.7211339473724365,0.6898667216300964
150,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6479411721229553, 0.653742790222168]",0.9843708276748656,0.9507731795310974,0.0137556223198771,0.0294467490166425,0.6479411721229553,0.653742790222168
150,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7221415042877197, 0.6906046867370605]",0.7784339189529419,0.7116901278495789,0.0120409214869141,0.0090589206665754,0.7221415042877197,0.6906046867370605
150,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6484552621841431, 0.6542021036148071]",0.988525927066803,0.9566413760185242,0.0029409590642899,0.015717264264822,0.6484552621841431,0.6542021036148071
150,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7221415042877197, 0.6906046867370605]",0.7784339189529419,0.7116901278495789,0.0120409214869141,0.0090589206665754,0.7221415042877197,0.6906046867370605
150,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6484552621841431, 0.6542021036148071]",0.988525927066803,0.9566413760185242,0.0029409592971205,0.015717264264822,0.6484552621841431,0.6542021036148071
200,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7662373781204224, 0.7217185497283936]",0.8150248527526855,0.7382994294166565,0.0226093512028455,0.0128900129348039,0.7662373781204224,0.7217185497283936
200,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6702452301979065, 0.6766417622566223]",0.987549364566803,0.9589483737945556,0.0115103814750909,0.0244441516697406,0.6702452301979065,0.6766417622566223
200,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7669801712036133, 0.7223365306854248]",0.816778302192688,0.738953173160553,0.0115266311913728,0.0075642927549779,0.7669801712036133,0.7223365306854248
200,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6706499457359314, 0.6770780086517334]",0.9908335208892822,0.963281512260437,0.0017749028047546,0.0109472991898655,0.6706499457359314,0.6770780086517334
200,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7669801712036133, 0.7223365306854248]",0.816778302192688,0.738953173160553,0.0115266311913728,0.0075642927549779,0.7669801712036133,0.7223365306854248
200,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6706499457359314, 0.6770780086517334]",0.9908335208892822,0.963281512260437,0.0017749029211699,0.0109472991898655,0.6706499457359314,0.6770780086517334
250,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.786889374256134, 0.7383357882499695]",0.8313513994216919,0.7529463171958923,0.0210132058709859,0.0109909139573574,0.786889374256134,0.7383357882499695
250,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6817183494567871, 0.6880073547363281]",0.9885029196739196,0.959616720676422,0.010615887120366,0.0238118469715118,0.6817183494567871,0.6880073547363281
250,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7871347665786743, 0.7385379672050476]",0.8324715495109558,0.753395140171051,0.010981154628098,0.0066983243450522,0.7871347665786743,0.7385379672050476
250,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6818594932556152, 0.6881629824638367]",0.9918118119239808,0.9646574854850768,0.0016636857762932,0.0102863777428865,0.6818594932556152,0.6881629824638367
250,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7871347665786743, 0.7385379672050476]",0.8324715495109558,0.753395140171051,0.010981154628098,0.0066983243450522,0.7871347665786743,0.7385379672050476
250,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6818594932556152, 0.6881629824638367]",0.9918118119239808,0.9646574854850768,0.0016636857762932,0.0102863777428865,0.6818594932556152,0.6881629824638367
