epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1
0,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49535107612609863, 0.49549245834350586]",0.4949877262115478,0.4954302906990051,0.0015908345812931,0.0015863324515521,0.4953510761260986,0.4954924583435058
0,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49674132466316223, 0.511246383190155]",0.4961095154285431,0.5107634663581848,0.0021635496523231,0.0026228132192045,0.4967413246631622,0.511246383190155
0,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49410125613212585, 0.4942426085472107]",0.4936612248420715,0.494147390127182,0.0008083035354502,0.0007869422552175,0.4941012561321258,0.4942426085472107
0,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4954914152622223, 0.5099969506263733]",0.4943897128105163,0.5097416043281555,0.0003466807538643,0.0004003516223747,0.4954914152622223,0.5099969506263733
0,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49410125613212585, 0.4942426085472107]",0.4936612248420715,0.494147390127182,0.0008083035354502,0.0007869422552175,0.4941012561321258,0.4942426085472107
0,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4954914152622223, 0.5099969506263733]",0.4943897128105163,0.5097416043281555,0.0003466805501375,0.0004003516514785,0.4954914152622223,0.5099969506263733
50,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5657274127006531, 0.563696563243866]",0.5876615047454834,0.5794370174407959,0.0112824123352766,0.0109761646017432,0.5657274127006531,0.563696563243866
50,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5626301765441895, 0.5628619194030762]",0.8628004193305969,0.7697861194610596,0.0387539900839328,0.044266689568758,0.5626301765441895,0.5628619194030762
50,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5676038265228271, 0.565426766872406]",0.5902671813964844,0.5815885066986084,0.006320989690721,0.0067334594205021,0.5676038265228271,0.565426766872406
50,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5641823410987854, 0.5640944838523865]",0.8755620718002319,0.7797452807426453,0.0211466997861862,0.031930461525917,0.5641823410987854,0.5640944838523865
50,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5676038265228271, 0.565426766872406]",0.5902671813964844,0.5815885066986084,0.006320989690721,0.0067334594205021,0.5676038265228271,0.565426766872406
50,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5641823410987854, 0.5640944838523865]",0.8755620718002319,0.7797452807426453,0.0211466997861862,0.0319304652512073,0.5641823410987854,0.5640944838523865
100,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.6572062373161316, 0.638322651386261]",0.7098534107208252,0.661436915397644,0.0230124946683645,0.017101053148508,0.6572062373161316,0.638322651386261
