event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2
forward,0,train,0,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.5761169195175171,0.21194155514240265,0.21194155514240265,0.0,0.0,0.0,,,,,,,,,,,,
forward,0,train,1,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.5761169195175171,0.21194155514240265,0.21194155514240265,0.0,0.0,0.0,,,,,,,,,,,,
forward,0,train,2,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.5761169195175171,0.21194155514240265,0.21194155514240265,0.0,0.0,0.0,,,,,,,,,,,,
backward,0,train,0,0.005,3,,,,,,,,,0,0.03781483944468448,,,,,,,,,,,,,,,,,,,
backward,0,train,1,0.005,3,,,,,,,,,0,0.08843300398815528,,,,,,,,,,,,,,,,,,,
backward,0,train,2,0.005,3,,,,,,,,,0,0.5826455537766042,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.5792444944381714,0.21053335070610046,0.21022215485572815,0.006175528280436993,0.003694497514516115,0.004103422164916992,,,,,,,,,,,,
forward,0,val,1,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.5747354626655579,0.2189866155385971,0.20627793669700623,0.004402023274451494,0.0030711102299392223,0.0032151818741112947,,,,,,,,,,,,
forward,0,val,2,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.5752758979797363,0.21062181890010834,0.21410229802131653,0.005746993701905012,0.0028278192039579153,0.0032245612237602472,,,,,,,,,,,,
forward,0,test,0,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.5792444944381714,0.21053335070610046,0.21022215485572815,0.006175528280436993,0.003694497514516115,0.004103422164916992,,,,,,,,,,,,
forward,0,test,1,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.5747354626655579,0.2189866155385971,0.20627793669700623,0.004402023274451494,0.0030711102299392223,0.0032151818741112947,,,,,,,,,,,,
forward,0,test,2,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.5752758979797363,0.21062181890010834,0.21410229802131653,0.005746993701905012,0.0028278192039579153,0.0032245612237602472,,,,,,,,,,,,
forward,50,train,0,0.00108,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.6922248005867004,0.17013150453567505,0.1376437097787857,0.059317756444215775,0.032934851944446564,0.032645948231220245,,,,,,,,,,,,
forward,50,train,1,0.00108,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.7487561702728271,0.19515293836593628,0.05609084665775299,0.0678144246339798,0.05375317484140396,0.027122093364596367,,,,,,,,,,,,
forward,50,train,2,0.00108,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.7843965888023376,0.10632508993148804,0.10927829891443253,0.09653881937265396,0.049213021993637085,0.04909798502922058,,,,,,,,,,,,
backward,50,train,0,0.00108,3,,,,,,,,,0,0.007456987323195387,,,,,,,,,,,,,,,,,,,
backward,50,train,1,0.00108,3,,,,,,,,,0,0.012054281854313231,,,,,,,,,,,,,,,,,,,
backward,50,train,2,0.00108,3,,,,,,,,,0,0.05056103045190748,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.00108,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.6922682523727417,0.17021356523036957,0.13751822710037231,0.05929413065314293,0.03295779228210449,0.03258845955133438,,,,,,,,,,,,
forward,50,val,1,0.00108,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.7520010471343994,0.19401773810386658,0.05398118123412132,0.05949196219444275,0.047877080738544464,0.021519942209124565,,,,,,,,,,,,
forward,50,val,2,0.00108,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.8031411170959473,0.09733514487743378,0.09952366352081299,0.07817167043685913,0.04095170274376869,0.03887075185775757,,,,,,,,,,,,
forward,50,test,0,0.00108,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.6922682523727417,0.17021356523036957,0.13751822710037231,0.05929413065314293,0.03295779228210449,0.03258845955133438,,,,,,,,,,,,
forward,50,test,1,0.00108,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.7520010471343994,0.19401773810386658,0.05398118123412132,0.05949196219444275,0.047877080738544464,0.021519942209124565,,,,,,,,,,,,
forward,50,test,2,0.00108,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.8031411170959473,0.09733514487743378,0.09952366352081299,0.07817167043685913,0.04095170646905899,0.03887075185775757,,,,,,,,,,,,
forward,100,train,0,0.000139968,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.6951262950897217,0.168562650680542,0.13631106913089752,0.05703587085008621,0.031239351257681847,0.031554315239191055,,,,,,,,,,,,
forward,100,train,1,0.000139968,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.7560575604438782,0.1898929625749588,0.054049521684646606,0.0645870566368103,0.05088093504309654,0.025668352842330933,,,,,,,,,,,,
forward,100,train,2,0.000139968,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.8110935688018799,0.09519164264202118,0.09371481090784073,0.09652836620807648,0.04944209009408951,0.048053257167339325,,,,,,,,,,,,
backward,100,train,0,0.000139968,3,,,,,,,,,0,0.018933762247526287,,,,,,,,,,,,,,,,,,,
backward,100,train,1,0.000139968,3,,,,,,,,,0,0.036294983821363744,,,,,,,,,,,,,,,,,,,
backward,100,train,2,0.000139968,3,,,,,,,,,0,0.030663053355737168,,,,,,,,,,,,,,,,,,,
forward,100,val,0,0.000139968,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.6951086521148682,0.16857191920280457,0.13631947338581085,0.05702543631196022,0.031228704378008842,0.03155305236577988,,,,,,,,,,,,
forward,100,val,1,0.000139968,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.7587813138961792,0.1891440898180008,0.052074600011110306,0.05547104775905609,0.044470734894275665,0.020107902586460114,,,,,,,,,,,,
