event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2
forward,0,train,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",,,,0,,,0.5761168599128723,0.21194155514240265,0.21194155514240265,0.0,0.0,0.0,,,,,,,,,,,,
forward,0,train,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5761168599128723,0.21194155514240265,0.21194155514240265,0.0,0.0,0.0,,,,,,,,,,,,
backward,0,train,0,0.005,3,,,,,,,,,0,0.09469825136206046,,,,,,,,,,,,,,,,,,,
backward,0,train,1,0.005,3,,,,,,,,,0,0.5030630934794471,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",,,,0,,,0.5728804469108582,0.2133893221616745,0.21373014152050018,0.0005493413773365319,0.0003525335341691971,0.00030307963606901467,,,,,,,,,,,,
forward,0,val,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5658214092254639,0.21721036732196808,0.21696820855140686,0.006451928056776524,0.00366641185246408,0.0037585266400128603,,,,,,,,,,,,
forward,0,test,0,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",,,,0,,,0.5728804469108582,0.2133893221616745,0.21373014152050018,0.0005493413773365319,0.0003525335341691971,0.00030307963606901467,,,,,,,,,,,,
forward,0,test,1,0.005,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.5658214092254639,0.21721036732196808,0.21696820855140686,0.006451928056776524,0.00366641185246408,0.0037585271056741476,,,,,,,,,,,,
forward,50,train,0,0.003,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]",,,,0,,,0.6430628895759583,0.17613834142684937,0.1807987242937088,0.004426388535648584,0.0020861634984612465,0.002539189299568534,,,,,,,,,,,,
forward,50,train,1,0.003,3,"[2708, 3]","[2708, 3]",,"[2708, 3, 7]","[false, false, false]",,,,0,,,0.9081331491470337,0.04504666477441788,0.04682027921080589,0.1082153171300888,0.055889520794153214,0.05425635725259781,,,,,,,,,,,,
