event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2
forward,0,train,0,0.005,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 32]","[false, false, false]",1.0,0.0,1.0,1,,,,0.5,0.5,,0.0,0.0,,,,,,,,,,,,
forward,0,train,1,0.005,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 6]","[false, false, false]",1.0,0.0,1.0,1,,,,0.5,0.5,,0.0,0.0,,,,,,,,,,,,
backward,0,train,0,0.005,3,,,,,,1.0,0.0,1.0,0,0.02725172599785964,,,,,,,,,,,,,,,,,,,
backward,0,train,1,0.005,3,,,,,,1.0,0.0,1.0,0,0.06182198547169717,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.005,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 32]","[false, false, false]",1.0,0.0,1.0,1,,,,0.4968913495540619,0.5031086802482605,,0.000532676640432328,0.0005326770478859544,,,,,,,,,,,,
forward,0,val,1,0.005,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 6]","[false, false, false]",1.0,0.0,1.0,1,,,,0.49408602714538574,0.5059139728546143,,0.005161241628229618,0.00516123790293932,,,,,,,,,,,,
forward,0,test,0,0.005,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 32]","[false, false, false]",1.0,0.0,1.0,1,,,,0.4968913495540619,0.5031086802482605,,0.000532676640432328,0.0005326770478859544,,,,,,,,,,,,
forward,0,test,1,0.005,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 6]","[false, false, false]",1.0,0.0,1.0,1,,,,0.49408602714538574,0.5059139728546143,,0.005161241628229618,0.005161238368600607,,,,,,,,,,,,
forward,50,train,0,0.00108,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 32]","[false, false, false]",1.0,0.0,1.0,1,,,,0.5380083918571472,0.46199163794517517,,0.002525536110624671,0.00252553541213274,,,,,,,,,,,,
forward,50,train,1,0.00108,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 6]","[false, false, false]",1.0,0.0,1.0,1,,,,0.543632984161377,0.45636701583862305,,0.11576550453901291,0.11576550453901291,,,,,,,,,,,,
backward,50,train,0,0.00108,3,,,,,,1.0,0.0,1.0,0,0.0014834137427304776,,,,,,,,,,,,,,,,,,,
backward,50,train,1,0.00108,3,,,,,,1.0,0.0,1.0,0,0.10297827015081162,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.00108,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 32]","[false, false, false]",1.0,0.0,1.0,1,,,,0.5381150841712952,0.4618849456310272,,0.002520783571526408,0.002520786365494132,,,,,,,,,,,,
forward,50,val,1,0.00108,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 6]","[false, false, false]",1.0,0.0,1.0,1,,,,0.5449427366256714,0.4550572633743286,,0.10142182558774948,0.10142182558774948,,,,,,,,,,,,
forward,50,test,0,0.00108,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 32]","[false, false, false]",1.0,0.0,1.0,1,,,,0.5381150841712952,0.4618849456310272,,0.002520783571526408,0.002520786365494132,,,,,,,,,,,,
forward,50,test,1,0.00108,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 6]","[false, false, false]",1.0,0.0,1.0,1,,,,0.5449427366256714,0.4550572633743286,,0.10142182558774948,0.10142182558774948,,,,,,,,,,,,
forward,100,train,0,8.39808e-05,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 32]","[false, false, false]",1.0,0.0,1.0,1,,,,0.5407963395118713,0.45920366048812866,,0.0023796716704964638,0.002379670739173889,,,,,,,,,,,,
forward,100,train,1,8.39808e-05,3,"[3327, 2]",,"[3327, 2]","[3327, 2, 6]","[false, false, false]",1.0,0.0,1.0,1,,,,0.5391907095909119,0.46080926060676575,,0.11701006442308426,0.11701006442308426,,,,,,,,,,,,
backward,100,train,0,8.39808e-05,3,,,,,,1.0,0.0,1.0,0,0.004326850100800773,,,,,,,,,,,,,,,,,,,
