event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_std_hop_0,hop_scalar_hop_0,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0
forward,100,test,0,0.005,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 64]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.999600350856781,0.0040925792418420315,0.11113348603248596,0.999540388584137
forward,100,test,1,0.005,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 7]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.992734968662262,0.01923436112701893,0.301822304725647,0.9919378757476807
forward,150,train,0,0.005,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 64]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
forward,150,train,1,0.005,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 7]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
backward,150,train,0,0.005,1,,,,,,,,,,,,0,,,,,,,,,
backward,150,train,1,0.005,1,,,,,,,,,,,,0,,,,,,,,,
forward,150,val,0,0.005,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 64]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9990144371986389,0.006431985180824995,0.18732380867004395,0.9988527297973633
forward,150,val,1,0.005,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 7]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9974861145019531,0.009285801090300083,0.15762770175933838,0.9978486895561218
forward,150,test,0,0.005,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 64]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9990144371986389,0.006431985646486282,0.18732380867004395,0.9988527297973633
forward,150,test,1,0.005,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 7]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9974861145019531,0.009285801090300083,0.15762770175933838,0.9978486895561218
forward,200,train,0,0.003,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 64]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
forward,200,train,1,0.003,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 7]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
backward,200,train,0,0.003,1,,,,,,,,,,,,0,,,,,,,,,
backward,200,train,1,0.003,1,,,,,,,,,,,,0,,,,,,,,,
forward,200,val,0,0.003,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 64]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9986069202423096,0.007685096934437752,0.2232849895954132,0.9983670115470886
forward,200,val,1,0.003,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 7]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9985145926475525,0.008071298711001873,0.126855731010437,0.9985033869743347
forward,200,test,0,0.003,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 64]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9986069202423096,0.007685096934437752,0.2232849895954132,0.9983670115470886
forward,200,test,1,0.003,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 7]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9985145926475525,0.008071298711001873,0.12685567140579224,0.9985033869743347
forward,250,train,0,0.000648,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 64]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
forward,250,train,1,0.000648,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 7]",[false],[1.0],,,,0,,,1.0,0.0,1.0,,,,
backward,250,train,0,0.000648,1,,,,,,,,,,,,0,,,,,,,,,
backward,250,train,1,0.000648,1,,,,,,,,,,,,0,,,,,,,,,
forward,250,val,0,0.000648,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 64]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9985118508338928,0.007888448424637318,0.2437807321548462,0.9982684254646301
forward,250,val,1,0.000648,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 7]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9987313747406006,0.0073635452426970005,0.12048351764678955,0.9987058043479919
forward,250,test,0,0.000648,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 64]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9985118508338928,0.007888448424637318,0.2437807321548462,0.9982684254646301
forward,250,test,1,0.000648,1,1,"[""hop_1""]","[2708, 1]","[2708, 1]",,"[2708, 1, 7]",[false],[1.0],,,,0,,,1.0,0.0,1.0,0.9987313747406006,0.0073635452426970005,0.12048357725143433,0.9987057447433472
