event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1
forward,0,train,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49535107612609863, 0.49549245834350586]",,,,0,,,0.49498772621154785,0.4954302906990051,0.0015908345812931657,0.0015863324515521526,0.49535107612609863,0.49549245834350586,,,,,,,,
forward,0,train,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49674132466316223, 0.511246383190155]",,,,0,,,0.4962303638458252,0.5104155540466309,0.0017233118414878845,0.0021869861520826817,0.49674132466316223,0.511246383190155,,,,,,,,
backward,0,train,0,0.005,2,,,,,,,,,,,,0,0.0007369806692100507,,,,,,,,,,,,,,,
backward,0,train,1,0.005,2,,,,,,,,,,,,0,0.0016960185354088456,,,,,,,,,,,,,,,
forward,0,val,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49410125613212585, 0.4942426085472107]",,,,0,,,0.4937449097633362,0.4940769672393799,0.0007945811958052218,0.0007705877651460469,0.49410125613212585,0.4942426085472107,0.9999916553497314,nan,nan,nan,0.9999851584434509,nan,nan,nan
forward,0,val,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4954914152622223, 0.5099970102310181]",,,,0,,,0.4944923520088196,0.5099346041679382,0.00036676391027867794,0.00030864495784044266,0.4954914152622223,0.5099970102310181,0.9999949336051941,nan,nan,nan,0.9999992847442627,nan,nan,nan
forward,0,test,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49410125613212585, 0.4942426085472107]",,,,0,,,0.4937449097633362,0.4940769672393799,0.0007945811958052218,0.0007705877651460469,0.49410125613212585,0.4942426085472107,0.9999916553497314,nan,nan,nan,0.9999851584434509,nan,nan,nan
forward,0,test,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4954914152622223, 0.5099970102310181]",,,,0,,,0.4944923520088196,0.5099346041679382,0.00036676391027867794,0.0003086449869442731,0.4954914152622223,0.5099970102310181,0.9999949336051941,nan,nan,nan,0.9999992847442627,nan,nan,nan
forward,50,train,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5656934380531311, 0.5603162050247192]",,,,0,,,0.5887585282325745,0.5688595771789551,0.011095626279711723,0.007016860414296389,0.5656934380531311,0.5603162050247192,,,,,,,,
forward,50,train,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5634718537330627, 0.5443329215049744]",,,,0,,,0.8320471048355103,0.6248109340667725,0.03263261914253235,0.023207945749163628,0.5634718537330627,0.5443329215049744,,,,,,,,
