epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1
0,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49535107612609863, 0.49549245834350586]",0.4949877262115478,0.4954302906990051,0.0015908345812931,0.0015863324515521,0.4953510761260986,0.4954924583435058
0,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49674132466316223, 0.511246383190155]",0.4962303638458252,0.5104155540466309,0.0017233118414878,0.0021869861520826,0.4967413246631622,0.511246383190155
0,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49410125613212585, 0.4942426085472107]",0.4937449097633362,0.4940769672393799,0.0007945811958052,0.000770587765146,0.4941012561321258,0.4942426085472107
0,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4954914152622223, 0.5099970102310181]",0.4944923520088196,0.5099346041679382,0.0003667639102786,0.0003086449578404,0.4954914152622223,0.5099970102310181
0,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49410125613212585, 0.4942426085472107]",0.4937449097633362,0.4940769672393799,0.0007945811958052,0.000770587765146,0.4941012561321258,0.4942426085472107
0,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.4954914152622223, 0.5099970102310181]",0.4944923520088196,0.5099346041679382,0.0003667639102786,0.0003086449869442,0.4954914152622223,0.5099970102310181
50,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5656934380531311, 0.5603162050247192]",0.5887585282325745,0.5688595771789551,0.0110956262797117,0.0070168604142963,0.5656934380531311,0.5603162050247192
50,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5634718537330627, 0.5443329215049744]",0.8320471048355103,0.6248109340667725,0.0326326191425323,0.0232079457491636,0.5634718537330627,0.5443329215049744
50,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5675715208053589, 0.5619847178459167]",0.5914158821105957,0.5706518292427063,0.0057943174615502,0.0047184065915644,0.5675715208053589,0.5619847178459167
50,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5650725364685059, 0.5448060631752014]",0.8455638885498047,0.6270545125007629,0.0043058190494775,0.014252801425755,0.5650725364685059,0.5448060631752014
