epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1
0,train,0,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.7310584783554077,0.2689414322376251,0.0,0.0
0,train,1,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.7310584783554077,0.2689414322376251,0.0,0.0
0,train,2,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 3]","[false, false]",0.7310584783554077,0.2689414322376251,0.0,0.0
0,val,0,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.7433803081512451,0.2566197216510772,0.0384381003677845,0.0384381040930748
0,val,1,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.7221865057945251,0.2778134346008301,0.0082336962223052,0.0082336980849504
0,val,2,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 3]","[false, false]",0.7297560572624207,0.2702438831329345,0.0007333688554354,0.0007333673420362
0,test,0,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.7433803081512451,0.2566197216510772,0.0384381003677845,0.0384381040930748
0,test,1,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.7221865057945251,0.2778134346008301,0.0082336971536278,0.008233699016273
0,test,2,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 3]","[false, false]",0.7297560572624207,0.2702438831329345,0.0007333689718507,0.0007333674002438
50,train,0,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.1851262897253036,0.8148736357688904,0.2435143887996673,0.2435144037008285
50,train,1,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.6979331374168396,0.3020668029785156,0.03821612149477,0.0382161252200603
50,train,2,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 3]","[false, false]",0.7133680582046509,0.2866318523883819,0.0101104835048317,0.0101104844361543
50,val,0,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.1856037527322769,0.8143961429595947,0.2434651255607605,0.2434651255607605
50,val,1,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.6988515257835388,0.3011484444141388,0.0171786174178123,0.0171786192804574
50,val,2,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 3]","[false, false]",0.7134557962417603,0.2865442037582397,0.0019962890073657,0.0019962885417044
50,test,0,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.1856037527322769,0.8143961429595947,0.2434651255607605,0.2434651255607605
50,test,1,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.6988515257835388,0.3011484444141388,0.0171786192804574,0.0171786192804574
50,test,2,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 3]","[false, false]",0.7134557962417603,0.2865442037582397,0.0019962892401963,0.0019962885417044
100,train,0,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.1937348842620849,0.806265115737915,0.2427873462438583,0.2427873462438583
100,train,1,2,,,,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",0.7027284502983093,0.2972715497016907,0.0365055873990058,0.0365055836737155
