event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_mean_hop_4,weights_mean_hop_5,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,weights_std_hop_4,weights_std_hop_5,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3,hop_scalar_hop_4,hop_scalar_hop_5,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2,attention_norm_entropy_mean_hop_3,attention_mae_from_baseline_hop_3,attention_max_abs_diff_from_baseline_hop_3,attention_cosine_to_baseline_hop_3,attention_norm_entropy_mean_hop_4,attention_mae_from_baseline_hop_4,attention_max_abs_diff_from_baseline_hop_4,attention_cosine_to_baseline_hop_4,attention_norm_entropy_mean_hop_5,attention_mae_from_baseline_hop_5,attention_max_abs_diff_from_baseline_hop_5,attention_cosine_to_baseline_hop_5
forward,0,train,0,0.002,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4950285255908966, 0.4968843460083008, 0.4985528290271759, 0.49478408694267273, 0.5022015571594238, 0.5016952753067017]",,,,0,,,0.4855389893054962,0.5033911466598511,0.5030477643013,0.5051286220550537,0.49599748849868774,0.5097314119338989,0.051983948796987534,0.05977952852845192,0.05301200598478317,0.052783578634262085,0.05122700706124306,0.0527009591460228,0.4950285255908966,0.4968843460083008,0.4985528290271759,0.49478408694267273,0.5022015571594238,0.5016952753067017,,,,,,,,,,,,,,,,,,,,,,,,
backward,0,train,0,0.002,6,,,,,,,,,,,,0,0.5074222896395711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.002,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.49452856183052063, 0.4963843822479248, 0.49805280566215515, 0.4952840507030487, 0.5017015933990479, 0.5021952390670776]",,,,0,,,0.4790985584259033,0.5091925263404846,0.4796472489833832,0.5088476538658142,0.48528122901916504,0.5289584994316101,0.028055351227521896,0.024170780554413795,0.024619074538350105,0.02711150422692299,0.025486916303634644,0.03090205043554306,0.49452856183052063,0.4963843822479248,0.49805280566215515,0.4952840507030487,0.5017015933990479,0.5021952390670776,0.9855591654777527,nan,nan,nan,0.9915766716003418,nan,nan,nan,0.9916239380836487,nan,nan,nan,0.9890108108520508,nan,nan,nan,0.9899439811706543,nan,nan,nan,0.9898442625999451,nan,nan,nan
forward,0,test,0,0.002,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.49452856183052063, 0.4963843822479248, 0.49805280566215515, 0.4952840507030487, 0.5017015933990479, 0.5021952390670776]",,,,0,,,0.4790985584259033,0.5091925263404846,0.4796472489833832,0.5088476538658142,0.48528122901916504,0.5289584994316101,0.028055351227521896,0.024170780554413795,0.024619074538350105,0.02711150422692299,0.025486916303634644,0.03090205043554306,0.49452856183052063,0.4963843822479248,0.49805280566215515,0.4952840507030487,0.5017015933990479,0.5021952390670776,0.9855591654777527,nan,nan,nan,0.9915766716003418,nan,nan,nan,0.9916239380836487,nan,nan,nan,0.9890108108520508,nan,nan,nan,0.9899439811706543,nan,nan,nan,0.9898442625999451,nan,nan,nan
forward,50,train,0,0.0012,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.48974916338920593, 0.4949800968170166, 0.49624505639076233, 0.49233728647232056, 0.49811363220214844, 0.49895909428596497]",,,,0,,,0.3804066479206085,0.5134029984474182,0.4252234995365143,0.5267263650894165,0.43125098943710327,0.38084059953689575,0.12353140115737915,0.13706734776496887,0.11017211526632309,0.13777318596839905,0.11878092586994171,0.12197475135326385,0.48974916338920593,0.4949800968170166,0.49624505639076233,0.49233728647232056,0.49811363220214844,0.49895909428596497,,,,,,,,,,,,,,,,,,,,,,,,
backward,50,train,0,0.0012,6,,,,,,,,,,,,0,0.2741874373761074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.0012,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4897342622280121, 0.49487534165382385, 0.4961819052696228, 0.49223628640174866, 0.49806371331214905, 0.4989258646965027]",,,,0,,,0.38289642333984375,0.512540876865387,0.4261782765388489,0.5262380242347717,0.43108052015304565,0.37423956394195557,0.10926178842782974,0.1255803406238556,0.08846160769462585,0.11048737913370132,0.1009083166718483,0.10634391754865646,0.4897342622280121,0.49487534165382385,0.4961819052696228,0.49223628640174866,0.49806371331214905,0.4989258646965027,0.9126701951026917,0.08570868521928787,0.6385163068771362,0.9629641175270081,0.9704879522323608,0.025100257247686386,0.5201532244682312,0.9861787557601929,0.9385716915130615,0.02388264238834381,0.763674795627594,0.9255247712135315,0.9314006567001343,0.02353263832628727,0.7344152927398682,0.8458907604217529,0.9162400960922241,0.02565251849591732,0.6826016902923584,0.8098993301391602,0.959908127784729,0.023177126422524452,0.5097276568412781,0.9234722256660461
forward,50,test,0,0.0012,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4897342622280121, 0.49487534165382385, 0.4961819052696228, 0.49223628640174866, 0.49806371331214905, 0.4989258646965027]",,,,0,,,0.38289642333984375,0.512540876865387,0.4261782765388489,0.5262380242347717,0.43108052015304565,0.37423956394195557,0.10926178842782974,0.1255803406238556,0.08846160769462585,0.11048737913370132,0.1009083166718483,0.10634391754865646,0.4897342622280121,0.49487534165382385,0.4961819052696228,0.49223628640174866,0.49806371331214905,0.4989258646965027,0.9126701951026917,0.08570868521928787,0.6385163068771362,0.9629641175270081,0.9704879522323608,0.025100257247686386,0.5201532244682312,0.9861787557601929,0.9385716915130615,0.02388264238834381,0.763674795627594,0.9255247712135315,0.9314006567001343,0.02353263832628727,0.7344152927398682,0.8458907604217529,0.9162400960922241,0.02565251849591732,0.6826016902923584,0.8098993301391602,0.959908127784729,0.023177126422524452,0.5097276568412781,0.9234722256660461
forward,100,train,0,0.00015551999999999997,6,6,"[""hop_1"", ""hop_2"", ""hop_3"", ""hop_4"", ""hop_5"", ""hop_6""]","[183, 6]","[183, 6]",,"[183, 6, 32]","[false, false, false, false, false, false]","[0.4882812798023224, 0.4928511083126068, 0.49550649523735046, 0.49135494232177734, 0.4972398281097412, 0.49833041429519653]",,,,0,,,0.34850096702575684,0.49060267210006714,0.4263630509376526,0.531842052936554,0.42623189091682434,0.3624532222747803,0.13161872327327728,0.15240268409252167,0.11838311702013016,0.13495589792728424,0.12176543474197388,0.13060051202774048,0.4882812798023224,0.4928511083126068,0.49550649523735046,0.49135494232177734,0.4972398281097412,0.49833041429519653,,,,,,,,,,,,,,,,,,,,,,,,
backward,100,train,0,0.00015551999999999997,6,,,,,,,,,,,,0,0.07660092807466182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
