event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2
forward,0,train,0,0.005,3,"[8285, 3]","[8285, 3]",,"[8285, 3, 32]","[false, false, false]",,,,0,,,0.5761168003082275,0.21194158494472504,0.21194158494472504,0.0,0.0,0.0,,,,,,,,,,,,
forward,0,train,1,0.005,3,"[8285, 3]","[8285, 3]",,"[8285, 3, 32]","[false, false, false]",,,,0,,,0.5761168003082275,0.21194158494472504,0.21194158494472504,0.0,0.0,0.0,,,,,,,,,,,,
forward,0,train,2,0.005,3,"[8285, 3]","[8285, 3]",,"[8285, 3, 4]","[false, false, false]",,,,0,,,0.5761168003082275,0.21194158494472504,0.21194158494472504,0.0,0.0,0.0,,,,,,,,,,,,
backward,0,train,0,0.005,3,,,,,,,,,0,0.0006018397511012653,,,,,,,,,,,,,,,,,,,
backward,0,train,1,0.005,3,,,,,,,,,0,0.0008249820593719822,,,,,,,,,,,,,,,,,,,
backward,0,train,2,0.005,3,,,,,,,,,0,0.0010511901097503109,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.005,3,"[8285, 3]","[8285, 3]",,"[8285, 3, 32]","[false, false, false]",,,,0,,,0.5785569548606873,0.21072161197662354,0.21072150766849518,0.0,0.0,0.0,,,,,,,,,,,,
forward,0,val,1,0.005,3,"[8285, 3]","[8285, 3]",,"[8285, 3, 32]","[false, false, false]",,,,0,,,0.5720997452735901,0.21413959562778473,0.21376065909862518,0.0002438056981191039,0.0001516857009846717,9.214782039634883e-05,,,,,,,,,,,,
forward,0,val,2,0.005,3,"[8285, 3]","[8285, 3]",,"[8285, 3, 4]","[false, false, false]",,,,0,,,0.5747683048248291,0.21379454433918,0.21143712103366852,2.4545230189687572e-05,3.520795507938601e-05,1.0677153113647364e-05,,,,,,,,,,,,
forward,0,test,0,0.005,3,"[8285, 3]","[8285, 3]",,"[8285, 3, 32]","[false, false, false]",,,,0,,,0.5785569548606873,0.21072161197662354,0.21072150766849518,0.0,0.0,0.0,,,,,,,,,,,,
