epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2
0,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]","[0.8999999761581421, 0.949999988079071, 0.25]",0.9000000357627869,0.9499999284744264,0.25,0.0,0.0,0.0,0.8999999761581421,0.949999988079071,0.25
0,val,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]","[0.8990963697433472, 0.949522852897644, 0.2518796920776367]",0.8990963101387024,0.949522852897644,0.2518796920776367,0.0,0.0,0.0,0.8990963697433472,0.949522852897644,0.2518796920776367
0,test,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]","[0.8990963697433472, 0.949522852897644, 0.2518796920776367]",0.8990963101387024,0.949522852897644,0.2518796920776367,0.0,0.0,0.0,0.8990963697433472,0.949522852897644,0.2518796920776367
50,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]","[0.8925531506538391, 0.9306045174598694, 0.2553432881832123]",0.8925532102584839,0.9306044578552246,0.2553432881832123,0.0,0.0,0.0,0.8925531506538391,0.9306045174598694,0.2553432881832123
50,val,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]","[0.892333984375, 0.9304915070533752, 0.25554409623146057]",0.892333984375,0.9304915070533752,0.2555440962314605,0.0,0.0,0.0,0.892333984375,0.9304915070533752,0.2555440962314605
50,test,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]","[0.892333984375, 0.9304915070533752, 0.25554409623146057]",0.892333984375,0.9304915070533752,0.2555440962314605,0.0,0.0,0.0,0.892333984375,0.9304915070533752,0.2555440962314605
100,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]","[0.8873183131217957, 0.9279420375823975, 0.26092439889907837]",0.8873182535171509,0.9279420971870422,0.2609243988990783,0.0,0.0,0.0,0.8873183131217957,0.9279420375823976,0.2609243988990783
100,val,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]","[0.8872872591018677, 0.9279265403747559, 0.2609609067440033]",0.8872872591018677,0.9279264807701112,0.2609609067440033,0.0,0.0,0.0,0.8872872591018677,0.927926540374756,0.2609609067440033
100,test,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]","[0.8872872591018677, 0.9279265403747559, 0.2609609067440033]",0.8872872591018677,0.9279264807701112,0.2609609067440033,0.0,0.0,0.0,0.8872872591018677,0.927926540374756,0.2609609067440033
150,train,0,3,,,,"[2708, 3]",2.0,"[""root"", ""hop_0"", ""hop_1""]","[2708, 3]",,"[2708, 3, 64]","[false, false, false]","[0.8867800235748291, 0.9276637434959412, 0.26158198714256287]",0.8867799639701843,0.9276637434959412,0.2615819871425628,0.0,0.0,0.0,0.8867800235748291,0.9276637434959412,0.2615819871425628
