event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1
forward,0,train,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.49535107612609863, 0.49549245834350586]",,,,0,,,0.4949698746204376,0.0,0.0016435374272987247,0.0,0.49535107612609863,0.49549245834350586,,,,,,,,
forward,0,train,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, true]","[0.49674132466316223, 0.511246383190155]",,,,0,,,0.4962215721607208,0.0,0.0014625319745391607,0.0,0.49674132466316223,0.511246383190155,,,,,,,,
backward,0,train,0,0.005,2,,,,,,,,,,,,0,0.00011269729936371345,,,,,,,,,,,,,,,
backward,0,train,1,0.005,2,,,,,,,,,,,,0,0.00029500714406858737,,,,,,,,,,,,,,,
forward,0,val,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.49410149455070496, 0.49674102663993835]",,,,0,,,0.4937468469142914,0.0,0.00077065359801054,0.0,0.49410149455070496,0.49674102663993835,0.9999920725822449,nan,nan,nan,nan,nan,nan,nan
forward,0,val,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, true]","[0.49799126386642456, 0.509997546672821]",,,,0,,,0.4978817105293274,0.0,0.0002498306566849351,0.0,0.49799126386642456,0.509997546672821,0.9999995827674866,nan,nan,nan,nan,nan,nan,nan
forward,0,test,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.49410149455070496, 0.49674102663993835]",,,,0,,,0.4937468469142914,0.0,0.00077065359801054,0.0,0.49410149455070496,0.49674102663993835,0.9999920725822449,nan,nan,nan,nan,nan,nan,nan
forward,0,test,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, true]","[0.49799126386642456, 0.509997546672821]",,,,0,,,0.4978817105293274,0.0,0.0002498306566849351,0.0,0.49799126386642456,0.509997546672821,0.9999995827674866,nan,nan,nan,nan,nan,nan,nan
forward,50,train,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, true]","[0.56773442029953, 0.5002541542053223]",,,,0,,,0.59218829870224,0.0,0.011582428589463234,0.0,0.56773442029953,0.5002541542053223,,,,,,,,
forward,50,train,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, true]","[0.5689483880996704, 0.49954020977020264]",,,,0,,,0.7189369797706604,0.0,0.033492717891931534,0.0,0.5689483880996704,0.49954020977020264,,,,,,,,
