event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1
forward,0,train,0,0.005,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 64]","[false, false]",,,,0,,,0.7310584783554077,0.2689414620399475,0.0,0.0,,,,,,,,
forward,0,train,1,0.005,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 6]","[false, false]",,,,0,,,0.7310584783554077,0.2689414620399475,0.0,0.0,,,,,,,,
backward,0,train,0,0.005,2,,,,,,,,,0,0.04849093247031692,,,,,,,,,,,,,
backward,0,train,1,0.005,2,,,,,,,,,0,0.10320393651774759,,,,,,,,,,,,,
forward,0,val,0,0.005,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 64]","[false, false]",,,,0,,,0.7281705737113953,0.27182942628860474,0.00037284012068994343,0.0003728405572474003,,,,,,,,
forward,0,val,1,0.005,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 6]","[false, false]",,,,0,,,0.728178083896637,0.27182188630104065,0.005105050280690193,0.005105049815028906,,,,,,,,
forward,0,test,0,0.005,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 64]","[false, false]",,,,0,,,0.7281705737113953,0.27182942628860474,0.00037284012068994343,0.0003728405572474003,,,,,,,,
forward,0,test,1,0.005,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 6]","[false, false]",,,,0,,,0.728178083896637,0.27182188630104065,0.005105050280690193,0.005105049815028906,,,,,,,,
forward,50,train,0,0.000648,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 64]","[false, false]",,,,0,,,0.7575674057006836,0.24243256449699402,0.0012787048472091556,0.0012787036830559373,,,,,,,,
forward,50,train,1,0.000648,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 6]","[false, false]",,,,0,,,0.9326996207237244,0.06730043143033981,0.0604512020945549,0.0604511983692646,,,,,,,,
backward,50,train,0,0.000648,2,,,,,,,,,0,0.005946481950827899,,,,,,,,,,,,,
backward,50,train,1,0.000648,2,,,,,,,,,0,0.048208985882283804,,,,,,,,,,,,,
forward,50,val,0,0.000648,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 64]","[false, false]",,,,0,,,0.757627010345459,0.2423730194568634,0.0012759000528603792,0.0012759009841829538,,,,,,,,
forward,50,val,1,0.000648,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 6]","[false, false]",,,,0,,,0.9487762451171875,0.05122371390461922,0.03163854405283928,0.03163854405283928,,,,,,,,
forward,50,test,0,0.000648,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 64]","[false, false]",,,,0,,,0.757627010345459,0.2423730194568634,0.0012759000528603792,0.0012759009841829538,,,,,,,,
forward,50,test,1,0.000648,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 6]","[false, false]",,,,0,,,0.9487762451171875,0.05122371390461922,0.03163854405283928,0.03163854405283928,,,,,,,,
forward,100,train,0,8.39808e-05,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 64]","[false, false]",,,,0,,,0.7587001323699951,0.2412998378276825,0.001195032731629908,0.0011950330808758736,,,,,,,,
forward,100,train,1,8.39808e-05,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 6]","[false, false]",,,,0,,,0.9342841506004333,0.06571589410305023,0.06246640905737877,0.06246640533208847,,,,,,,,
backward,100,train,0,8.39808e-05,2,,,,,,,,,0,0.011932274402116185,,,,,,,,,,,,,
backward,100,train,1,8.39808e-05,2,,,,,,,,,0,0.06181681221551394,,,,,,,,,,,,,
forward,100,val,0,8.39808e-05,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 64]","[false, false]",,,,0,,,0.7587098479270935,0.24129021167755127,0.001194560551084578,0.001194559969007969,,,,,,,,
forward,100,val,1,8.39808e-05,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 6]","[false, false]",,,,0,,,0.9509474635124207,0.04905251786112785,0.031172296032309532,0.031172296032309532,,,,,,,,
forward,100,test,0,8.39808e-05,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 64]","[false, false]",,,,0,,,0.7587098479270935,0.24129021167755127,0.001194560551084578,0.001194559969007969,,,,,,,,
forward,100,test,1,8.39808e-05,2,"[3327, 2]","[3327, 2]",,"[3327, 2, 6]","[false, false]",,,,0,,,0.9509474635124207,0.04905251786112785,0.031172296032309532,0.031172296032309532,,,,,,,,
