epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3
0,train,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.949999988079071, 0.949999988079071, 0.699999988079071, 0.44999998807907104]",0.949999988079071,0.949999988079071,0.7000000476837158,0.4500000178813934,0.0,0.0,0.0,0.0,0.949999988079071,0.949999988079071,0.699999988079071,0.449999988079071
0,val,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9497619271278381, 0.9497619271278381, 0.7010489702224731, 0.44876280426979065]",0.949761927127838,0.949761927127838,0.7010489702224731,0.4487627744674682,0.0,0.0,0.0,0.0,0.949761927127838,0.949761927127838,0.7010489702224731,0.4487628042697906
0,test,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9497619271278381, 0.9497619271278381, 0.7010489702224731, 0.44876280426979065]",0.949761927127838,0.949761927127838,0.7010489702224731,0.4487627744674682,0.0,0.0,0.0,0.0,0.949761927127838,0.949761927127838,0.7010489702224731,0.4487628042697906
50,train,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9417260885238647, 0.9410927295684814, 0.6727966666221619, 0.41910064220428467]",0.9417260885238647,0.9410927891731262,0.6727966666221619,0.419100672006607,0.0,0.0,0.0,0.0,0.9417260885238647,0.9410927295684814,0.6727966666221619,0.4191006422042846
50,val,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9416298866271973, 0.9409956336021423, 0.6726049184799194, 0.4190082848072052]",0.9416298270225524,0.9409956932067872,0.6726048588752747,0.4190083146095276,0.0,0.0,0.0,0.0,0.9416298866271972,0.9409956336021424,0.6726049184799194,0.4190082848072052
50,test,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9416298866271973, 0.9409956336021423, 0.6726049184799194, 0.4190082848072052]",0.9416298270225524,0.9409956932067872,0.6726048588752747,0.4190083146095276,0.0,0.0,0.0,0.0,0.9416298866271972,0.9409956336021424,0.6726049184799194,0.4190082848072052
100,train,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9396921396255493, 0.9389285445213318, 0.6707009673118591, 0.417999267578125]",0.9396920204162598,0.938928484916687,0.6707009673118591,0.417999267578125,0.0,0.0,0.0,0.0,0.9396921396255492,0.9389285445213318,0.6707009673118591,0.417999267578125
100,val,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9396836757659912, 0.9389203190803528, 0.6706989407539368, 0.4179984927177429]",0.939683735370636,0.938920259475708,0.670698881149292,0.4179984331130981,0.0,0.0,0.0,0.0,0.9396836757659912,0.9389203190803528,0.6706989407539368,0.4179984927177429
100,test,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9396836757659912, 0.9389203190803528, 0.6706989407539368, 0.4179984927177429]",0.939683735370636,0.938920259475708,0.670698881149292,0.4179984331130981,0.0,0.0,0.0,0.0,0.9396836757659912,0.9389203190803528,0.6706989407539368,0.4179984927177429
150,train,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9394802451133728, 0.9387348890304565, 0.6706187725067139, 0.4179838299751282]",0.9394801259040833,0.9387349486351012,0.6706188321113586,0.4179838001728058,0.0,0.0,0.0,0.0,0.9394802451133728,0.9387348890304564,0.6706187725067139,0.4179838299751282
150,val,0,4,,,,"[2708, 4]",3.0,"[""root"", ""hop_0"", ""hop_1"", ""hop_2""]","[2708, 4]",,"[2708, 4, 64]","[false, false, false, false]","[0.9394791126251221, 0.9387339353561401, 0.6706179976463318, 0.4179838299751282]",0.9394790530204772,0.9387340545654296,0.6706179976463318,0.4179838001728058,0.0,0.0,0.0,0.0,0.939479112625122,0.93873393535614,0.6706179976463318,0.4179838299751282
