epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2
0,train,0,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.5,0.5,,0.0,0.0
0,train,1,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.5,0.5,,0.0,0.0
0,train,2,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 5]","[false, false, false]",,0.5,0.5,,0.0,0.0
0,val,0,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.551192581653595,0.448807418346405,,0.0548722334206104,0.0548722632229328
0,val,1,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.4963437914848327,0.5036561489105225,,0.0015425761230289,0.0015425669262185
0,val,2,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 5]","[false, false, false]",,0.4996393620967865,0.5003606081008911,,0.002215368906036,0.0022153717000037
0,test,0,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.551192581653595,0.448807418346405,,0.0548722334206104,0.0548722632229328
0,test,1,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.4963437914848327,0.5036561489105225,,0.0015425761230289,0.0015425669262185
0,test,2,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 5]","[false, false, false]",,0.4996393620967865,0.5003606081008911,,0.002215368906036,0.0022153719328343
50,train,0,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.8367579579353333,0.1632419526576995,,0.1815142035484314,0.1815141886472702
50,train,1,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.3600143492221832,0.6399857401847839,,0.1422905474901199,0.1422905474901199
50,train,2,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 5]","[false, false, false]",,0.4920968413352966,0.5079032182693481,,0.0409616418182849,0.0409616343677043
50,val,0,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.835259199142456,0.1647406965494156,,0.1824992150068283,0.1824992150068283
50,val,1,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.3499701917171478,0.650029718875885,,0.1407106220722198,0.1407106220722198
50,val,2,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 5]","[false, false, false]",,0.4943971335887909,0.5056028366088867,,0.0165146552026271,0.0165146570652723
50,test,0,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.835259199142456,0.1647406965494156,,0.1824992150068283,0.1824992150068283
50,test,1,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.3499701917171478,0.650029718875885,,0.1407106220722198,0.1407106220722198
50,test,2,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 5]","[false, false, false]",,0.4943971335887909,0.5056028366088867,,0.0165146589279174,0.0165146552026271
100,train,0,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.7998668551445007,0.2001331597566604,,0.2007708847522735,0.2007708847522735
100,train,1,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.3780220150947571,0.6219778060913086,,0.125840425491333,0.1258404105901718
100,train,2,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 5]","[false, false, false]",,0.4784857928752899,0.5215141177177429,,0.04767956584692,0.0476795770227909
100,val,0,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.7994011044502258,0.2005987912416458,,0.2008787095546722,0.2008787095546722
100,val,1,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.3716708123683929,0.628329336643219,,0.1242572218179702,0.124257206916809
100,val,2,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 5]","[false, false, false]",,0.477161169052124,0.522838830947876,,0.0320739969611167,0.0320739820599556
100,test,0,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.7994011044502258,0.2005987912416458,,0.2008787095546722,0.2008787095546722
100,test,1,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.3716708123683929,0.628329336643219,,0.1242572218179702,0.124257206916809
100,test,2,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 5]","[false, false, false]",,0.477161169052124,0.522838830947876,,0.0320739969611167,0.0320739820599556
150,train,0,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.7934901118278503,0.2065098136663437,,0.2023063451051712,0.2023063600063324
150,train,1,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.375889390707016,0.6241108179092407,,0.1280937194824218,0.128093734383583
150,train,2,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 5]","[false, false, false]",,0.4830978214740753,0.5169021487236023,,0.0453555397689342,0.0453555658459663
150,val,0,3,1.0,0.0,1.0,"[183, 2]",,"[183, 2]","[183, 2, 64]","[false, false, false]",,0.793466329574585,0.2065336257219314,,0.2023129761219024,0.2023129761219024
