event,epoch,phase,layer_id,lr,num_hops,edge_hops,branch_names,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1
forward,0,train,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49535107612609863, 0.49549245834350586]",,,,0,,,0.4949698746204376,0.4954061806201935,0.0016435374272987247,0.0016255227383226156,0.49535107612609863,0.49549245834350586,,,,,,,,
forward,0,train,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49674132466316223, 0.511246383190155]",,,,0,,,0.49605128169059753,0.5110072493553162,0.0019916039891541004,0.002376796444877982,0.49674132466316223,0.511246383190155,,,,,,,,
backward,0,train,0,0.005,2,,,,,,,,,,,,0,0.0008714802269382618,,,,,,,,,,,,,,,
backward,0,train,1,0.005,2,,,,,,,,,,,,0,0.00043021052995132196,,,,,,,,,,,,,,,
forward,0,val,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49660101532936096, 0.4967423975467682]",,,,0,,,0.49643474817276,0.4967668950557709,0.0007929756538942456,0.0007960805669426918,0.49660101532936096,0.4967423975467682,0.9999915957450867,nan,nan,nan,0.9999929666519165,nan,nan,nan
forward,0,val,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49799126386642456, 0.5124956965446472]",,,,0,,,0.49761509895324707,0.5124627947807312,0.0003266969579271972,0.0003797617391683161,0.49799126386642456,0.5124956965446472,0.9999982118606567,nan,nan,nan,0.9999997019767761,nan,nan,nan
forward,0,test,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49660101532936096, 0.4967423975467682]",,,,0,,,0.49643474817276,0.4967668950557709,0.0007929756538942456,0.0007960805669426918,0.49660101532936096,0.4967423975467682,0.9999915957450867,nan,nan,nan,0.9999929666519165,nan,nan,nan
forward,0,test,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49799126386642456, 0.5124956965446472]",,,,0,,,0.49761509895324707,0.5124627947807312,0.0003266969579271972,0.0003797618264798075,0.49799126386642456,0.5124956965446472,0.9999982118606567,nan,nan,nan,0.9999997019767761,nan,nan,nan
forward,50,train,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5715024471282959, 0.5718934535980225]",,,,0,,,0.6030363440513611,0.6010351777076721,0.01376868225634098,0.013852071948349476,0.5715024471282959,0.5718934535980225,,,,,,,,
forward,50,train,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5691894888877869, 0.5829249620437622]",,,,0,,,0.9238645434379578,0.9197053909301758,0.02861541509628296,0.029816797003149986,0.5691894888877869,0.5829249620437622,,,,,,,,
backward,50,train,0,0.005,2,,,,,,,,,,,,0,0.14212427756478943,,,,,,,,,,,,,,,
backward,50,train,1,0.005,2,,,,,,,,,,,,0,0.03064258678253593,,,,,,,,,,,,,,,
forward,50,val,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5733695030212402, 0.5737659931182861]",,,,0,,,0.6058324575424194,0.6038416028022766,0.006566183175891638,0.007429925724864006,0.5733695030212402,0.5737659931182861,0.9999679327011108,0.001365178031846881,0.027198076248168945,0.9999567866325378,0.9999638795852661,0.00023447940475307405,0.030417919158935547,1.0001182556152344
forward,50,val,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5706027746200562, 0.5842994451522827]",,,,0,,,0.9369072914123535,0.9328516721725464,0.012378866784274578,0.014191502705216408,0.5706027746200562,0.5842994451522827,0.999566376209259,0.004358530510216951,0.1222749650478363,0.9995357990264893,0.9986533522605896,0.0012737585930153728,0.0992313027381897,0.9986486434936523
forward,50,test,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5733695030212402, 0.5737659931182861]",,,,0,,,0.6058324575424194,0.6038416028022766,0.006566183175891638,0.007429925724864006,0.5733695030212402,0.5737659931182861,0.9999679327011108,0.001365177915431559,0.027198076248168945,0.9999568462371826,0.9999638795852661,0.00023447940475307405,0.030417919158935547,1.0001182556152344
forward,50,test,1,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5706027746200562, 0.5842994451522827]",,,,0,,,0.9369072914123535,0.9328516721725464,0.012378865852952003,0.014191502705216408,0.5706027746200562,0.5842994451522827,0.9995664954185486,0.004358530510216951,0.12227499485015869,0.9995357990264893,0.9986533522605896,0.0012737585930153728,0.0992313027381897,0.9986486434936523
forward,100,train,0,0.005,2,2,"[""hop_1"", ""hop_2""]","[2708, 2]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.6501443386077881, 0.6476414203643799]",,,,0,,,0.70635586977005,0.6961231827735901,0.023671217262744904,0.022308865562081337,0.6501443386077881,0.6476414203643799,,,,,,,,
