epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1
0,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49535107612609863, 0.49549245834350586]",0.4949698746204376,0.4954061806201935,0.0016435374272987,0.0016255227383226,0.4953510761260986,0.4954924583435058
0,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49674132466316223, 0.511246383190155]",0.4960512816905975,0.5110072493553162,0.0019916039891541,0.0023767964448779,0.4967413246631622,0.511246383190155
0,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49660101532936096, 0.4967423975467682]",0.49643474817276,0.4967668950557709,0.0007929756538942,0.0007960805669426,0.4966010153293609,0.4967423975467682
0,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49799126386642456, 0.5124956965446472]",0.497615098953247,0.5124627947807312,0.0003266969579271,0.0003797617391683,0.4979912638664245,0.5124956965446472
0,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.49660101532936096, 0.4967423975467682]",0.49643474817276,0.4967668950557709,0.0007929756538942,0.0007960805669426,0.4966010153293609,0.4967423975467682
0,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.49799126386642456, 0.5124956965446472]",0.497615098953247,0.5124627947807312,0.0003266969579271,0.0003797618264798,0.4979912638664245,0.5124956965446472
50,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5715024471282959, 0.5718934535980225]",0.6030363440513611,0.6010351777076721,0.0137686822563409,0.0138520719483494,0.5715024471282959,0.5718934535980225
50,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5691894888877869, 0.5829249620437622]",0.9238645434379578,0.9197053909301758,0.0286154150962829,0.0298167970031499,0.5691894888877869,0.5829249620437622
50,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5733695030212402, 0.5737659931182861]",0.6058324575424194,0.6038416028022766,0.0065661831758916,0.007429925724864,0.5733695030212402,0.5737659931182861
50,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5706027746200562, 0.5842994451522827]",0.9369072914123536,0.9328516721725464,0.0123788667842745,0.0141915027052164,0.5706027746200562,0.5842994451522827
50,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.5733695030212402, 0.5737659931182861]",0.6058324575424194,0.6038416028022766,0.0065661831758916,0.007429925724864,0.5733695030212402,0.5737659931182861
