epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,hop_scalar_hop_0,hop_scalar_hop_1
50,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.5706027746200562, 0.5842994451522827]",0.9369072914123536,0.9328516721725464,0.012378865852952,0.0141915027052164,0.5706027746200562,0.5842994451522827
100,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.6501443386077881, 0.6476414203643799]",0.70635586977005,0.6961231827735901,0.0236712172627449,0.0223088655620813,0.6501443386077881,0.6476414203643799
100,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6039414405822754, 0.6179431676864624]",0.9770752787590028,0.9762305021286012,0.0166486166417598,0.0174198653548955,0.6039414405822754,0.6179431676864624
100,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.6513350605964661, 0.6487219333648682]",0.7078221440315247,0.6971924304962158,0.0108038308098912,0.010923059657216,0.6513350605964661,0.6487219333648682
100,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6043885946273804, 0.6183851957321167]",0.9811539053916932,0.9802839159965516,0.0058387676253914,0.0066493079066276,0.6043885946273804,0.6183851957321167
100,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.6513350605964661, 0.6487219333648682]",0.7078221440315247,0.6971924304962158,0.0108038308098912,0.010923059657216,0.6513350605964661,0.6487219333648682
100,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6043885946273804, 0.6183851957321167]",0.9811539053916932,0.9802839159965516,0.0058387676253914,0.0066493079066276,0.6043885946273804,0.6183851957321167
150,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7013325691223145, 0.6936468482017517]",0.7543827891349792,0.7355406880378723,0.0238159988075494,0.0211601480841636,0.7013325691223145,0.6936468482017517
150,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.624267578125, 0.6379240155220032]",0.9820477366447448,0.9815588593482972,0.0202656835317611,0.0204396396875381,0.624267578125,0.6379240155220032
150,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7022165060043335, 0.694423496723175]",0.7561582922935486,0.7369691729545593,0.0116340424865484,0.011064033024013,0.7022165060043335,0.694423496723175
150,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6246311664581299, 0.6382502317428589]",0.986608862876892,0.9859842658042908,0.0045748865231871,0.0051594949327409,0.6246311664581299,0.6382502317428589
150,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7022165060043335, 0.694423496723175]",0.7561582922935486,0.7369691729545593,0.0116340424865484,0.011064033024013,0.7022165060043335,0.694423496723175
150,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6246311664581299, 0.6382502317428589]",0.986608862876892,0.9859842658042908,0.0045748860575258,0.0051594949327409,0.6246311664581299,0.6382502317428589
200,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.738250732421875, 0.7255205512046814]",0.786312997341156,0.7619665861129761,0.0218627043068408,0.0197519417852163,0.738250732421875,0.7255205512046814
200,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6418420076370239, 0.6538909077644348]",0.9833468198776244,0.9815322160720824,0.0134954890236258,0.014711950905621,0.6418420076370239,0.6538909077644348
200,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7387064099311829, 0.7258915305137634]",0.7865821123123169,0.7621647119522095,0.0111326118931174,0.0104737989604473,0.7387064099311829,0.7258915305137634
200,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6420691609382629, 0.6541086435317993]",0.9871896505355836,0.9856215715408324,0.0046352013014256,0.0054717529565095,0.6420691609382629,0.6541086435317993
200,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7387064099311829, 0.7258915305137634]",0.7865821123123169,0.7621647119522095,0.0111326118931174,0.0104737989604473,0.7387064099311829,0.7258915305137634
200,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6420691609382629, 0.6541086435317993]",0.9871896505355836,0.9856215715408324,0.0046352013014256,0.0054717534221708,0.6420691609382629,0.6541086435317993
250,train,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7569592595100403, 0.7421567440032959]",0.8008083701133728,0.7754198908805847,0.0205704532563686,0.0188110042363405,0.7569592595100403,0.7421567440032959
250,train,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6510473489761353, 0.6627486348152161]",0.9857654571533204,0.9842545390129088,0.0138892158865928,0.0148153966292738,0.6510473489761353,0.6627486348152161
250,val,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7572015523910522, 0.7423720359802246]",0.8013854622840881,0.7755669355392456,0.0105625260621309,0.0100632486864924,0.7572015523910522,0.7423720359802246
250,val,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6511663794517517, 0.6628556251525879]",0.9899065494537354,0.9885205030441284,0.0038080387748777,0.0045388406142592,0.6511663794517517,0.6628556251525879
250,test,0,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 64]","[false, false]","[0.7572015523910522, 0.7423720359802246]",0.8013854622840881,0.7755669355392456,0.0105625260621309,0.0100632486864924,0.7572015523910522,0.7423720359802246
250,test,1,2,,,,"[2708, 2]",2.0,"[""hop_1"", ""hop_2""]","[2708, 2]",,"[2708, 2, 7]","[false, false]","[0.6511663794517517, 0.6628556251525879]",0.9899065494537354,0.9885205030441284,0.0038080387748777,0.0045388406142592,0.6511663794517517,0.6628556251525879
