event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_std_hop_0,weights_std_hop_1,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1
forward,0,train,0,0.005,2,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",,,,0,,,0.7310584783554077,0.2689414322376251,0.0,0.0,,,,,,,,
forward,0,train,1,0.005,2,"[10942, 2]","[10942, 2]",,"[10942, 2, 3]","[false, false]",,,,0,,,0.7310584783554077,0.2689414322376251,0.0,0.0,,,,,,,,
backward,0,train,0,0.005,2,,,,,,,,,0,0.005240551375095259,,,,,,,,,,,,,
backward,0,train,1,0.005,2,,,,,,,,,0,0.0007389862497988042,,,,,,,,,,,,,
forward,0,val,0,0.005,2,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",,,,0,,,0.7104138731956482,0.2895861566066742,0.03338465839624405,0.03338465467095375,,,,,,,,
forward,0,val,1,0.005,2,"[10942, 2]","[10942, 2]",,"[10942, 2, 3]","[false, false]",,,,0,,,0.7299726009368896,0.27002736926078796,0.0007968395366333425,0.0007968395948410034,,,,,,,,
forward,0,test,0,0.005,2,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",,,,0,,,0.7104138731956482,0.2895861566066742,0.03338465839624405,0.03338465467095375,,,,,,,,
forward,0,test,1,0.005,2,"[10942, 2]","[10942, 2]",,"[10942, 2, 3]","[false, false]",,,,0,,,0.7299726009368896,0.27002736926078796,0.0007968394202180207,0.0007968395366333425,,,,,,,,
forward,50,train,0,0.003,2,"[10942, 2]","[10942, 2]",,"[10942, 2, 32]","[false, false]",,,,0,,,0.2347453534603119,0.7652546167373657,0.25597602128982544,0.2559760510921478,,,,,,,,
forward,50,train,1,0.003,2,"[10942, 2]","[10942, 2]",,"[10942, 2, 3]","[false, false]",,,,0,,,0.7791757583618164,0.2208242267370224,0.05000616982579231,0.05000616982579231,,,,,,,,
