epoch,phase,layer_id,num_hops,lambda_higher,one_hop_weight,higher_order_weight,weights_shape,edge_hops,branch_names,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,hop_scalars,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_mean_hop_3,weights_mean_hop_4,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,weights_std_hop_3,weights_std_hop_4,hop_scalar_hop_0,hop_scalar_hop_1,hop_scalar_hop_2,hop_scalar_hop_3,hop_scalar_hop_4
0,train,0,5,,,,"[183, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[183, 5]",,"[183, 5, 32]","[false, false, false, false, false]","[0.5043644309043884, 0.49994343519210815, 0.49503618478775024, 0.5022963881492615, 0.4990590810775757]",0.500933051109314,0.5212948322296143,0.4807611405849457,0.5370007157325745,0.5052180290222168,0.0544856935739517,0.053471103310585,0.0565320290625095,0.0541843622922897,0.0499453693628311,0.5043644309043884,0.4999434351921081,0.4950361847877502,0.5022963881492615,0.4990590810775757
0,val,0,5,,,,"[183, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[183, 5]",,"[183, 5, 32]","[false, false, false, false, false]","[0.5048643946647644, 0.4994434416294098, 0.49453625082969666, 0.5027963519096375, 0.49855905771255493]",0.4931488633155823,0.5228781700134277,0.4722431600093841,0.5453481078147888,0.5103026628494263,0.0287425331771373,0.0247783455997705,0.0249878782778978,0.024805411696434,0.030094638466835,0.5048643946647644,0.4994434416294098,0.4945362508296966,0.5027963519096375,0.4985590577125549
0,test,0,5,,,,"[183, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[183, 5]",,"[183, 5, 32]","[false, false, false, false, false]","[0.5048643946647644, 0.4994434416294098, 0.49453625082969666, 0.5027963519096375, 0.49855905771255493]",0.4931488633155823,0.5228781700134277,0.4722431600093841,0.5453481078147888,0.5103026628494263,0.0287425331771373,0.0247783455997705,0.0249878782778978,0.024805411696434,0.030094638466835,0.5048643946647644,0.4994434416294098,0.4945362508296966,0.5027963519096375,0.4985590577125549
50,train,0,5,,,,"[183, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[183, 5]",,"[183, 5, 32]","[false, false, false, false, false]","[0.5154759883880615, 0.5040736794471741, 0.48800525069236755, 0.4951172471046448, 0.48932772874832153]",0.6548390984535217,0.6149773597717285,0.4670891463756561,0.4040320813655853,0.3958385288715362,0.0864124000072479,0.0897667557001113,0.0961920917034149,0.1007848680019378,0.1258753091096878,0.5154759883880615,0.5040736794471741,0.4880052506923675,0.4951172471046448,0.4893277287483215
50,val,0,5,,,,"[183, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[183, 5]",,"[183, 5, 32]","[false, false, false, false, false]","[0.5154297947883606, 0.5041496157646179, 0.48796066641807556, 0.49515387415885925, 0.48934099078178406]",0.6648123860359192,0.6130093932151794,0.465168833732605,0.4062655866146087,0.3948974013328552,0.0633952692151069,0.0628623813390731,0.0670228376984596,0.0840652212500572,0.1026729643344879,0.5154297947883606,0.5041496157646179,0.4879606664180755,0.4951538741588592,0.489340990781784
50,test,0,5,,,,"[183, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[183, 5]",,"[183, 5, 32]","[false, false, false, false, false]","[0.5154297947883606, 0.5041496157646179, 0.48796066641807556, 0.49515387415885925, 0.48934099078178406]",0.6648123860359192,0.6130093932151794,0.465168833732605,0.4062655866146087,0.3948974013328552,0.0633952692151069,0.0628623813390731,0.0670228376984596,0.0840652212500572,0.1026729643344879,0.5154297947883606,0.5041496157646179,0.4879606664180755,0.4951538741588592,0.489340990781784
100,train,0,5,,,,"[183, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[183, 5]",,"[183, 5, 32]","[false, false, false, false, false]","[0.5137364864349365, 0.5034758448600769, 0.4877662658691406, 0.4966792166233063, 0.49072694778442383]",0.5824998617172241,0.5898101925849915,0.498389720916748,0.4573129713535309,0.449425995349884,0.0867039933800697,0.0840678811073303,0.1100353151559829,0.1084518209099769,0.1200179979205131,0.5137364864349365,0.5034758448600769,0.4877662658691406,0.4966792166233063,0.4907269477844238
100,val,0,5,,,,"[183, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[183, 5]",,"[183, 5, 32]","[false, false, false, false, false]","[0.5137127041816711, 0.5034663081169128, 0.48776376247406006, 0.49668464064598083, 0.49075111746788025]",0.5824737548828125,0.5957498550415039,0.4948385059833526,0.4530820548534393,0.4480732083320617,0.0724687278270721,0.0672980025410652,0.0746858566999435,0.0891916379332542,0.1134222894906997,0.5137127041816711,0.5034663081169128,0.48776376247406,0.4966846406459808,0.4907511174678802
100,test,0,5,,,,"[183, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[183, 5]",,"[183, 5, 32]","[false, false, false, false, false]","[0.5137127041816711, 0.5034663081169128, 0.48776376247406006, 0.49668464064598083, 0.49075111746788025]",0.5824737548828125,0.5957498550415039,0.4948385059833526,0.4530820548534393,0.4480732083320617,0.0724687278270721,0.0672980025410652,0.0746858566999435,0.0891916379332542,0.1134222894906997,0.5137127041816711,0.5034663081169128,0.48776376247406,0.4966846406459808,0.4907511174678802
150,train,0,5,,,,"[183, 5]",4.0,"[""zero_hop"", ""hop_1"", ""hop_2"", ""hop_3"", ""hop_4""]","[183, 5]",,"[183, 5, 32]","[false, false, false, false, false]","[0.513311505317688, 0.5034005641937256, 0.4877333641052246, 0.49687421321868896, 0.4909888207912445]",0.5712410807609558,0.5913216471672058,0.4985371530056,0.4563774466514587,0.448476105928421,0.0883361473679542,0.0840320810675621,0.0948419347405433,0.1045693382620811,0.130689799785614,0.513311505317688,0.5034005641937256,0.4877333641052246,0.4968742132186889,0.4909888207912445
