event,epoch,phase,layer_id,lr,num_hops,weights_shape,hop_logits_shape,higher_logits_shape,messages_shape,empty_hops,lambda_higher,one_hop_weight,higher_order_weight,weight_hop_offset,grad_norm,lambda_grad_norm,weights_mean_hop_0,weights_mean_hop_1,weights_mean_hop_2,weights_std_hop_0,weights_std_hop_1,weights_std_hop_2,attention_norm_entropy_mean_hop_0,attention_mae_from_baseline_hop_0,attention_max_abs_diff_from_baseline_hop_0,attention_cosine_to_baseline_hop_0,attention_norm_entropy_mean_hop_1,attention_mae_from_baseline_hop_1,attention_max_abs_diff_from_baseline_hop_1,attention_cosine_to_baseline_hop_1,attention_norm_entropy_mean_hop_2,attention_mae_from_baseline_hop_2,attention_max_abs_diff_from_baseline_hop_2,attention_cosine_to_baseline_hop_2
forward,0,train,0,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.5761169195175171,0.21194155514240265,0.21194155514240265,0.0,0.0,0.0,,,,,,,,,,,,
forward,0,train,1,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.5761169195175171,0.21194155514240265,0.21194155514240265,0.0,0.0,0.0,,,,,,,,,,,,
backward,0,train,0,0.005,3,,,,,,,,,0,0.00099943320211003,,,,,,,,,,,,,,,,,,,
backward,0,train,1,0.005,3,,,,,,,,,0,0.00034717922537790994,,,,,,,,,,,,,,,,,,,
forward,0,val,0,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.5755047798156738,0.2107742577791214,0.21372094750404358,0.006679261568933725,0.004002224653959274,0.004021684639155865,,,,,,,,,,,,
forward,0,val,1,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.5763005018234253,0.21188242733478546,0.21181708574295044,0.00021017917606513947,0.00012096642603864893,0.0001424042711732909,,,,,,,,,,,,
forward,0,test,0,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.5755047798156738,0.2107742577791214,0.21372094750404358,0.006679261568933725,0.004002224653959274,0.004021684639155865,,,,,,,,,,,,
forward,0,test,1,0.005,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.5763005018234253,0.21188242733478546,0.21181708574295044,0.00021017917606513947,0.00012096643331460655,0.0001424042711732909,,,,,,,,,,,,
forward,50,train,0,0.0018,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.905605673789978,0.045893535017967224,0.04850071668624878,0.051908332854509354,0.025602255016565323,0.026490366086363792,,,,,,,,,,,,
forward,50,train,1,0.0018,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.7702871561050415,0.113302081823349,0.11641081422567368,0.15766650438308716,0.07555485516786575,0.08240554481744766,,,,,,,,,,,,
backward,50,train,0,0.0018,3,,,,,,,,,0,0.023168318032672747,,,,,,,,,,,,,,,,,,,
backward,50,train,1,0.0018,3,,,,,,,,,0,0.043491497558122094,,,,,,,,,,,,,,,,,,,
forward,50,val,0,0.0018,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.9059727191925049,0.04571249708533287,0.048314716666936874,0.05179130285978317,0.025540750473737717,0.026433564722537994,,,,,,,,,,,,
forward,50,val,1,0.0018,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 3]","[false, false, false]",,,,0,,,0.7767562866210938,0.1100587397813797,0.11318495124578476,0.15132425725460052,0.07230259478092194,0.07920888066291809,,,,,,,,,,,,
forward,50,test,0,0.0018,3,"[11616, 3]","[11616, 3]",,"[11616, 3, 32]","[false, false, false]",,,,0,,,0.9059727191925049,0.04571249708533287,0.048314716666936874,0.05179130285978317,0.025540750473737717,0.026433564722537994,,,,,,,,,,,,
